loc_name,for_name,ruta,barra(bushv),barra(bushv)_for,barra(bushv)_id,barra(buslv),barra(buslv)_for,barra(buslv)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,ntnum,nntap,i_cont,usetp
138/4.16 kV SA Parque Energ. Los Mina,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138/4.16 kV SA Parque Energ. Los Mina.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\4.ElmTerm,Terminal SA PE Los Mina,WXSALMK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal SA PE Los Mina.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,138/4.16 SA PE Los Mina T1(20MVA),0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador La Victoria,WHNS1E_WLVICK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\138/34.5 kV Transformador La Victoria.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\ZLVICE.ElmSubstat\1.ElmTerm,Terminal La Victoria,WLVICK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Terminal La Victoria.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,138/34.5 kV La Victoria (80 MVA),0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador Mirasol,WMIRAE_WMIRAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138/34.5 kV Transformador Mirasol.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZMIRAS.ElmSubstat\1.ElmTerm,Terminal Mirasol,WMIRAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Mirasol.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,138/34.5 kV Trafo Mirasol 120 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador WCSP 2,WMP2AE_WXWC2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138/34.5 kV Transformador WCSP 2.ElmTr2,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZWCAPI.ElmSubstat\L1.ElmTerm,Terminal Washington Capital Solar Park 2,WXWC2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Washington Capital Solar Park 2.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,138/34.5 kV WCSP 2 T1(80 MVA),0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador WCSP 3,WMP2BE_WXWC3K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138/34.5 kV Transformador WCSP 3.ElmTr2,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZWCAPI.ElmSubstat\R1.ElmTerm,Terminal Washington Capital Solar Park 3,WXWC3K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Washington Capital Solar Park 3.ElmTerm,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,138/34.5 kV WCSP 2 T1(80 MVA),0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Pinalito 2,WPINAF_WPIN2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\69/13.8 kV Transformador Pinalito 2.ElmTr2,WPINAF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\ZPINAF.ElmSubstat\WPINAF(2).ElmTerm,Terminal Pinalito 2,WPIN2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo Pinalito 30.12 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Pinalito 1,WPINAF_WPIN1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\69/13.8 kV Transformador Pinalito 1.ElmTr2,WPINAF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\ZPINAF.ElmSubstat\WPINAF(3).ElmTerm,Terminal Pinalito 1,WPIN1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo Pinalito 30.12 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Río Blanco 2,WRBLAF_WRBL2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\69/13.8 kV Transformador Río Blanco 2.ElmTr2,WRBLAF(3),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\ZRBLAF.ElmSubstat\WRBLAF(3).ElmTerm,Terminal Río Blanco Secc. C,WRBLCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo Río Blanco 15 MVA,0.0,0.0,1,1,0,1.0
69/13.8 kV Transformador Río Blanco 1,WRBLAF_WRBL1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\69/13.8 kV Transformador Río Blanco 1.ElmTr2,WRBLAF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\ZRBLAF.ElmSubstat\WRBLAF(2).ElmTerm,Terminal Río Blanco Secc. A,WRBLAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo Río Blanco 15 MVA,0.0,0.0,1,1,0,1.0
69/12.5 kV Transformador Rincón,WRINCF_WRINCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\69/12.5 kV Transformador Rincón.ElmTr2,WRINCF(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\ZRINCF.ElmSubstat\WRINCF(1).ElmTerm,Terminal Rincón,WRINCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 kV Trafo Rincón 10.1 MVA,0.0,0.0,1,0,0,1.0
69/4.16 kV Transformador Rosa Julia Cruz,WNAGUF_WRJCRK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\69/4.16 kV Transformador Rosa Julia Cruz.ElmTr2,WNAGUF(6),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(6).ElmTerm,Terminal Rosa Julia De La Cruz,WRJCRK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 69 kV,,69/4.16 kV Trafo Boba 1.25 MVA,0.0,0.0,1,0,0,1.0
69/12.5 kV Transformador El Salto,WCONSF_WESALK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\69/12.5 kV Transformador El Salto.ElmTr2,WCONSF(2),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\ZCONSF.ElmSubstat\WCONSF(2).ElmTerm,Terminal El Salto,WESALK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 Trafo El Salto 14 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador La Vega Grupo 1,WGVEBF_WLVE1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\69/13.8 kV Transformador La Vega Grupo 1.ElmTr2,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\R2.ElmTerm,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZLVEGK.ElmSubstat\R1.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo La Vega G1 69 MVA,0.0,0.0,1,4,0,1.0
69/13.8 kV Transformador La Vega Grupo 2,WGVEGF_WLVE2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\69/13.8 kV Transformador La Vega Grupo 2.ElmTr2,L2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\L2.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZLVEGK.ElmSubstat\L1.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/13.8 kV Trafo La Vega G2 69 MVA,0.0,0.0,1,4,0,1.0
69/12.5 kV Transformador Aniana Vargas,WBPERF_WAVA1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\69/12.5 kV Transformador Aniana Vargas.ElmTr2,WBPERF(5),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(5).ElmTerm,Terminal Aniana Vargas,WAVA1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 kV Trafo Aniana Vargas 0.8 MVA,0.0,0.0,1,0,0,1.0
69/12.5 kV Transformador Jimenoa,WJIMEF_WJIMEK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\69/12.5 kV Transformador Jimenoa.ElmTr2,69 kV Jimenoa,WJIMEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\69 kV Jimenoa.ElmTerm,Terminal Jimenoa,WJIMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 kV Trafo Jimenoa 14 MVA,0.0,0.0,1,0,0,1.0
69/12.5 kV Transformador Hatillo 1,WHATIF_WHATIK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\69/12.5 kV Transformador Hatillo 1.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\ZHATIF.ElmSubstat\3.ElmTerm,Terminal Hatillo 1,WHATIK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 kV Trafo Hatillo 1 10.7 MVA,0.0,0.0,1,2,0,1.0
69/12.5 kV Transformador Hatillo 2,WHATIF_WHAT2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\69/12.5 kV Transformador Hatillo 2.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\ZHATIF.ElmSubstat\2.ElmTerm,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\ZHAT2K.ElmSubstat\3.ElmTerm,0,CIBAO SUR,NORTE,NORTE 69 kV,,69/12.5 kV Trafo Hatillo 2 14 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Brazo Derecho,WBDERF_WBDERK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\69/13.8 kV Transformador Brazo Derecho.ElmTr2,69 kV Brazo Derecho,WBDERF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\69 kV Brazo Derecho.ElmTerm,Terminal Brazo Derecho,WBDERK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 69 kV,,69/13.8 kV Trafo Brazo Derecho 4 MVA,0.0,0.0,1,0,0,1.0
138/69 kV Trafo Playa Dorada,WPDORE_WPDORF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\138/69 kV Trafo Playa Dorada.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPDORE.ElmSubstat\1.ElmTerm,5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPDORF.ElmSubstat\5.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 69 kV,,138/69 kV Pizarrete T1 (150 MVA),0.0,0.0,1,0,0,1.0
