loc_name,for_name,ruta,barra(bushv),barra(bushv)_for,barra(bushv)_id,barra(buslv),barra(buslv)_for,barra(buslv)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,ntnum,nntap,i_cont,usetp
69/34.5 kV Transformador FALCONDO,WFALCF_WFALCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\69/34.5 kV Transformador FALCONDO.ElmTr2,WFALCF(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCF.ElmSubstat\WFALCF(1).ElmTerm,R3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCK.ElmSubstat\R3.ElmTerm,1,CIBAO SUR,NORTE,NORTE 138 kV,,69/34.5 kV Falcondo T1 (78.4 MVA),0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador PF SAJOMA,WSAJ1E_WSAJOK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\138/34.5 kV Transformador PF SAJOMA.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\ZSAJOM.ElmSubstat\1.ElmTerm,Terminal PF SAJOMA,WXPFSK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/34.5 kV SAJOMA T1(75 MVA),0.0,0.0,1,0,0,1.0
138/20 kV Trafo Monte Cristi Solar G1,WGUAYE_WPFM1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G1.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZGUAYE.ElmSubstat\4.ElmTerm,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\L1.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/20 kV Traf Monte Cristi Solar 25 MVA,0.0,0.0,1,3,0,1.0
138/20 kV Trafo Monte Cristi Solar G2,WGUAYE_WPFM2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G2.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZGUAYE.ElmSubstat\3.ElmTerm,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\R1.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/20 kV Traf Monte Cristi Solar 25 MVA,0.0,0.0,1,3,0,1.0
138/34.5 kV Transformador Agua Clara,WACLAE_WACLAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\138/34.5 kV Transformador Agua Clara.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\3.ElmTerm,Terminal Agua Clara,WACLAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/34.5 kV Trafo Agua Clara 60 MVA,0.0,0.0,1,2,0,1.0
138/34.5 kV Transformador Guanillo,WGNLLE_WGNLLK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\138/34.5 kV Transformador Guanillo.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\3.ElmTerm,Terminal Guanillo,WGNLLK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,,138/34.5 kV Trafo Guanilo 63 MVA,0.0,0.0,1,0,0,1.0
138/69 kV Transformador SFM,WSFMAE_WSFMAF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\138/69 kV Transformador SFM.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\3.ElmTerm,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\3.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/69 kV SFM T1 (140 MVA),0.0,0.0,1,-3,0,1.0
138/34.5 kV Trafo Los Guzmancito,WLGUZE_WLGUZK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\138/34.5 kV Trafo Los Guzmancito.ElmTr2,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\ZLGUZE.ElmSubstat\3.ElmTerm,Terminal Los Guzmancito,WLGUZK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/34.5 Trafo Los Guzmancitos 72 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Trafo 2 Guzmancito,WLGUZE_WLGU2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\138/34.5 kV Trafo 2 Guzmancito.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\ZLGUZE.ElmSubstat\4.ElmTerm,Terminal Los Guzmancito 2,WLGU2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,34.5/138 kV Trafo Guzmancito 2 72 MVA,0.0,0.0,1,0,0,1.0
138/34.5 kV Transformador MATRISOL,WMAT1E_WXMATK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\138/34.5 kV Transformador MATRISOL.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\ZMATRE.ElmSubstat\1.ElmTerm,Terminal MATRISOL,WXMATK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/34.5 kV Trafo Matrisol 50 MVA,0.0,0.0,1,10,0,1.0
138/34.5 kV Transformador PS Esperanza,WESP1E_WXPS1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\138/34.5 kV Transformador PS Esperanza.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\ZESPEE.ElmSubstat\1.ElmTerm,Terminal 1 Parque Solar Esperanza,WXPS1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/34.5 kV Trafo PS Esperanza 75 MVA,0.0,0.0,1,-2,0,1.0
138/13.8 kV Pimentel 4 T1,WPIMEE_WXPI4K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\138/13.8 kV Pimentel 4 T1.ElmTr2,R4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R4.ElmTerm,Terminal Pimentel 4,WXPI4K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm,0,CIBAO NORESTE,NORTE,NORTE 138 kV,,138/13.8 kV Pimentel 4(100 MVA),0.0,0.0,1,0,0,1.0
138/34.5 kV Tavera T1,WTAV2E_WTAVEK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\138/34.5 kV Tavera T1.ElmTr2,7,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\7.ElmTerm,34.5 kV Tavera,WTAVEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm,0,CIBAO NORTE,NORTE,NORTE 138 kV,,138/34.5 kV Trafo Tavera,0.0,0.0,1,0,0,1.0
69/6.9 kV Transformador Los Toros,WLTOBF_WLTO1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69/6.9 kV Transformador Los Toros.ElmTr2,69 kV Los Toros,WLTORF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69 kV Los Toros.ElmTerm,Terminal Los Toros,WLTO1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,72/6.9 kV Trafo Los Toros 10.5 MVA,0.0,0.0,1,0,0,1.0
69/13.8 kV Transformador Sabana Yegua,WSYEGF_WSYEGK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\69/13.8 kV Transformador Sabana Yegua.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\ZSYEGF.ElmSubstat\2.ElmTerm,Terminal Sabana Yegua,WSYEGK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,69/13.8 kV Trafo Sabana Yegua 15 MVA,0.0,0.0,1,1,0,1.0
69/12.5 kV Transformador Sabaneta,WSABAF_WSABAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\69/12.5 kV Transformador Sabaneta.ElmTr2,WSABAF(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\ZSABAF.ElmSubstat\WSABAF(1).ElmTerm,Terminal Sabaneta,WSABAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,67/12.47 kV Trafo Sabaneta 15 MVA,0.0,0.0,1,1,0,1.0
69/22 kV Transformador Magueyal,WMAGUF_WMAGUK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\69/22 kV Transformador Magueyal.ElmTr2,69 kV Magueyal,WMAGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\ZMAGUF.ElmSubstat\69 kV Magueyal.ElmTerm,Terminal Magueyal,WMAGUK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,69/13.8 kV Trafo Magueyal 4 MVA,0.0,0.0,1,0,0,1.0
69/12.5 kV Transformador Las Damas,WLDAMF_WLDAMK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69/12.5 kV Transformador Las Damas.ElmTr2,69 kV Las Damas,WLDAMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69 kV Las Damas.ElmTerm,WLDAMK(11),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(11).ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,69/12.5 kV Trafo Las Damas 9.4 MVA,0.0,0.0,1,-1,0,1.0
12.47/4.16 kV Trafo Domingo Rodríguez,WDRODK_WDRODL-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\12.47/4.16 kV Trafo Domingo Rodríguez.ElmTr2,Terminal Domingo Rodríguez 1,WDRODK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,Terminal Domingo Rodríguez 2,WDRODL,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,12.5/4.16 Trafo Dgo Rod 7 MVA,0.0,0.0,1,0,0,1.0
69/12.47 kV Trafo Domingo Rodríguez,WDRODF_WDRODK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69/12.47 kV Trafo Domingo Rodríguez.ElmTr2,69 kV Domingo Rodríguez,WDRODF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69 kV Domingo Rodríguez.ElmTerm,Terminal Domingo Rodríguez 1,WDRODK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,69/12.5 Trafo Dgo Rod 5 MVA,0.0,0.0,1,0,0,1.0
69/34.5 kV Transformador Canoa Solar,WSCANF_WSCANK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\69/34.5 kV Transformador Canoa Solar.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\ZSCANF.ElmSubstat\2.ElmTerm,Terminal Canoa Solar,WSCANK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\Terminal Canoa Solar.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,69/34.5 kV Trafo Canoa Solar 32 MVA,0.0,0.0,1,-1,0,1.0
69/12.47 kV Nizao-Najayo T1,WYAGUF_WXNNAK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Nizao-Najayo T1.ElmTr2,69 kV Yaguate,WYAGUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Yaguate.ElmTerm,Terminal Nizao-Najayo,WXNNAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Nizao-Najayo.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,69/12.47 kV Nizao-Najayo (18.5 MVA) T1,0.0,0.0,1,0,0,1.0
69/12.47 kV Pizarrete Distribución T1,WPIZDF_WXLANK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69/12.47 kV Pizarrete Distribución T1.ElmTr2,69 kV Pizarrete Distribución,WPIZDF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm,Terminal Los Anones,WXLANK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Terminal Los Anones.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,69/12.47 kV Los Anones (14 MVA) T1,0.0,0.0,1,0,0,1.0
138/69 kV Transformador km 15 de Azua,WKQAZE_WKQAZF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\138/69 kV Transformador km 15 de Azua.ElmTr2,8,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZE.ElmSubstat\8.ElmTerm,T1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\km 15 de Azua.ElmSite\ZKQAZF.ElmSubstat\T1.ElmTerm,0,SUR MEDIO,SUR,SUR 138 kV,,138/69 kV km 15,0.0,0.0,1,2,0,1.0
138/13.8 kV Transformador Haina TG,WHAINE_WHAIGK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/13.8 kV Transformador Haina TG.ElmTr2,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\1.ElmTerm,Terminal Haina TG,WHAIGK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\Terminal Haina TG.ElmTerm,0,SUR CERCANO,SUR,SUR 138 kV,,145/13.8 kV Trafo Haina TG 150 MVA,0.0,0.0,1,-1,0,1.0
138/69 kV Transformador Haina,WHAINE_WHAINF-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\138/69 kV Transformador Haina.ElmTr2,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINE.ElmSubstat\2.ElmTerm,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R1.ElmTerm,0,SUR CERCANO,SUR,SUR 138 kV,,138/69 kV Haina T1 T1 (140 MVA),0.0,0.0,1,0,0,1.0
138/13.8 kV Transformador Valdesia 2,WVALDE_WVAL2K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 2.ElmTr2,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R2.ElmTerm,Terminal Valdesia 2,WVAL2K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 2.ElmTerm,0,SUR CERCANO,SUR,SUR 138 kV,,138/13.8 kV Trafo Valdesia 30 MVA,0.0,0.0,1,1,0,1.0
138/13.8 kV Transformador Valdesia 1,WVALDE_WVAL1K-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Valdesia 1.ElmTr2,R1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R1.ElmTerm,Terminal Valdesia 1,WVAL1K,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Valdesia 1.ElmTerm,0,SUR CERCANO,SUR,SUR 138 kV,,138/13.8 kV Trafo Valdesia 1 30 MVA,0.0,0.0,1,1,0,1.0
138/13.8 kV Transformador Las Barias,WVALDE_WLBARK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\138/13.8 kV Transformador Las Barias.ElmTr2,R3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\ZVALDE.ElmSubstat\R3.ElmTerm,Terminal Las Barías,WLBARK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Valdesia.ElmSite\Terminal Las Barías.ElmTerm,0,SUR CERCANO,SUR,SUR 138 kV,,Trafo SSAA Valdesia 5 MVA,0.0,0.0,1,7,0,1.0
138/13.8 kV Transformado Barahona Carbón,WBCARE_WBARCK-T1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\138/13.8 kV Transformado Barahona Carbón.ElmTr2,4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\ZBCARE.ElmSubstat\4.ElmTerm,Terminal Barahona Carbón,WBCARK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona Carbón.ElmTerm,0,SUR PROFUNDO,SUR,SUR 138 kV,,138/13.8 kV Trafo Barahona Carbón 95 MVA,0.0,0.0,1,-2,0,1.0
