loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus1)_id,barra(bus2),barra(bus2)_for,barra(bus2)_id,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,dline,nlnum,Inom,R0,R1,X0,X1,B0,B1,G1
69 kV Derivación SODOCAL_a,ZXMV2F_ZXSODF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación SODOCAL_a.ElmLne,Tap 2 Madre Vieja,WXMV2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 2 Madre Vieja.ElmTerm,Tap SODOCAL,WXSODF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap SODOCAL.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,0.3400000035762787,1,0.6629999876022339,0.17816227674484253,0.03962633013725281,0.5149428844451904,0.14502687752246857,0.6964869499206543,1.3351505994796753,-9.436895808575504e-18
69 kV Barahona – Barahona Carbón,ZBARAF_ZBCARF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Barahona – Barahona Carbón.ElmLne,2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\ZBARAF.ElmSubstat\2.ElmTerm,Terminal Barahona,WXBARF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Barahona Carbón.ElmSite\Terminal Barahona.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,P.MADERA TVS-1/1C/69/1xF - 559 AAAC,0.7699999809265137,1,0.6629999876022339,0.3841502070426941,0.08983387798070908,1.1869235038757324,0.32595139741897583,1.4990164041519165,3.0682897567749023,0.0
69 kV Pizarrete – Madre Vieja_a,ZPIZAF_ZXPGMF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete – Madre Vieja_a.ElmLne,3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\ZPIZAF.ElmSubstat\3.ElmTerm,Tap Pizarrete-Goya-Madre Vieja,WXPGMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete-Goya-Madre Vieja.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 450 ACAR,0.10000000149011612,1,0.5680000185966492,0.05345138534903526,0.01310503389686346,0.15150104463100433,0.04408087581396103,0.2006910741329193,0.379716694355011,0.0
69 kV Haina – REFIDOMSA_a,ZHAINF_ZXOJIF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – REFIDOMSA_a.ElmLne,R2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R2.ElmTerm,Tap Ojiva,WXOJIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ojiva.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,0.9240000247955322,1,0.6629999876022339,0.4841821789741516,0.10769037902355194,1.3994331359863281,0.3941318690776825,1.8928056955337524,3.6284682750701904,-2.5646152557055386e-17
69 kV Derivación Azua,ZAZUAF_ZXAZUF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Azua.ElmLne,69 kV Azua,WAZUAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Azua.ElmTerm,Tap Azua,WXAZUF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Azua.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA/69 TH-1G- 450 ACAR,0.1599999964237213,1,0.5680000185966492,0.09600211679935455,0.02103041112422943,0.19984020292758942,0.07582831382751465,0.3857819736003876,0.5669206380844116,-1.3322675997716858e-17
69 kV Cruce Cabral 2 – Acd Sur-Oeste_c,ZXKQAF_ZXSCAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce Cabral 2 – Acd Sur-Oeste_c.ElmLne,Tap Solar Canoa,WXSCAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Solar Canoa.ElmTerm,Tap Kilómetro 15 de Azua,WXKQAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Kilómetro 15 de Azua.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 2/0 CU,1.8199996948242188,1,0.36000001430511475,1.283238410949707,0.5486032962799072,2.8481719493865967,0.8942482471466064,3.50703501701355,6.213349342346191,7.577270872517273e-17
69 kV Pizarrete – Madre Vieja_c,ZXPGMF_ZXICAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete – Madre Vieja_c.ElmLne,Tap Pizarrete,WXPZ1F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete.ElmTerm,Tap Ingenio CAEI,WXICAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio CAEI.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 450 ACAR,8.75,1,0.5680000185966492,4.676996231079102,1.1466904878616333,13.256340980529785,3.857076644897461,17.560468673706055,33.22521209716797,0.0
69 kV Derivación Salinas,WSALIF_WXSALF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Salinas.ElmLne,Tap Salinas,WXSALF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Salinas.ElmTerm,69 kV Salinas,WSALIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Salinas.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,0.0010000000474974513,1,0.3799999952316284,0.0007106938865035772,0.0003072303661610931,0.0015480067813768983,0.0004738051211461425,0.001934820436872542,0.0035469343420118093,-5.551115386789603e-20
69 kV Derivación Villarpando,WVILLF_WXVILF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Villarpando.ElmLne,Tap Villarpando,WXVILF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Villarpando.ElmTerm,69 kV Villarpando,WVILLF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Villarpando.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 559 AAAC,0.03999999910593033,1,0.6629999876022339,0.020802952349185944,0.0046644131653010845,0.060261454433202744,0.01729338988661766,0.0811179131269455,0.15492995083332062,3.0531133011755682e-18
69 kV Derivación Baní,ZBANIF_ZXBANF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Baní.ElmLne,69 kV Baní Pueblo,WBANIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní Pueblo.ElmTerm,Tap Baní,WXBANF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TVS-1/1C/69/1xF - 450 ACAR,0.029999999329447746,1,0.5680000185966492,0.015400092117488384,0.0039332215674221516,0.04649799317121506,0.012953625060617924,0.05781847983598709,0.1171192154288292,-4.163336249286518e-19
69 kV Derivación Baní PER,ZBAPEF_ZXBAPF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Baní PER.ElmLne,69 kV Baní PER,WBAPEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Baní PER.ElmTerm,Tap Baní PER,WXBAPF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní PER.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,0.05000000074505806,1,0.3799999952316284,0.03553469106554985,0.015361517667770386,0.077400341629982,0.023690255358815193,0.09674102067947388,0.17734672129154205,-2.775557602921922e-18
69 kV Derivación Acueducto INAPA Azua,ZAIAZF_ZXAIAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Acueducto INAPA Azua.ElmLne,69 kV Acueducto INAPA Azua,WAIAZF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Acueducto INAPA Azua.ElmTerm,Tap Acueducto INAPA Azua,WXAIAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Acueducto INAPA Azua.ElmTerm,1,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA/69 TH-1G- 450 ACAR,0.05000000074505806,1,0.5680000185966492,0.030000662431120872,0.006572003476321697,0.062450066208839417,0.023696349933743477,0.12055687606334686,0.17716270685195923,-4.1633365077804595e-18
69 kV Derivación ABCO,ZABCOF_ZXABCF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación ABCO.ElmLne,69 kV ABCO,WABCOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV ABCO.ElmTerm,Tap ABCO,WXABCF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap ABCO.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA/69 TH-1G- 450 ACAR,0.009999999776482582,1,0.5680000185966492,0.00600013229995966,0.0013144006952643394,0.012490012682974339,0.0047392696142196655,0.024111373350024223,0.035432539880275726,-8.326672498573036e-19
69 kV Palamara – Madre Vieja_i,ZMVIEF_ZMVI2F-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Palamara – Madre Vieja_i.ElmLne,Tap 2 Madre Vieja,WXMV2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap 2 Madre Vieja.ElmTerm,69 kV Madre Vieja,WMVIEF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Madre Vieja.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,T.ACERO S1(2)/1C/69/1xF/559 AAAC,0.07999999821186066,1,0.6629999876022339,0.03449122980237007,0.009306221269071102,0.11995784938335419,0.037963155657052994,0.1425696760416031,0.2814079225063324,6.661337998858429e-18
69 kV Derivación Productos Linda,ZPLINF_ZXPLIF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Productos Linda.ElmLne,69 kV Productos Linda,WPLINF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Productos Linda.ElmTerm,Tap Productos Linda,WXPLIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Productos Linda.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA/1C/69/1xF - 2/0 CU,0.05000000074505806,1,0.36000001430511475,0.034287627786397934,0.015041644684970379,0.08089469373226166,0.023675791919231415,0.0870179682970047,0.17722265422344208,-8.326673015560919e-18
69 kV Derivación Las Matas de Farfán,ZLMFAF_ZXLMFF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Las Matas de Farfán.ElmLne,69 kV Las Matas de Farfán,WLMFAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Las Matas de Farfán.ElmTerm,Tap Las Matas de Farfán,WXLMFF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Las Matas de Farfán.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 559 AAAC,1.0,1,0.6629999876022339,0.5200738310813904,0.1166103333234787,1.5065363645553589,0.4323347508907318,2.0279479026794434,3.873249053955078,7.632783294297951e-17
69 kV Derivación La Famosa,ZLFAMF_ZXLFAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación La Famosa.ElmLne,69 kV La Famosa,WLFAMF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV La Famosa.ElmTerm,Tap La Famosa,WXLFAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap La Famosa.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TVS-1/1C/69/1xF - 450 ACAR,0.05000000074505806,1,0.5680000185966492,0.025666819885373116,0.00655536912381649,0.07749665528535843,0.021589376032352448,0.09636414051055908,0.19519869983196259,-6.938894007304805e-19
69 kV Derivación Pizarrete Distribución,ZPIZDF_ZXPIDF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Pizarrete Distribución.ElmLne,69 kV Pizarrete Distribución,WPIZDF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Pizarrete Distribución.ElmTerm,Tap Pizarrete Distribución_,WXPIDF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Pizarrete Distribución_.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TVS-1/1C/69/1xF - 450 ACAR,0.15000000596046448,1,0.5680000185966492,0.0770004615187645,0.01966610923409462,0.23248997330665588,0.06476812809705734,0.28909242153167725,0.5855960845947266,-2.0816682538902298e-18
69 kV Derivación Solar Canoa,WSCANF_WXSCAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Solar Canoa.ElmLne,Tap Solar Canoa,WXSCAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Solar Canoa.ElmTerm,1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Canoa Solar.ElmSite\ZSCANF.ElmSubstat\1.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,T.ACERO S2(2)/2C/ 69/559.5 AAAC,3.5999999046325684,2,1.3259999752044678,1.286938190460205,0.2097451537847519,4.371091842651367,0.8821507692337036,9.21119499206543,24.644790649414062,-4.9960034784643064e-17
69 kV Cruce de Cabral – Duvergé_b,ZXKINF_ZXSALF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Cruce de Cabral – Duvergé_b.ElmLne,Tap Khoury Industrial,WXKINF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Khoury Industrial.ElmTerm,Tap Salinas,WXSALF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Salinas.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,17.729999542236328,1,0.3799999952316284,12.60383415222168,5.447196006774902,27.435222625732422,8.400567054748535,34.90906524658203,62.907554626464844,1.9684253718384257e-15
69 kV San Juan 2 – Vallejuelo,ZSJU2F_ZVALLF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV San Juan 2 – Vallejuelo.ElmLne,5,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\San Juan 2.ElmSite\ZSJU2F.ElmSubstat\5.ElmTerm,69 kV Vallejuelo,WVALLF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Vallejuelo.ElmTerm,0,SUR MEDIO,SUR,SUR 69 kV,,P.MADERA TVS-1/1C/69/1xF - 559 AAAC,26.270000457763672,1,0.6629999876022339,13.106008529663086,3.064851999282837,40.49413299560547,11.12044620513916,51.14176940917969,104.68048858642578,0.0
69 kV Haina – Herrera_a L2,ZHAIBF_ZXOFAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – Herrera_a L2.ElmLne,L1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\L1.ElmTerm,Tap Oleoducto FALCONDO,WXOFAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Oleoducto FALCONDO.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA/69 TH-1G- 559.5 AAAC,2.5,1,0.6629999876022339,1.3646788597106934,0.2906089723110199,3.2141950130462646,1.164449691772461,5.709811210632324,8.980984687805176,-1.734723475976807e-16
69 kV Haina – Puerto de Haina_a,ZHAIBF_ZXPHAF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – Puerto de Haina_a.ElmLne,L2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\L2.ElmTerm,Tap Puerto de Haina,WXPHAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Puerto de Haina.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,2.0999999046325684,1,0.6629999876022339,1.1004140377044678,0.24475084245204926,3.1805295944213867,0.8957541584968567,4.301830768585205,8.2465181350708,-5.828670614584276e-17
69 kV Haina – Herrera_a L3,ZHAIBF_ZTORGF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – Herrera_a L3.ElmLne,Tap TORGINOL,WXTORF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap TORGINOL.ElmTerm,L3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\L3.ElmTerm,0,SANTO DOMINGO,CENTRAL,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 477 ACSR,5.5,1,0.6589999794960022,2.868668794631958,0.6486174464225769,8.316695213317871,2.411979913711548,11.359820365905762,21.310352325439453,-7.632783294297951e-17
69 kV Haina – Kilómetro 10.5_a,ZHAIBF_ZXBOHF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – Kilómetro 10.5_a.ElmLne,R3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Haina.ElmSite\ZHAINF.ElmSubstat\R3.ElmTerm,Tap Bohemia,WXBOHF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Bohemia.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA/69 TH-1G- 477 ACSR,4.5,1,0.5999999642372131,2.641019582748413,0.5324402451515198,5.61030387878418,2.122469663619995,10.98685073852539,16.243017196655273,6.245004513516506e-17
69 kV Haina – REFIDOMSA_b,ZHAINF_ZXGBOF-L1_a,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Haina – REFIDOMSA_b.ElmLne,Tap Ojiva,WXOJIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ojiva.ElmTerm,Tap Granitos Bojos,WXGBOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Granitos Bojos.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,1.2960000038146973,1,0.6629999876022339,0.6791126728057861,0.1510462462902069,1.9628411531448364,0.5528083443641663,2.654844284057617,5.089280128479004,-3.597122610373419e-17
69 kV Derivación Ojiva,ZOJIVF_ZXOJIF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Derivación Ojiva.ElmLne,Tap Ojiva,WXOJIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ojiva.ElmTerm,69 kV Ojiva,WOJIVF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Ojiva.ElmTerm,0,SUR CERCANO,SUR,SUR 69 kV,,P.MADERA TP-IG 50 P/69 - 559 AAAC,0.2919999957084656,1,0.6629999876022339,0.15300995111465454,0.03403202444314957,0.4422450661659241,0.12455248832702637,0.5981593728065491,1.1466587781906128,-8.104627960649635e-18
69 kV km 15 Azua – Quita Coraza_b,ZQCORF_ZXQCOF-L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV km 15 Azua – Quita Coraza_b.ElmLne,Tap Quita Coraza,WXQCOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Quita Coraza.ElmTerm,69 kV Quita Coraza,WQCORF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Quita Coraza.ElmTerm,0,SUR PROFUNDO,SUR,SUR 69 kV,,P.MADERA TP-IG 55 P/69 - 559 AAAC,0.028179999440908432,1,0.6629999876022339,0.014655680395662785,0.0032860790379345417,0.04245419427752495,0.012183193117380142,0.057147569954395294,0.10914815217256546,2.1509183672070973e-18
