loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_con,barra_con_for,barra_con_kV,barra_con_id,P_MW,Q_Mvar,S_MVA,cos_phi,escala,modo_entrada
Demanda 2 El Brisal,ZEBRIE-D2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Demanda 2 El Brisal.ElmLod,,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZEBRIE.ElmSubstat\4.ElmTerm,13.600000381469727,6.03000020980835,14.87685775756836,0.914171576499939,1.0,DEF
Demanda 2 Villa Mella,ZVMELE-D2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Demanda 2 Villa Mella.ElmLod,,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\4.ElmTerm,20.65999984741211,0.11999999731779099,20.660348892211914,0.9999831318855286,1.0,DEF
SSAA SIBA Grupo 1,ZXSI1K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SSAA SIBA Grupo 1.ElmLod,,Terminal SIBA Grupo 1,WXSI1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 1.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA SIBA Grupo 2,ZXSI2K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SSAA SIBA Grupo 2.ElmLod,,Terminal SIBA Grupo 2,WXSI2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 2.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA SIBA Grupo 3,ZXSI3K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SSAA SIBA Grupo 3.ElmLod,,Terminal SIBA Grupo 3,WXSI3K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 3.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA SIBA Grupo 4,ZXSI4K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SSAA SIBA Grupo 4.ElmLod,,Terminal SIBA Grupo 4,WXSI4K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 4.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA SIBA Grupo 5,ZXSI5K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SSAA SIBA Grupo 5.ElmLod,,Terminal SIBA Grupo 5,WXSI5K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA SIBA Grupo 6,ZXSI6K-D1,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SSAA SIBA Grupo 6.ElmLod,,Terminal SIBA Grupo 6,WXSI6K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 6.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA La Victoria,ZLVICK-D1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\SSAA La Victoria.ElmLod,Cargas zona sur,Terminal La Victoria,WLVICK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Terminal La Victoria.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA Washington Capital Solar Park 2,ZXWC2K-D1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SSAA Washington Capital Solar Park 2.ElmLod,Cargas zona sur,Terminal Washington Capital Solar Park 2,WXWC2K,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Washington Capital Solar Park 2.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA Washington Capital Solar Park 3,ZXWC3K-D1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SSAA Washington Capital Solar Park 3.ElmLod,Cargas zona sur,Terminal Washington Capital Solar Park 3,WXWC3K,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Washington Capital Solar Park 3.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
SSAA Mirasol,ZMIRAK-D1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SSAA Mirasol.ElmLod,Cargas zona sur,Terminal Mirasol,WMIRAK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal Mirasol.ElmTerm,0.0,0.0,0.0,1.0,1.0,DEF
Demanda Ferretería Ochoa,ZFOCHF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Ferretería Ochoa.ElmLod,,69 kV Ferretería Ochoa,WFOCHF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Ferretería Ochoa.ElmTerm,0.03999999910593033,0.019999999552965164,0.04472135752439499,0.8944272398948669,1.0,PQ
Demanda ZF Pisano,ZZPISF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda ZF Pisano.ElmLod,,69 kV ZF Pisano,WZPISF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV ZF Pisano.ElmTerm,0.5099999904632568,0.5899999737739563,0.7798717617988586,0.6539536714553833,1.0,PQ
Demanda Envases Antillanos,ZXEANF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Envases Antillanos.ElmLod,,69 kV Envases Antillanos,WEANTF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Envases Antillanos.ElmTerm,0.09000000357627869,0.03999999910593033,0.09848857671022415,0.9138116240501404,1.0,PQ
Demanda Navarrete Distribución,ZNAVAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Navarrete Distribución.ElmLod,,4,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZNAVAF.ElmSubstat\4.ElmTerm,7.96999979019165,2.0199999809265137,8.222001075744629,0.9693503975868225,1.0,PQ
Demanda PIMCO,ZPIMCF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda PIMCO.ElmLod,,69 kV PIMCO,WPIMCF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV PIMCO.ElmTerm,0.7799999713897705,0.3499999940395355,0.8549268841743469,0.9123587012290955,1.0,PQ
Demanda Acero Cibao,ZACIBF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Acero Cibao.ElmLod,,69 kV Acero Cibao,WACIBF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Acero Cibao.ElmTerm,0.46000000834465027,0.23999999463558197,0.5188448429107666,0.8865849375724792,1.0,PQ
Demanda Art Piel Favoritos,ZAPFAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Art Piel Favoritos.ElmLod,,69 kV Art Piel Favoritos,WAPFAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Art Piel Favoritos.ElmTerm,0.029999999329447746,0.03999999910593033,0.05000000074505806,0.5999999642372131,1.0,PQ
Demanda Baltimore Dominicana,ZBALDF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Baltimore Dominicana.ElmLod,,69 kV Baltimore Dominicana,WBALDF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Baltimore Dominicana.ElmTerm,0.5400000214576721,0.33000001311302185,0.632850706577301,0.8532818555831909,1.0,PQ
Demanda Acueducto Quinigua,ZAQUIF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Acueducto Quinigua.ElmLod,,69 kV Acueducto Quinigua,WAQUIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Acueducto Quinigua.ElmTerm,0.009999999776482582,0.009999999776482582,0.01414213515818119,0.7071067690849304,1.0,PQ
Demanda Quinigua,ZQUINF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Quinigua.ElmLod,,69 kV Quinigua,WQUINF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Quinigua.ElmTerm,10.619999885559082,4.860000133514404,11.67921257019043,0.9093078970909119,1.0,PQ
Demanda Ferretería Ochoa Las Lavas,ZFOLVF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Ferretería Ochoa Las Lavas.ElmLod,,69 kV Ferretería Ochoa Las Lavas,WFOLVF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Ferretería Ochoa Las Lavas.ElmTerm,0.3199999928474426,0.3700000047683716,0.4891830086708069,0.6541519165039062,1.0,PQ
Demanda 1 Cruce de Esperanza,ZCESPF-D1,0,CIBAO NOROESTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda 1 Cruce de Esperanza.ElmLod,,69 kV Cruce de Esperanza,WCESPF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Cruce de Esperanza.ElmTerm,12.630000114440918,5.340000152587891,13.712493896484375,0.9210578203201294,1.0,PQ
Demanda ZF Esperanza,ZZESPF-D1,0,CIBAO NOROESTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda ZF Esperanza.ElmLod,,69 kV ZF Esperanza(1),WZESPF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV ZF Esperanza(1).ElmTerm,0.03999999910593033,0.11999999731779099,0.12649109959602356,0.3162277638912201,1.0,PQ
Demanda Portela Pasta Linda,ZPPLIF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Portela Pasta Linda.ElmLod,,69 kV Portela Pastas Linda,WPPLIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Portela Pastas Linda.ElmTerm,0.05000000074505806,0.009999999776482582,0.05099019780755043,0.9805806279182434,1.0,PQ
Demanda Imbert,ZIMBEF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Imbert.ElmLod,,69 kV Imbert,WIMBEF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Imbert.ElmTerm,6.630000114440918,2.369999885559082,7.040866374969482,0.9416455030441284,1.0,PQ
Demanda San José de las Matas,ZSJMAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda San José de las Matas.ElmLod,,69 kV San José de las Matas,WSJMAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV San José de las Matas.ElmTerm,4.050000190734863,1.090000033378601,4.194115161895752,0.9656387567520142,1.0,PQ
Demanda Cabarete,ZCABAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Cabarete.ElmLod,,69 kV Cabarete,WCABAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Cabarete.ElmTerm,2.7899999618530273,0.8399999737739563,2.9137089252471924,0.9575424194335938,1.0,PQ
Demanda Hospital Metropilitano Stgo,ZHMSAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Hospital Metropilitano Stgo.ElmLod,,69 kV Hospital Metropolitano Santiago,WHMSAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Hospital Metropolitano Santiago.ElmTerm,0.6800000071525574,0.14000000059604645,0.6942622065544128,0.9794570207595825,1.0,PQ
Demanda Puerto Plata Electricidad,ZPPELF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Puerto Plata Electricidad.ElmLod,,69 kV Puerto Plata Electricidad,WPPELF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Puerto Plata Electricidad.ElmTerm,3.549999952316284,1.0800000429153442,3.710646867752075,0.9567064642906189,1.0,PQ
Demanda Unión Médica,ZUMEDF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Unión Médica.ElmLod,,69 kV Unión Médica,WUMEDF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Unión Médica.ElmTerm,0.699999988079071,0.30000001192092896,0.761577308177948,0.9191449880599976,1.0,PQ
Demanda Caribbean Industrial Park,ZCIPAF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Caribbean Industrial Park.ElmLod,,69 kV Caribbean Ind Park,WCIPAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Caribbean Ind Park.ElmTerm,0.9800000190734863,0.20000000298023224,1.0002000331878662,0.9798040390014648,1.0,PQ
Demanda Playa Dorada,ZPDORF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Playa Dorada.ElmLod,,4,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPDORF.ElmSubstat\4.ElmTerm,2.059999942779541,1.0800000429153442,2.3259406089782715,0.8856631517410278,1.0,PQ
Demanda ZF Gurabo,ZZGURF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda ZF Gurabo.ElmLod,,69 kV ZF de Gurabo,WZGURF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV ZF de Gurabo.ElmTerm,0.14000000059604645,0.11999999731779099,0.18439088761806488,0.7592566013336182,1.0,PQ
Demanda Villa Olga,ZVOLGF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Villa Olga.ElmLod,,69 kV Villa Olga,WVOLGF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Villa Olga.ElmTerm,16.149999618530273,3.4100000858306885,16.50607681274414,0.978427529335022,1.0,PQ
Demanda E León Jiménez,ZELJIF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda E León Jiménez.ElmLod,,69 kV E León Jiménez,WELJIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV E León Jiménez.ElmTerm,0.11999999731779099,0.05000000074505806,0.12999999523162842,0.9230769276618958,1.0,PQ
Demanda Pastas Princesa,ZPPRIF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Pastas Princesa.ElmLod,,69 kV Pastas Princesa,WPPRIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Pastas Princesa.ElmTerm,0.6000000238418579,0.5199999809265137,0.7939773201942444,0.7556891441345215,1.0,PQ
Demanda ZF Licey,ZZLICF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda ZF Licey.ElmLod,,69 kV ZF Licey,WZLICF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV ZF Licey.ElmTerm,0.019999999552965164,0.05999999865889549,0.06324554979801178,0.3162277638912201,1.0,PQ
Demanda Molinos Valle Cibao,ZMVCIF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Molinos Valle Cibao.ElmLod,,69 kV Molinos Valle Cibao,WMVCIF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Molinos Valle Cibao.ElmTerm,1.159999966621399,0.5899999737739563,1.3014222383499146,0.8913325071334839,1.0,PQ
Demanda Don Pedro,ZDPEDF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Don Pedro.ElmLod,,69 kV Don Pedro,WDPEDF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Don Pedro.ElmTerm,14.619999885559082,5.150000095367432,15.500545501708984,0.9431926012039185,1.0,PQ
Demanda Sabaneta de Yásica,ZSYASF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Sabaneta de Yásica.ElmLod,,69 kV Sabaneta de Yásica,WSYASF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Sabaneta de Yásica.ElmTerm,7.510000228881836,2.809999942779541,8.018491744995117,0.9365851283073425,1.0,PQ
Demanda Sosúa,ZSOSUF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Sosúa.ElmLod,,69 kV Sosúa,WSOSUF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Sosúa.ElmTerm,5.880000114440918,1.5299999713897705,6.075796604156494,0.9677743315696716,1.0,PQ
Demanda Acueducto INAPA Sosúa,ZAISOF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Acueducto INAPA Sosúa.ElmLod,,69 kV Acueducto INAPA Sosúa,WAISOF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Acueducto INAPA Sosúa.ElmTerm,1.2599999904632568,0.38999998569488525,1.318976879119873,0.955285906791687,1.0,PQ
Demanda Aeropuerto de Puerto Plata,ZAPPLF-D1,0,CIBAO NORTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Demanda Aeropuerto de Puerto Plata.ElmLod,,69 kV Aeropuerto de Puerto Plata,WAPPLF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\69 kV Aeropuerto de Puerto Plata.ElmTerm,4.170000076293945,1.309999942779541,4.370926856994629,0.9540311098098755,1.0,PC
