loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_AT,barra_AT_for,barra_AT_kV,barra_AT_id,barra_BT,barra_BT_for,barra_BT_kV,barra_BT_id,num_paralelos,tap_actual,tap_auto,U_consigna_pu,nodo_ctrl_for
138/69 kV Transformador 2 Canabacoa,WCANAE_WCANBF-T2,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador 2 Canabacoa.ElmTr2,138/69 kV Canabacoa T2 (140 MVA),L8(1),,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L8(1).ElmTerm,L4(1),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAF.ElmSubstat\L4(1).ElmTerm,1,-2,0,1.0,
138/69 kV Transformador Canabacoa,WCANAE_WCANBF-T1,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador Canabacoa.ElmTr2,132/66 kV Canabacoa T1 (200 MVA),L1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L1.ElmTerm,Tap 69 kV provisional Canabaoca,WXPCAF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tap 69 kV provisional Canabaoca.ElmTerm,1,-5,0,1.0,
138/69 kV Trafo Puerto Plata 2,WPPL2E_WPPL2F-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\138/69 kV Trafo Puerto Plata 2.ElmTr2,138/69 kV Puerto Plata 2 T1 (140 MVA),E7,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2E.ElmSubstat\E7.ElmTerm,1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2F.ElmSubstat\1.ElmTerm,1,5,0,1.0,
138/69 kV Transformador Nagua 2,WNAG2E_WNAG2F-T1,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\138/69 kV Transformador Nagua 2.ElmTr2,138/69 kV Nagua 2 T1 (70 MVA),WNAG2E(1),,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2E.ElmSubstat\WNAG2E(1).ElmTerm,1,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2F.ElmSubstat\1.ElmTerm,1,0,0,1.0,
138/13.8 Transformador López Angostura,WLANGE_WLANGK-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\138/13.8 Transformador López Angostura.ElmTr2,138/13.8 kV López Angostura 23 MVA,WLANGE(2),,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\ZLANGE.ElmSubstat\WLANGE(2).ElmTerm,Terminal López Angostura,WLANGK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador FALCONDO,WFALCE_WFALCK-T1,1,CIBAO SUR,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\138/34.5 kV Transformador FALCONDO.ElmTr2,138/34.5 kV Falcondo T1 (133 MVA),WFALCE(2),,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\WFALCE(2).ElmTerm,R4,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCK_B.ElmSubstat\R4.ElmTerm,1,0,0,1.0,
12.47/0.44 kV Transfomador 1 Baiguaque,WTAVBE_WBAI1K-T1,0,CIBAO NORTE,,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\12.47/0.44 kV Transfomador 1 Baiguaque.ElmTr2,12.47/0.44 kV Trafo 1 Baiguaque,Terminal 2 Baigüaque,WBAI2K,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,Terminal 1 Baiguaque,WBAI1K,0.4399999976158142,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,1,-3,0,1.0,
34.5/12.47 kV Trafo Jánico,WTAVBE_WBAI2K-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5/12.47 kV Trafo Jánico.ElmTr2,34.5/12.47 kV Trafo 2 Baiguaque,34.5 kV Jánico,WJANIK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm,Terminal 2 Baigüaque,WBAI2K,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,1,-3,0,1.0,
138/13.8 kV Transformador Tavera 2,WTAVBE_WTAV2K-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 2.ElmTr2,138/13.8 kV Trafo Tavera 2 65 MVA,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\4.ElmTerm,Terminal Tavera 2,WTAV2K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm,1,2,0,1.0,
138/13.8 kV Transformador Tavera 1,WTAVEE_WTAV1K-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 1.ElmTr2,138/13.8 kV Trafo Tavera 2 65 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\3.ElmTerm,Terminal Tavera 1,WTAV1K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm,1,2,0,1.0,
69/34.5 kV Transformador FALCONDO,WFALCF_WFALCK-T1,1,CIBAO SUR,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\69/34.5 kV Transformador FALCONDO.ElmTr2,69/34.5 kV Falcondo T1 (78.4 MVA),WFALCF(1),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCF.ElmSubstat\WFALCF(1).ElmTerm,R3,,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCK.ElmSubstat\R3.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador PF SAJOMA,WSAJ1E_WSAJOK-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\138/34.5 kV Transformador PF SAJOMA.ElmTr2,138/34.5 kV SAJOMA T1(75 MVA),1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\ZSAJOM.ElmSubstat\1.ElmTerm,Terminal PF SAJOMA,WXPFSK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm,1,0,0,1.0,
138/20 kV Trafo Monte Cristi Solar G1,WGUAYE_WPFM1K-T1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G1.ElmTr2,138/20 kV Traf Monte Cristi Solar 25 MVA,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZGUAYE.ElmSubstat\4.ElmTerm,L1,,20.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\L1.ElmTerm,1,3,0,1.0,
138/20 kV Trafo Monte Cristi Solar G2,WGUAYE_WPFM2K-T1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\138/20 kV Trafo Monte Cristi Solar G2.ElmTr2,138/20 kV Traf Monte Cristi Solar 25 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZGUAYE.ElmSubstat\3.ElmTerm,R1,,20.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\R1.ElmTerm,1,3,0,1.0,
138/34.5 kV Transformador Agua Clara,WACLAE_WACLAK-T1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\138/34.5 kV Transformador Agua Clara.ElmTr2,138/34.5 kV Trafo Agua Clara 60 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\3.ElmTerm,Terminal Agua Clara,WACLAK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm,1,2,0,1.0,
138/34.5 kV Transformador Guanillo,WGNLLE_WGNLLK-T1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\138/34.5 kV Transformador Guanillo.ElmTr2,138/34.5 kV Trafo Guanilo 63 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\3.ElmTerm,Terminal Guanillo,WGNLLK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm,1,0,0,1.0,
138/69 kV Transformador SFM,WSFMAE_WSFMAF-T1,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\138/69 kV Transformador SFM.ElmTr2,138/69 kV SFM T1 (140 MVA),3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\3.ElmTerm,3,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\3.ElmTerm,1,-3,0,1.0,
138/34.5 kV Trafo Los Guzmancito,WLGUZE_WLGUZK-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\138/34.5 kV Trafo Los Guzmancito.ElmTr2,138/34.5 Trafo Los Guzmancitos 72 MVA,3,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\ZLGUZE.ElmSubstat\3.ElmTerm,Terminal Los Guzmancito,WLGUZK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm,1,0,0,1.0,
138/34.5 kV Trafo 2 Guzmancito,WLGUZE_WLGU2K-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\138/34.5 kV Trafo 2 Guzmancito.ElmTr2,34.5/138 kV Trafo Guzmancito 2 72 MVA,4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\ZLGUZE.ElmSubstat\4.ElmTerm,Terminal Los Guzmancito 2,WLGU2K,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm,1,0,0,1.0,
138/34.5 kV Transformador MATRISOL,WMAT1E_WXMATK-T1,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\138/34.5 kV Transformador MATRISOL.ElmTr2,138/34.5 kV Trafo Matrisol 50 MVA,1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\ZMATRE.ElmSubstat\1.ElmTerm,Terminal MATRISOL,WXMATK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm,1,10,0,1.0,
138/34.5 kV Transformador PS Esperanza,WESP1E_WXPS1K-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\138/34.5 kV Transformador PS Esperanza.ElmTr2,138/34.5 kV Trafo PS Esperanza 75 MVA,1,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\ZESPEE.ElmSubstat\1.ElmTerm,Terminal 1 Parque Solar Esperanza,WXPS1K,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm,1,-2,0,1.0,
138/13.8 kV Pimentel 4 T1,WPIMEE_WXPI4K-T1,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\138/13.8 kV Pimentel 4 T1.ElmTr2,138/13.8 kV Pimentel 4(100 MVA),R4,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R4.ElmTerm,Terminal Pimentel 4,WXPI4K,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm,1,0,0,1.0,
138/34.5 kV Tavera T1,WTAV2E_WTAVEK-T1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\138/34.5 kV Tavera T1.ElmTr2,138/34.5 kV Trafo Tavera,7,,138.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\7.ElmTerm,34.5 kV Tavera,WTAVEK,34.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm,1,0,0,1.0,
69/6.9 kV Transformador Los Toros,WLTOBF_WLTO1K-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69/6.9 kV Transformador Los Toros.ElmTr2,72/6.9 kV Trafo Los Toros 10.5 MVA,69 kV Los Toros,WLTORF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69 kV Los Toros.ElmTerm,Terminal Los Toros,WLTO1K,6.900000095367432,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm,1,0,0,1.0,
69/13.8 kV Transformador Sabana Yegua,WSYEGF_WSYEGK-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\69/13.8 kV Transformador Sabana Yegua.ElmTr2,69/13.8 kV Trafo Sabana Yegua 15 MVA,2,,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\ZSYEGF.ElmSubstat\2.ElmTerm,Terminal Sabana Yegua,WSYEGK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm,1,1,0,1.0,
69/12.5 kV Transformador Sabaneta,WSABAF_WSABAK-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\69/12.5 kV Transformador Sabaneta.ElmTr2,67/12.47 kV Trafo Sabaneta 15 MVA,WSABAF(1),,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\ZSABAF.ElmSubstat\WSABAF(1).ElmTerm,Terminal Sabaneta,WSABAK,12.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm,1,1,0,1.0,
69/22 kV Transformador Magueyal,WMAGUF_WMAGUK-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\69/22 kV Transformador Magueyal.ElmTr2,69/13.8 kV Trafo Magueyal 4 MVA,69 kV Magueyal,WMAGUF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\ZMAGUF.ElmSubstat\69 kV Magueyal.ElmTerm,Terminal Magueyal,WMAGUK,13.800000190734863,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm,1,0,0,1.0,
69/12.5 kV Transformador Las Damas,WLDAMF_WLDAMK-T1,0,SUR PROFUNDO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69/12.5 kV Transformador Las Damas.ElmTr2,69/12.5 kV Trafo Las Damas 9.4 MVA,69 kV Las Damas,WLDAMF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\69 kV Las Damas.ElmTerm,WLDAMK(11),,12.5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Las Damas.ElmSite\ZLDAMK.ElmSubstat\WLDAMK(11).ElmTerm,1,-1,0,1.0,
12.47/4.16 kV Trafo Domingo Rodríguez,WDRODK_WDRODL-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\12.47/4.16 kV Trafo Domingo Rodríguez.ElmTr2,12.5/4.16 Trafo Dgo Rod 7 MVA,Terminal Domingo Rodríguez 1,WDRODK,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,Terminal Domingo Rodríguez 2,WDRODL,4.159999847412109,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 2.ElmTerm,1,0,0,1.0,
69/12.47 kV Trafo Domingo Rodríguez,WDRODF_WDRODK-T1,0,SUR MEDIO,SUR,SUR 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69/12.47 kV Trafo Domingo Rodríguez.ElmTr2,69/12.5 Trafo Dgo Rod 5 MVA,69 kV Domingo Rodríguez,WDRODF,69.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\69 kV Domingo Rodríguez.ElmTerm,Terminal Domingo Rodríguez 1,WDRODK,12.470000267028809,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Domingo Rodríguez.ElmSite\Terminal Domingo Rodríguez 1.ElmTerm,1,0,0,1.0,
