loc_name,for_name,ruta,barra(bus1),barra(bus1)_for,barra(bus2),barra(bus2)_for,outserv,cpZone,cpArea,cpGrid,cpSubstat,typ_id,GPSlat,GPSlon,Inom,on_off,aUsage
IS.R4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.R4.2.ElmCoup,Terminal Monte Cristi Solar Grupo 2,WPFM2K,T.R4.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.L1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.L1.1.ElmCoup,T.L1.1,,L1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.L2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.L2.1.ElmCoup,T.L2.1,,L2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.L3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.L3.1.ElmCoup,T.L3.1,,L3,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.L4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.L4.1.ElmCoup,T.L4.1,,L4,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.R1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.R1.1.ElmCoup,T.R1.1,,R1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.R2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.R2.1.ElmCoup,T.R2.1,,R2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.R3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.R3.1.ElmCoup,T.R3.1,,R3,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
IS.R4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\IS.R4.1.ElmCoup,T.R4.1,,R4,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,dct
WGUAYE_WPFM1K-T1-Q2,WGUAYE_WPFM1K-T1-Q2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\WGUAYE_WPFM1K-T1-Q2.ElmCoup,T.L1.2,,T.L1.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
WPFMSK-D1-Q1,WPFMSK-D1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\WPFMSK-D1-Q1.ElmCoup,T.L2.2,,T.L2.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
G4PFMSO1-Q1,G4PFMSO1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\G4PFMSO1-Q1.ElmCoup,T.L3.2,,T.L3.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
CB.L4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\CB.L4.ElmCoup,T.L4.2,,T.L4.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
WGUAYE_WPFM2K-T1-Q2,WGUAYE_WPFM2K-T1-Q2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\WGUAYE_WPFM2K-T1-Q2.ElmCoup,T.R1.2,,T.R1.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
WPFMSK-D2-Q1,WPFMSK-D2-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\WPFMSK-D2-Q1.ElmCoup,T.R2.2,,T.R2.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
G4PFMSO2-Q1,G4PFMSO2-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\G4PFMSO2-Q1.ElmCoup,T.R3.2,,T.R3.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
CB.R4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monte Cristi Solar.ElmSite\ZPFMSK.ElmSubstat\CB.R4.ElmCoup,T.R4.2,,T.R4.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZPFMSK,,0.0,0.0,0.0,1,cbk
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS3.1.ElmCoup,T3.2,,T3.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS4.1.ElmCoup,T4.1,,4,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS1.2.ElmCoup,138 kV Agua Clara,WACLAE,T1.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS2.2.ElmCoup,138 kV Agua Clara,WACLAE,T2.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS3.2.ElmCoup,138 kV Agua Clara,WACLAE,T3.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\IS4.2.ElmCoup,138 kV Agua Clara,WACLAE,T4.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,dct
CB1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\CB1.ElmCoup,T1.2,,T1.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,cbk
CB2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\CB2.ElmCoup,T2.2,,T2.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,cbk
WACLAE_WACLAK-T1-Q1,WACLAE_WACLAK-T1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\WACLAE_WACLAK-T1-Q1.ElmCoup,T3.1,,3,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,cbk
CB4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\ZACLAE.ElmSubstat\CB4.ElmCoup,T4.2,,T4.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZACLAE,,0.0,0.0,0.0,1,cbk
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS3.1.ElmCoup,T3.2,,T3.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS4.1.ElmCoup,T4.1,,4,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS1.2.ElmCoup,138 kV Guanillo,WGNLLE,T1.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS2.2.ElmCoup,138 kV Guanillo,WGNLLE,T2.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS3.2.ElmCoup,138 kV Guanillo,WGNLLE,T3.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\IS4.2.ElmCoup,138 kV Guanillo,WGNLLE,T4.2,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,dct
ZGNLLE_ZXGN1E-L1-Q1,ZGNLLE_ZXGN1E-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\ZGNLLE_ZXGN1E-L1-Q1.ElmCoup,T1.2,,T1.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,cbk
ZGNLLE_ZXGN2E-L1-Q1,ZGNLLE_ZXGN2E-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\ZGNLLE_ZXGN2E-L1-Q1.ElmCoup,T2.2,,T2.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,cbk
WGNLLE_WGNLLK-T1-Q1,WGNLLE_WGNLLK-T1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\WGNLLE_WGNLLK-T1-Q1.ElmCoup,T3.1,,3,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,cbk
CB4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\ZGNLLE.ElmSubstat\CB4.ElmCoup,T4.2,,T4.1,,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,ZGNLLE,,0.0,0.0,0.0,1,cbk
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS3.1.ElmCoup,T3.1,,3,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS4.1.ElmCoup,T4.1,,4,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS0.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS0.1.ElmCoup,138 kV SFM BP,WSFM1E,T0.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS1.2.ElmCoup,138 kV SFM BP,WSFM1E,T1.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS2.2.ElmCoup,138 kV SFM BP,WSFM1E,T2.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS3.2.ElmCoup,138 kV SFM BP,WSFM1E,T3.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS4.2.ElmCoup,138 kV SFM BP,WSFM1E,T4.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,dct
IS0.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS0.2.ElmCoup,138 kV SFM BT,WSFM2E,T0.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
IS1.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS1.3.ElmCoup,138 kV SFM BT,WSFM2E,1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
IS2.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS2.3.ElmCoup,138 kV SFM BT,WSFM2E,2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
IS3.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS3.3.ElmCoup,138 kV SFM BT,WSFM2E,3,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
IS4.3,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\IS4.3.ElmCoup,138 kV SFM BT,WSFM2E,4,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,dct
CB0,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\CB0.ElmCoup,T0.1,,T0.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,0,cbk
ZSFMAE_ZSALCE-L1-Q1,ZSFMAE_ZSALCE-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\ZSFMAE_ZSALCE-L1-Q1.ElmCoup,T1.2,,T1.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,cbk
ZSFMAE_ZPIMEE-L1-Q1,ZSFMAE_ZPIMEE-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\ZSFMAE_ZPIMEE-L1-Q1.ElmCoup,T2.2,,T2.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,cbk
WSFMAE_WSFMAF-T1-Q1,WSFMAE_WSFMAF-T1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\WSFMAE_WSFMAF-T1-Q1.ElmCoup,T3.2,,T3.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,cbk
CB4,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAE.ElmSubstat\CB4.ElmCoup,T4.2,,T4.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAE,,0.0,0.0,0.0,1,cbk
IS1.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS1.1.ElmCoup,T1.1,,1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS2.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS2.1.ElmCoup,T2.1,,2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS3.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS3.1.ElmCoup,T3.1,,3,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS4.1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS4.1.ElmCoup,T4.1,,4,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS1.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS1.2.ElmCoup,69 kV SFM,WSFMAF,T1.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS2.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS2.2.ElmCoup,69 kV SFM,WSFMAF,T2.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS3.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS3.2.ElmCoup,69 kV SFM,WSFMAF,T3.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
IS4.2,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\IS4.2.ElmCoup,69 kV SFM,WSFMAF,T4.2,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,dct
ZSFMAF_ZZSFRF-L1-Q1,ZSFMAF_ZZSFRF-L1-Q1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SFM.ElmSite\ZSFMAF.ElmSubstat\ZSFMAF_ZZSFRF-L1-Q1.ElmCoup,T1.2,,T1.1,,0,CIBAO NORESTE,NORTE,NORTE 138 kV,ZSFMAF,,0.0,0.0,0.0,1,cbk
