nombre,fuera_servicio,zona,area,red,ruta,barra_AT,subest_AT,barra_AT_id,barra_BT,subest_BT,barra_BT_id,tipo,num_paralelos,tap_actual,S_nom_MVA,U_AT_kV,U_BT_kV,uk_pct,uk0_pct,Pcu_kW,Pfe_kW,i0_pct,grupo_conexion,r1_pu,x1_pu,tap_lado,tap_min,tap_max,tap_neutro,tap_dU_pct,tap_fase_deg
138/69 kV Transformador SPM,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\138/69 kV Transformador SPM.ElmTr2,L1,ZSPMAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAE.ElmSubstat\L1.ElmTerm,1,ZSPMAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\San Pedro.ElmSite\ZSPMAF.ElmSubstat\1.ElmTerm,138/69 kV SPM T1 (125 MVA),1,-2,125.0,138.0,69.0,12.399999618530273,11.15999984741211,531.25,0.0,0.0,YNyn0,0.0042500002309679985,0.12392714619636536,0,-11,11,0,1.0,0.0
138/69 kV Transformador Hato Mayor 2,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\138/69 kV Transformador Hato Mayor 2.ElmTr2,2,ZHMA2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\ZHMA2E.ElmSubstat\2.ElmTerm,1,WHMA2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Hato Mayor 2.ElmSite\WHMA2F.ElmSubstat\1.ElmTerm,138/69 kV Hato Mayor 2 T1 (80MVA),1,-3,80.0,138.0,69.0,10.0,9.036667823791504,400.0,0.0,0.0,YNyn0,0.004999999888241291,0.09987492114305496,0,-13,13,0,1.0,0.0
138/34.5 kV Transformador PS El Soco,0,ESTE CERCANO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\138/34.5 kV Transformador PS El Soco.ElmTr2,2,ZESOCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\ZESOCE.ElmSubstat\2.ElmTerm,Terminal Parque Solar El Soco,El Soco,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Terminal Parque Solar El Soco.ElmTerm,138/34.5 kV Trafo El Soco 80 MVA,1,0,80.0,138.0,34.5,12.693300247192383,11.423999786376953,400.0,0.0,0.0,YNd11,0.004999999888241291,0.12683449685573578,0,-10,10,0,1.0099999904632568,0.0
138/34.5 kV Transformador PF Cumayasa 1,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 1.ElmTr2,L1,ZCUMAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\ZCUMAE.ElmSubstat\L1.ElmTerm,Terminal PF Cumayasa 1,Cumayasa,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm,138/34.5 kV Trafo Cumayasa 65 MVA,1,0,65.0,138.0,34.5,12.5,11.25,250.0,35.0,0.5,YNd11,0.003846153849735856,0.12494081258773804,0,-10,10,0,1.0,0.0
138/34.5 kV Transformador PF Cumayasa 2,0,ESTE PROFUNDO,ESTE,ESTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\138/34.5 kV Transformador PF Cumayasa 2.ElmTr2,R2,ZCUMAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\ZCUMAE.ElmSubstat\R2.ElmTerm,Terminal PF Cumayasa 2,Cumayasa,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm,138/34.5 kV Trafo Cumayasa 65 MVA,1,0,65.0,138.0,34.5,12.5,11.25,250.0,35.0,0.5,YNd11,0.003846153849735856,0.12494081258773804,0,-10,10,0,1.0,0.0
138/69 kV Transformador ZF Santiago,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\138/69 kV Transformador ZF Santiago.ElmTr2,E6,ZZSANE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\ZZSANE.ElmSubstat\E6.ElmTerm,1,ZZSANF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZF Santiago.ElmSite\ZZSANF.ElmSubstat\1.ElmTerm,138/69 kV ZF Santiago T1 (140 MVA),1,0,140.0,138.0,69.0,14.800000190734863,13.42111873626709,192.0800018310547,0.0,0.0,YNyn0,0.0013719999697059393,0.14799363911151886,0,-8,8,0,0.0,0.0
138/69 kV Transformador Bonao 2,0,CIBAO SUR,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\138/69 kV Transformador Bonao 2.ElmTr2,E2,ZBON2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\ZBON2E.ElmSubstat\E2.ElmTerm,F1,ZBON2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Bonao 2.ElmSite\ZBON2E.ElmSubstat\F1.ElmTerm,138/69 kV Bonao 2 T1 (140 MVA),1,-4,140.0,138.0,69.0,11.9399995803833,10.80886459350586,537.0399780273438,0.0,0.0,YNyn0,0.003835999872535467,0.11933836340904236,0,-15,15,0,1.0,0.0
13.8/4.16 kV Transformador CE Monción,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador CE Monción.ElmTr2,13.8 kV Zona Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm,Terminal Contra Embalse Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm,13.8/4.16 kV Trafo C.E Monción 4 MVA,1,0,4.0,13.800000190734863,4.159999847412109,5.8002800941467285,5.21999979019165,4.062099933624268,0.0,0.0,YNd1,0.0010155249619856477,0.05799391120672226,1,-2,2,0,2.5,0.0
138/13.8 kV Transformador Monción 2,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 2.ElmTr2,3,ZMONCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\ZMONCE.ElmSubstat\3.ElmTerm,Terminal Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,138/13.8 kV Trafo Monción 30 MVA,1,2,30.0,138.0,13.800000190734863,7.998680114746094,7.199999809265137,93.125,0.0,0.0,YNd1,0.003104166593402624,0.07992654293775558,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Monción 1,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\138/13.8 kV Transformador Monción 1.ElmTr2,2,ZMONCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\ZMONCE.ElmSubstat\2.ElmTerm,Terminal Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,138/13.8 kV Trafo Monción 30 MVA,1,2,30.0,138.0,13.800000190734863,7.998680114746094,7.199999809265137,93.125,0.0,0.0,YNd1,0.003104166593402624,0.07992654293775558,0,-2,2,0,2.5,0.0
13.8/4.16 kV Transformador Zona Monción,0,CIBAO NOROESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8/4.16 kV Transformador Zona Monción.ElmTr2,Terminal Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm,13.8 kV Zona Monción,Monción,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\13.8 kV Zona Monción.ElmTerm,13.8/13.8 kV Trafo Moncion 5 MVA,1,0,5.0,13.800000190734863,13.800000190734863,7.039999961853027,6.335999965667725,25.0,0.0,0.0,Dyn7,0.004999999888241291,0.07022221386432648,0,-2,2,0,2.5,0.0
138/13.8 kV Trafo Pimentel Grupo 3,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 3.ElmTr2,R2,ZPIMEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R2.ElmTerm,Terminal Pimentel Grupo 3,Pimentel,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\Terminal Pimentel Grupo 3.ElmTerm,138/13.8 kV Trafo Pimentel 3 100 MVA,1,1,100.0,138.0,13.800000190734863,15.79170036315918,14.212499618530273,409.010009765625,0.0,0.0,YNd1,0.004090100061148405,0.1578640341758728,0,-2,2,0,2.5,0.0
138/13.8 kV Trafo Pimentel Grupo 2,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 2.ElmTr2,R1,ZPIMEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\R1.ElmTerm,R1,ZPIMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\R1.ElmTerm,138/13.8 kV Trafo Pimentel 2 60 MVA,1,1,60.0,138.0,13.800000190734863,14.414999961853027,12.97350025177002,300.0,0.0,0.0,YNd1,0.004999999888241291,0.14406326413154602,0,-2,2,0,2.5,0.0
138/13.8 kV Trafo Pimentel Grupo 1,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\138/13.8 kV Trafo Pimentel Grupo 1.ElmTr2,L1,ZPIMEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEE.ElmSubstat\L1.ElmTerm,L1,ZPIMEK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Pimentel.ElmSite\ZPIMEK.ElmSubstat\L1.ElmTerm,138/13.8 kV Trafo Pimentel 1 60 MVA,1,1,60.0,138.0,13.800000190734863,14.414999961853027,12.97350025177002,300.0,0.0,0.0,YNd1,0.004999999888241291,0.14406326413154602,0,-2,2,0,2.5,0.0
138/69 kV Transformador 2 Canabacoa,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador 2 Canabacoa.ElmTr2,L8(1),ZCANAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L8(1).ElmTerm,L4(1),ZCANAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAF.ElmSubstat\L4(1).ElmTerm,138/69 kV Canabacoa T2 (140 MVA),1,-2,140.0,139.0,69.0,11.010000228881836,9.956537246704102,700.0,0.0,0.0,YNyn0,0.004999999888241291,0.10998640209436417,0,-15,15,0,1.0,0.0
138/69 kV Transformador Canabacoa,1,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\138/69 kV Transformador Canabacoa.ElmTr2,L1,ZCANAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Canabacoa.ElmSite\ZCANAE.ElmSubstat\L1.ElmTerm,Tap 69 kV provisional Canabaoca,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tap 69 kV provisional Canabaoca.ElmTerm,132/66 kV Canabacoa T1 (200 MVA),1,-5,200.0,132.0,66.0,7.5,6.765868186950684,272.0,0.0,0.0,YNyn0,0.0013599999947473407,0.07498767226934433,0,-20,12,0,0.625,0.0
138/69 kV Trafo Puerto Plata 2,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\138/69 kV Trafo Puerto Plata 2.ElmTr2,E7,ZPPL2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2E.ElmSubstat\E7.ElmTerm,1,ZPPL2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Puerto Plata 2.ElmSite\ZPPL2F.ElmSubstat\1.ElmTerm,138/69 kV Puerto Plata 2 T1 (140 MVA),1,5,140.0,138.0,69.0,12.039999961853027,10.896093368530273,192.0800018310547,0.0,0.0,YNyn0,0.0013719999697059393,0.12039218097925186,0,-15,15,0,1.0,0.0
138/69 kV Transformador Nagua 2,0,CIBAO NORESTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\138/69 kV Transformador Nagua 2.ElmTr2,WNAG2E(1),ZNAG2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2E.ElmSubstat\WNAG2E(1).ElmTerm,1,ZNAG2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Nagua.ElmSite\ZNAG2F.ElmSubstat\1.ElmTerm,138/69 kV Nagua 2 T1 (70 MVA),1,0,70.0,138.0,69.0,11.8100004196167,10.687173843383789,350.0,0.0,0.0,YNyn0,0.004999999888241291,0.11799411475658417,0,-13,13,0,1.25,0.0
138/13.8 Transformador López Angostura,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\138/13.8 Transformador López Angostura.ElmTr2,WLANGE(2),ZLANGE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\ZLANGE.ElmSubstat\WLANGE(2).ElmTerm,Terminal López Angostura,López Angostura,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm,138/13.8 kV López Angostura 23 MVA,1,0,23.0,138.0,13.800000190734863,7.998680114746094,7.199999809265137,93.125,0.0,0.0,YNd5,0.00404891325160861,0.07988426089286804,0,-2,2,0,2.5,0.0
138/34.5 kV Transformador FALCONDO,1,CIBAO SUR,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\138/34.5 kV Transformador FALCONDO.ElmTr2,WFALCE(2),ZFALCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCE.ElmSubstat\WFALCE(2).ElmTerm,R4,ZFALCK_B,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Falcondo.ElmSite\ZFALCK_B.ElmSubstat\R4.ElmTerm,138/34.5 kV Falcondo T1 (133 MVA),1,0,133.0,138.0,34.5,16.31999969482422,14.818384170532227,665.0,0.0,0.0,YNyn0,0.004999999888241291,0.16312338411808014,1,-4,4,0,1.25,0.0
12.47/0.44 kV Transfomador 1 Baiguaque,0,CIBAO NORTE,,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\12.47/0.44 kV Transfomador 1 Baiguaque.ElmTr2,Terminal 2 Baigüaque,Site,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,Terminal 1 Baiguaque,Site,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm,12.47/0.44 kV Trafo 1 Baiguaque,1,-3,1.600000023841858,12.470000267028809,0.4399999976158142,6.0,5.400000095367432,8.0,0.0,0.0,YNd11,0.004999999888241291,0.05979130417108536,0,-5,-1,-3,2.5,0.0
34.5/12.47 kV Trafo Jánico,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5/12.47 kV Trafo Jánico.ElmTr2,34.5 kV Jánico,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm,Terminal 2 Baigüaque,Site,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm,34.5/12.47 kV Trafo 2 Baiguaque,1,-3,7.0,34.5,12.470000267028809,7.0,6.300000190734863,35.0,0.0,0.0,Dyn1,0.004999999888241291,0.06982120126485825,0,-5,-1,-3,2.5,0.0
138/13.8 kV Transformador Tavera 2,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 2.ElmTr2,4,ZTAVEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\4.ElmTerm,Terminal Tavera 2,Tavera,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm,138/13.8 kV Trafo Tavera 2 65 MVA,1,2,65.0,138.0,13.800000190734863,10.880000114440918,9.800000190734863,200.0,0.0,0.0,YNd1,0.003076923079788685,0.10875648260116577,0,-2,2,0,2.1700000762939453,0.0
138/13.8 kV Transformador Tavera 1,0,CIBAO NORTE,NORTE,NORTE 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\138/13.8 kV Transformador Tavera 1.ElmTr2,3,ZTAVEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\ZTAVEE.ElmSubstat\3.ElmTerm,Terminal Tavera 1,Tavera,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm,138/13.8 kV Trafo Tavera 2 65 MVA,1,2,65.0,138.0,13.800000190734863,10.880000114440918,9.800000190734863,200.0,0.0,0.0,YNd1,0.003076923079788685,0.10875648260116577,0,-2,2,0,2.1700000762939453,0.0
