nombre,fuera_servicio,zona,area,red,ruta,barra_AT,subest_AT,barra_AT_id,barra_BT,subest_BT,barra_BT_id,tipo,num_paralelos,tap_actual,S_nom_MVA,U_AT_kV,U_BT_kV,uk_pct,uk0_pct,Pcu_kW,Pfe_kW,i0_pct,grupo_conexion,r1_pu,x1_pu,tap_lado,tap_min,tap_max,tap_neutro,tap_dU_pct,tap_fase_deg
138/34.5 kV Transformador 3 Los Cocos,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 3 Los Cocos.ElmTr2,6,ZLCOCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\6.ElmTerm,R4,ZLCOCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\R4.ElmTerm,138/34.5 kV Trafo Los Cocos 2 45 MVA,1,0,45.0,138.0,34.5,12.460000038146973,11.21399974822998,225.0,0.0,0.0,YNd11,0.004999999888241291,0.12449964135885239,0,-13,13,0,1.0,0.0
138/34.5 kV Transformador 4 Los Cocos,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\138/34.5 kV Transformador 4 Los Cocos.ElmTr2,7,ZLCOCE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCE.ElmSubstat\7.ElmTerm,R5,ZLCOCK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Los Cocos.ElmSite\ZLCOCK.ElmSubstat\R5.ElmTerm,138/34.5 kV Trafo Los Cocos 45 MVA,1,0,45.0,138.0,34.5,9.600000381469727,8.640000343322754,225.0,0.0,0.0,YNd11,0.004999999888241291,0.09586970508098602,0,-13,13,0,1.0,0.0
138/13.8 kV Transformador Palomino 1,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\138/13.8 kV Transformador Palomino 1.ElmTr2,L2,ZPALOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\ZPALOE.ElmSubstat\L2.ElmTerm,Terminal Palomino 1,Palomino,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm,138/13.8 kV Trafo Palomino 48 MVA,1,0,48.0,138.0,13.800000190734863,12.972999572753906,11.675700187683105,240.0,0.0,0.0,YNd1,0.004999999888241291,0.1296336054801941,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador Palomino 2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\138/13.8 kV Transformador Palomino 2.ElmTr2,R2,ZPALOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\ZPALOE.ElmSubstat\R2.ElmTerm,Terminal Palomino 2,Palomino,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm,138/13.8 kV Trafo Palomino 48 MVA,1,0,48.0,138.0,13.800000190734863,12.972999572753906,11.675700187683105,240.0,0.0,0.0,YNd1,0.004999999888241291,0.1296336054801941,0,-2,2,0,2.5,0.0
154/11 kV Transformador 1 Powership Azua,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\154/11 kV Transformador 1 Powership Azua.ElmTr2,3,ZPAK2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\3.ElmTerm,Terminal POWERSHIP AZUA KPS26 1,POWERSHIP AZUA KPS 26,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm,154/11 kV Trafo KARPOWERSHIP 62.5 MVA,1,-8,62.5,154.0,11.0,17.479999542236328,15.729999542236328,312.5,0.0,0.0,YNd11,0.004999999888241291,0.17472846806049347,0,-12,12,0,1.25,0.0
154/11 kV Transformador 2 Powership Azua,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\154/11 kV Transformador 2 Powership Azua.ElmTr2,5,ZPAK2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\5.ElmTerm,Terminal POWERSHIP AZUA KPS26 2,POWERSHIP AZUA KPS 26,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm,154/11 kV Trafo KARPOWERSHIP 62.5 MVA,1,-8,62.5,154.0,11.0,17.479999542236328,15.729999542236328,312.5,0.0,0.0,YNd11,0.004999999888241291,0.17472846806049347,0,-12,12,0,1.25,0.0
154/15 kV Transformador 1 Powership Azua,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\154/15 kV Transformador 1 Powership Azua.ElmTr2,1,ZPAK6E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\1.ElmTerm,Terminal Powership Azua KPS60,POWERSHIP AZUA KPS 60,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm,154/15 kV Trafo KARPOWERSHIP,1,-6,100.0,154.0,15.0,17.0,15.300000190734863,320.0,46.0,0.4000000059604645,YNd11,0.0031999999191612005,0.16996988654136658,0,-12,12,0,1.25,0.0
138/4.16 kV Transformador 1 Palenque,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\138/4.16 kV Transformador 1 Palenque.ElmTr2,R1,ZPALEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R1.ElmTerm,Terminal Palenque 1,Palenque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm,138/4.2 kV Trafo Palenque 1 30 MVA,1,-1,30.0,138.0,4.199999809265137,13.670000076293945,12.300000190734863,150.0,0.0,0.0,YNyn0,0.004999999888241291,0.1366085261106491,0,-13,13,0,1.0,0.0
138/4.16 kV Transformador 2 Palenque,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\138/4.16 kV Transformador 2 Palenque.ElmTr2,R2,ZPALEE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R2.ElmTerm,Terminal Palenque 1,Palenque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm,138/4.2 kV Trafo Palenque 2 30 MVA,1,1,30.0,138.0,4.199999809265137,13.670000076293945,12.300000190734863,150.0,0.0,0.0,YNyn0,0.004999999888241291,0.1366085261106491,0,-13,13,0,1.0,0.0
138/69 kV Transformado Cruce de Cabral 2,0,SUR PROFUNDO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Cruce de Cabral 2.ElmSite\138/69 kV Transformado Cruce de Cabral 2.ElmTr2,2,ZCCA2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Cruce de Cabral 2.ElmSite\ZCCA2E.ElmSubstat\2.ElmTerm,1,ZCCA2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Cruce de Cabral 2.ElmSite\ZCCA2F.ElmSubstat\1.ElmTerm,138/69 kV Cruce de Cabral 2 T1 (75 MVA),1,1,75.0,138.0,69.0,9.039999961853027,8.157597541809082,375.0,0.0,0.0,YNyn0,0.004999999888241291,0.09026162326335907,0,-11,11,0,1.0,0.0
138/69 kV Transformador San Juan 2,0,SUR MEDIO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\San Juan 2.ElmSite\138/69 kV Transformador San Juan 2.ElmTr2,3,ZSJU2E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\San Juan 2.ElmSite\ZSJU2E.ElmSubstat\3.ElmTerm,6,ZSJU2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\San Juan 2.ElmSite\ZSJU2F.ElmSubstat\6.ElmTerm,138/69 kV San Juan 2 T1 75 MVA,1,-3,75.0,138.0,69.0,9.029999732971191,8.119999885559082,375.0,0.0,0.0,YNyn0,0.004999999888241291,0.09016145765781403,0,-11,11,0,1.0,0.0
138/69 kV Transformador 1 Pizarrete,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\138/69 kV Transformador 1 Pizarrete.ElmTr2,6,ZPIZAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\ZPIZAE.ElmSubstat\6.ElmTerm,2,ZPIZAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\ZPIZAF.ElmSubstat\2.ElmTerm,138/69 kV Pizarrete T1 (150 MVA),1,0,150.0,138.0,69.0,12.390000343322754,11.214683532714844,750.0,0.0,0.0,YNyn0,0.004999999888241291,0.12379907071590424,0,-11,11,0,1.0,0.0
138/34.5 kV Transformador Matafongo,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\138/34.5 kV Transformador Matafongo.ElmTr2,3,ZMTFNE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\ZMTFNE.ElmSubstat\3.ElmTerm,Terminal Matafongo,Matafongo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm,138/34.5 kV Trafo Matafongo 55 MVA,1,0,55.0,138.0,34.5,15.402728080749512,13.862457275390625,159.49998474121094,0.0,0.0,YNd11,0.0028999997302889824,0.15399998426437378,0,-8,8,0,1.25,0.0
138/34.5 kV Transformador Bayasol,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\138/34.5 kV Transformador Bayasol.ElmTr2,2,ZBAYAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\ZBAYAE.ElmSubstat\2.ElmTerm,Terminal Bayasol,Bayasol,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm,138/34.5 kV Trafo Bayasol 60 MVA,1,0,60.0,138.0,34.5,12.369999885559082,11.130000114440918,245.36500549316406,51.13800048828125,0.28999999165534973,YNd11,0.004089416936039925,0.12363238632678986,0,-7,7,0,1.5,0.0
138/34.5 kV Transformador 1 Girasol,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\138/34.5 kV Transformador 1 Girasol.ElmTr2,L2,ZGIRAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\ZGIRAE.ElmSubstat\L2.ElmTerm,L1,ZGIRAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\ZGIRAK.ElmSubstat\L1.ElmTerm,138/34.5 kV Trafo Girasol 75 MVA,1,0,75.0,138.0,34.5,10.619999885559082,9.557999610900879,375.0,0.0,0.0,YNd11,0.004999999888241291,0.10608223080635071,0,-13,13,0,1.0,0.0
138/34.5 kV Transformador 2 Girasol,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\138/34.5 kV Transformador 2 Girasol.ElmTr2,R2,ZGIRAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\ZGIRAE.ElmSubstat\R2.ElmTerm,R4,ZGIRAK,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Girasol.ElmSite\ZGIRAK.ElmSubstat\R4.ElmTerm,138/34.5 kV Trafo Girasol 75 MVA,1,0,75.0,138.0,34.5,10.619999885559082,9.557999610900879,375.0,0.0,0.0,YNd11,0.004999999888241291,0.10608223080635071,0,-13,13,0,1.0,0.0
138/34.5 kV Transformador Santanasol,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\138/34.5 kV Transformador Santanasol.ElmTr2,L2,ZSANTE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\ZSANTE.ElmSubstat\L2.ElmTerm,Terminal Santanasol,Santanasol,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm,138/34.5 kV Trafo Santanasol 60 MVA,1,0,60.0,138.0,34.5,12.460000038146973,11.21399974822998,300.0,0.0,0.0,YNd11,0.004999999888241291,0.12449964135885239,0,-7,7,0,1.5,0.0
138/34.5 kV Transformador PF Calabaza 1,0,SUR CERCANO,SUR,SUR 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\138/34.5 kV Transformador PF Calabaza 1.ElmTr2,L1,ZCALAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\ZCALAE.ElmSubstat\L1.ElmTerm,Terminal PF Calabaza 1,Calabaza,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm,138/34.5 kV Trafo PF Calabaza 1 60 MVA,1,-8,60.0,138.0,34.5,12.460000038146973,11.21399974822998,300.0,0.0,0.0,YNd11,0.004999999888241291,0.12449964135885239,0,-15,-1,-8,1.25,0.0
138/69 kV Transformador Arroyo Hondo,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\138/69 kV Transformador Arroyo Hondo.ElmTr2,E01,ZAHONE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONE.ElmSubstat\E01.ElmTerm,WAHONF(15),ZAHONF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONF.ElmSubstat\WAHONF(15).ElmTerm,138/69 kV Arroyo Hondo T1 (200 MVA),1,0,200.0,138.0,69.0,14.628000259399414,12.840749740600586,1000.0,0.0,0.0,YNyn0,0.004999999888241291,0.14619453251361847,0,-13,13,0,1.1538000106811523,0.0
138/69 kV Transformador Herrera,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Herrera.ElmSite\138/69 kV Transformador Herrera.ElmTr2,1,ZHERRE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Herrera.ElmSite\ZHERRE.ElmSubstat\1.ElmTerm,2,ZHNV3F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Herrera.ElmSite\ZHNV3F.ElmSubstat\2.ElmTerm,138/69 kV Herrera T1 (70 MVA),1,0,70.0,138.0,69.0,10.899999618530273,9.856284141540527,124.94999694824219,0.0,0.0,YNyn0,0.0017849999712780118,0.10898537933826447,0,-15,15,0,1.0,0.0
138/69 kV Transformador Dajao,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\138/69 kV Transformador Dajao.ElmTr2,1,ZDJAOE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\ZDJAOE.ElmSubstat\1.ElmTerm,WDJAOF(10),ZDJAOF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\ZDJAOF.ElmSubstat\WDJAOF(10).ElmTerm,138/69 kV Dajao T1(150 MVA),1,-6,150.0,138.0,69.0,11.8100004196167,10.687173843383789,282.1000061035156,26.200000762939453,0.029999999329447746,YNyn0,0.0018806667067110538,0.11808502674102783,0,-11,11,0,1.0,0.0
138/69 kV Transformador Boca Chica,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\138/69 kV Transformador Boca Chica.ElmTr2,3,ZBCHIE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIE.ElmSubstat\3.ElmTerm,1,ZBCHIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIF.ElmSubstat\1.ElmTerm,138/69 kV Boca Chica T1 (80 MVA),1,-4,80.0,138.0,69.0,9.899999618530273,8.945669174194336,400.0,0.0,0.0,YNyn0,0.004999999888241291,0.09887365996837616,0,-13,13,0,1.0,0.0
138/69 kV Transformador Hainamosa,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\138/69 kV Transformador Hainamosa.ElmTr2,E3,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\E3.ElmTerm,F1,ZHNSAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Hainamosa.ElmSite\ZHNSAE.ElmSubstat\F1.ElmTerm,138/69 kV Haina,1,0,150.0,138.0,69.0,12.369999885559082,11.19438648223877,750.0,0.0,0.0,YNyn0,0.004999999888241291,0.12359891086816788,0,-11,11,0,1.0,0.0
138/69 kV Transformador Villa Duarte,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\138/69 kV Transformador Villa Duarte.ElmTr2,E6,ZVDUAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\E6.ElmTerm,F1,ZVDUAE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Villa Duarte.ElmSite\ZVDUAE.ElmSubstat\F1.ElmTerm,138/69 kV Villa Duarte T1 (140 MVA),1,-2,140.0,138.0,69.0,14.800000190734863,13.42111873626709,192.0800018310547,0.0,0.0,YNyn0,0.0013719999697059393,0.14799363911151886,0,-8,8,0,1.2699999809265137,0.0
138/13.8 kV Transformador Los Mina 6,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\138/13.8 kV Transformador Los Mina 6.ElmTr2,2,ZLMI6E,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\ZLMI6E.ElmSubstat\2.ElmTerm,Terminal Los Mina 6,Los Mina 6,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm,138/13.8 kV Trafo Los Mina 6 150 MVA,1,2,150.0,138.0,13.800000190734863,16.520000457763672,14.869999885559082,292.5,0.0,0.0,YNd1,0.0019499999471008778,0.1651885062456131,0,-2,2,0,2.5,0.0
138/13.8 kV Transformador AES Andrés TV,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\138/13.8 kV Transformador AES Andrés TV.ElmTr2,4,ZAANDE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\ZAANDE.ElmSubstat\4.ElmTerm,Terminal AES Andrés Vapor,AES Andrés,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm,138/13.8 kV Trafo AES Andrés TV 141 MVA,1,2,141.0,138.0,13.800000190734863,16.65999984741211,15.0,549.0,0.0,0.0,YNd1,0.0038936170749366283,0.1665544956922531,0,-2,2,0,2.5,0.0
