nombre,fuera_servicio,zona,area,red,ruta,barra_i,subest_i,barra_i_id,barra_j,subest_j,barra_j_id,tipo,clase_tipo,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS,U_tipo_kV,Inom_tipo_kA,R1_ohm_km,X1_ohm_km,B1_uS_km,C1_uF_km,R0_ohm_km,X0_ohm_km
69 kV Derivación César Iglesias,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación César Iglesias.ElmLne,Tap César Iglesias,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap César Iglesias.ElmTerm,69 kV César Iglesias,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV César Iglesias.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.029999999329447746,1,0.6629999876022339,0.003496440825983882,0.012796488590538502,0.015720199793577194,0.04543613642454147,0.11780740320682526,0.06145472824573517,-8.326672498573036e-19,,1.0,,,,,,
69 kV Derivación Destilería Brugal,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Destilería Brugal.ElmLne,69 kV Destilería Brugal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Destilería Brugal.ElmTerm,Tap Destilería Brugal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Destilería Brugal.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.029999999329447746,1,0.3569999933242798,0.007860386744141579,0.013679273426532745,0.019407976418733597,0.04801061376929283,0.11219258606433868,0.053579334169626236,-1.6653344997146072e-18,,1.0,,,,,,
69 kV Derivación Harinas del Higuamo,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Harinas del Higuamo.ElmLne,Tap Harinas Del Higüamo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Harinas Del Higüamo.ElmTerm,69 kV Harinas del Higuamo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Harinas del Higuamo.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.10999999940395355,1,0.6629999876022339,0.012820282950997353,0.04692045971751213,0.05764073505997658,0.16659916937351227,0.43196049332618713,0.22533400356769562,-3.0531133011755682e-18,,1.0,,,,,,
69 kV Derivación Cayacoa,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Cayacoa.ElmLne,Tap Cayacoa,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cayacoa.ElmTerm,69 kV Cayacoa,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Cayacoa.ElmTerm,P.MADERA/1C/69/1xF - 4/0 ACSR,TypTow,0.09000000357627869,1,0.3569999933242798,0.023581160232424736,0.041037824004888535,0.05822393298149109,0.1440318524837494,0.33657777309417725,0.160738006234169,-4.9960038093365514e-18,,1.0,,,,,,
69 kV Derivación Yamasá,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Yamasá.ElmLne,69 kV Yamasá,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Yamasá.ElmTerm,Tap Yamasá,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Yamasá.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,0.675000011920929,1,0.3799999952316284,0.2073804885149002,0.3198184370994568,0.4797183573246002,1.0449045896530151,2.3941807746887207,1.3060038089752197,-3.7470027742843523e-17,,1.0,,,,,,
69 kV Buena Vista – Higüey_a,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – Higüey_a.ElmLne,2,ZBVISF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\2.ElmTerm,Tap Chavón,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,9.0,1,0.3799999952316284,2.76507306098938,4.264245986938477,6.396244525909424,13.932060241699219,31.922409057617188,17.41338348388672,-4.996003610813204e-16,,1.0,,,,,,
69 kV Buena Vista – Higüey_b,0,ESTE PROFUNDO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Buena Vista – Higüey_b.ElmLne,Tap Chavón,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm,Tap Benedicto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,7.5,1,0.3799999952316284,2.304227590560913,3.5535383224487305,5.330203533172607,11.610050201416016,26.602006912231445,14.511152267456055,-4.163336342344337e-16,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_g,0,SANTO DOMINGO,CENTRAL,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_g.ElmLne,Tap 1 Catalina,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Catalina.ElmTerm,Tap Cayacoa,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cayacoa.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,12.199999809265137,1,0.6629999876022339,1.4218859672546387,5.2039055824279785,6.392881393432617,18.47736167907715,47.90834426879883,24.991588592529297,-3.386180172167168e-16,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_f,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_f.ElmLne,Tap Cayacoa,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cayacoa.ElmTerm,Tap Guavaberry,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,3.9000000953674316,1,0.6629999876022339,0.4545373320579529,1.6635435819625854,2.043626070022583,5.906698226928711,15.314963340759277,7.989114761352539,-1.0824674754793072e-16,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_e,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_e.ElmLne,Tap Guavaberry,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm,Tap Cementos Nacionales,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cementos Nacionales.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,14.0,1,0.6629999876022339,1.6316723823547363,5.9716949462890625,7.336093425750732,21.20353126525879,54.97679138183594,28.67887306213379,-3.885780586188048e-16,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_d,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_d.ElmLne,Tap Harinas Del Higüamo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Harinas Del Higüamo.ElmTerm,Tap Cementos Nacionales,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cementos Nacionales.ElmTerm,P.MADERA TP-IG 50 P/69 - 477 ACSR,TypTow,5.039999961853027,1,0.6589999794960022,0.5943694114685059,2.2102506160736084,2.6287436485290527,7.62111759185791,19.528032302856445,10.4097261428833,-6.994405002198927e-17,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_c,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_c.ElmLne,Tap Destilería Brugal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Destilería Brugal.ElmTerm,Tap Harinas Del Higüamo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Harinas Del Higüamo.ElmTerm,P.MADERA TP-IG 50 P/69 - 477 ACSR,TypTow,0.6000000238418579,1,0.6589999794960022,0.07075826823711395,0.26312509179115295,0.312945693731308,0.907275915145874,2.324765682220459,1.2392531633377075,-8.326673015560919e-18,,1.0,,,,,,
69 kV SPM – Boca Chica(Cementos)_b,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV SPM – Boca Chica(Cementos)_b.ElmLne,Tap César Iglesias,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap César Iglesias.ElmTerm,Tap Destilería Brugal,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Destilería Brugal.ElmTerm,P.MADERA TP-IG 50 P/69 - 477 ACSR,TypTow,0.07999999821186066,1,0.6589999794960022,0.00943443551659584,0.0350833460688591,0.041726090013980865,0.12097011506557465,0.3099687397480011,0.16523374617099762,-1.1102229998097382e-18,,1.0,,,,,,
69 kV Derivación Sierra Prieta,0,ESTE CERCANO,ESTE,ESTE 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Derivación Sierra Prieta.ElmLne,69 kV Sierra Prieta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sierra Prieta.ElmTerm,Tap Sierra Prieta,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Sierra Prieta.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.07500000298023224,1,0.6629999876022339,0.008745775558054447,0.032425109297037125,0.03900553658604622,0.11299023032188416,0.2904936969280243,0.15209609270095825,5.7245878015957084e-18,,1.0,,,,,,
69 kV Cítricos Nacionales – INCA km 22_d,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cítricos Nacionales – INCA km 22_d.ElmLne,Tap Campamento 16 Agosto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Campamento 16 Agosto.ElmTerm,Tap CORVI PVC,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CORVI PVC.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,2.299999952316284,1,0.3799999952316284,0.706629753112793,1.0897517204284668,1.6345957517623901,3.560415506362915,8.15794849395752,4.45008659362793,-1.2767564518491504e-16,,1.0,,,,,,
69 kV Derivación Hato Nuevo,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Hato Nuevo.ElmLne,Tap Hato Nuevo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Hato Nuevo.ElmTerm,69 kV Hato Nuevo,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Hato Nuevo.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,0.6000000238418579,1,0.3799999952316284,0.18433821201324463,0.2842830717563629,0.4264163076877594,0.9288040995597839,2.1281607151031494,1.1608922481536865,-3.3306692062243676e-17,,1.0,,,,,,
69 kV Derivación MERCASID_a,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación MERCASID_a.ElmLne,Tap Petroquímica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Petroquímica.ElmTerm,Tap Grupo Petroquímica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Grupo Petroquímica.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.20000000298023224,1,0.6629999876022339,0.02332206629216671,0.0864669531583786,0.10401476919651031,0.3013072907924652,0.7746497988700867,0.40558958053588867,1.5265566919468147e-17,,1.0,,,,,,
69 kV Arroyo Hondo – Capotillo_b,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Arroyo Hondo – Capotillo_b.ElmLne,Tap Malla,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Malla.ElmTerm,Tap Petroquímica,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Petroquímica.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.1251000016927719,1,0.6629999876022339,0.014587952755391598,0.054085079580545425,0.06506123393774033,0.18846771121025085,0.48454344272613525,0.2536962926387787,9.548612340565078e-18,,1.0,,,,,,
69 kV Arroyo Hondo – Capotillo_a,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Arroyo Hondo – Capotillo_a.ElmLne,WAHONF(1),ZAHONF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONF.ElmSubstat\WAHONF(1).ElmTerm,Tap Malla,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Malla.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,3.3299999237060547,1,0.6629999876022339,0.3883123993873596,1.439674735069275,1.731845736503601,5.01676607131958,12.897918701171875,6.753066539764404,2.5417166464188046e-16,,1.0,,,,,,
69 kV Bayona – Palamara_c,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Bayona – Palamara_c.ElmLne,Tap Productos Diversos,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Productos Diversos.ElmTerm,Tap 1 Cabayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Cabayona.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,6.0,1,0.6629999876022339,0.6996619701385498,2.594008445739746,3.1204428672790527,9.039217948913574,23.23949432373047,12.16768741607666,4.579669976578771e-16,,1.0,,,,,,
69 kV Derivación ZF Los Alcarrizos_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación ZF Los Alcarrizos_b.ElmLne,Tap 2 Cabayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 Cabayona.ElmTerm,Tap 1 DISDO,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 DISDO.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.5699999928474426,1,0.6629999876022339,0.06646788865327835,0.24643079936504364,0.29644206166267395,0.8587257266044617,2.207751989364624,1.1559302806854248,4.3506864645149424e-17,,1.0,,,,,,
69 kV Derivación ZF Los Alcarrizos_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación ZF Los Alcarrizos_a.ElmLne,Tap 1 Cabayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Cabayona.ElmTerm,Tap 2 Cabayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 Cabayona.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,1.9199999570846558,1,0.6629999876022339,0.22389183938503265,0.8300827145576477,0.9985417127609253,2.892549753189087,7.436637878417969,3.893659830093384,1.4654943183898237e-16,,1.0,,,,,,
69 kV Novoplast – Plastifar_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast – Plastifar_a.ElmLne,69 kV Novoplast,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast.ElmTerm,Tap Novoplast,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Novoplast.ElmTerm,P.MADERA TVS/1C/69/1xF - 559 AAAC,TypTow,1.149999976158142,1,0.6629999876022339,0.1336507946252823,0.47777900099754333,0.5887883305549622,1.7787976264953613,4.6203999519348145,2.2515323162078857,4.388850261872424e-17,,1.0,,,,,,
69 kV Cítricos Nacionales – INCA km 22_a,0,SUR CERCANO,SUR,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cítricos Nacionales – INCA km 22_a.ElmLne,Tap Cítricos Nacionales,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cítricos Nacionales.ElmTerm,69 kV Cítricos Nacionales,ZCINAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\69 kV Cítricos Nacionales.ElmTerm,P.MADERA TP-IG 50 P/69 - 4/0 AAAC,TypTow,4.800000190734863,1,0.3799999952316284,1.4747062921524048,2.2742652893066406,3.412205696105957,7.427472114562988,17.030811309814453,9.450846672058105,5.329070729958988e-16,,1.0,,,,,,
69 kV Derivación Campamento 16 Agosto,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Campamento 16 Agosto.ElmLne,Tap Campamento 16 Agosto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Campamento 16 Agosto.ElmTerm,69 kV Campamento 16 Agosto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Campamento 16 Agosto.ElmTerm,P.MADERA/69 TH-1G- 4/0 AAAC,TypTow,0.5519999861717224,1,0.3799999952316284,0.16980627179145813,0.2798216938972473,0.42845866084098816,0.7076627016067505,1.834842562675476,1.2739934921264648,6.128430942406142e-17,,1.0,,,,,,
69 kV Cítricos Nacionales – INCA km 22_e,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cítricos Nacionales – INCA km 22_e.ElmLne,Tap CORVI PVC,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CORVI PVC.ElmTerm,2,ZINCAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\INCA km 22.ElmSite\ZINCAF.ElmSubstat\2.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,0.925000011920929,1,0.3799999952316284,0.28418806195259094,0.4382697343826294,0.6573917865753174,1.4319062232971191,3.280914306640625,1.7897088527679443,-5.134781555065798e-17,,1.0,,,,,,
69 kV Cítricos Nacionales – INCA km 22_c,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cítricos Nacionales – INCA km 22_c.ElmLne,Tap Campamento 16 Agosto,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Campamento 16 Agosto.ElmTerm,Tap Parque Caribbean Glass,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Caribbean Glass.ElmTerm,P.MADERA/69 TH-1G- 4/0 AAAC,TypTow,1.5700000524520874,1,0.3799999952316284,0.48296353220939636,0.7958697080612183,1.218623399734497,2.0127363204956055,5.21866512298584,3.6234960556030273,1.743050206895011e-16,,1.0,,,,,,
69 kV Derivación Ciudad Satélite,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Ciudad Satélite.ElmLne,Tap Ciudad Satélite,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Ciudad Satélite.ElmTerm,69 kV Ciudad Satélite,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Ciudad Satélite.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.17900000512599945,1,0.6629999876022339,0.020862096920609474,0.07635238766670227,0.09379719942808151,0.27110230922698975,0.7029175758361816,0.3666799068450928,-4.968248177472641e-18,,1.0,,,,,,
