nombre,fuera_servicio,zona,area,red,ruta,barra_i,subest_i,barra_i_id,barra_j,subest_j,barra_j_id,tipo,clase_tipo,long_km,num_paralelas,I_nom_kA,R1_ohm,X1_ohm,R0_ohm,X0_ohm,B1_uS,B0_uS,G1_uS,U_tipo_kV,Inom_tipo_kA,R1_ohm_km,X1_ohm_km,B1_uS_km,C1_uF_km,R0_ohm_km,X0_ohm_km
69 kV Derivación Kilómetro 24,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Kilómetro 24.ElmLne,Tap 1 Kilómetro 24,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Kilómetro 24.ElmTerm,69 kV Kilómetro 24,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Kilómetro 24.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.36000001430511475,1,0.6629999876022339,0.04195729270577431,0.15355786681175232,0.18864241242408752,0.5452336668968201,1.4136890172958374,0.7374567985534668,-9.992007618673103e-18,,1.0,,,,,,
69 kV Arroyo Hondo – Palamara_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Arroyo Hondo – Palamara_a.ElmLne,Tap Plásticos Flexibles,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Plásticos Flexibles.ElmTerm,WAHONF(14),ZAHONF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Arroyo Hondo.ElmSite\ZAHONF.ElmSubstat\WAHONF(14).ElmTerm,,,5.690000057220459,1,1.3259999752044678,0.33158406615257263,1.8815834522247314,2.0375423431396484,7.7873640060424805,28.640457153320312,14.512785911560059,6.317169073644612e-16,,,,,,,,
69 kV Arroyo Hondo – Palamara_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Arroyo Hondo – Palamara_b.ElmLne,R3,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\R3.ElmTerm,Tap Plásticos Flexibles,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Plásticos Flexibles.ElmTerm,,,6.710000038146973,1,1.3259999752044678,0.3910244405269623,2.218879461288452,2.4027960300445557,9.183341979980469,33.774600982666016,17.1143741607666,7.449596537586448e-16,,,,,,,,
69 kV Boca Chica – ZF Las Americas_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Boca Chica – ZF Las Americas_a.ElmLne,2,ZBCHIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIF.ElmSubstat\2.ElmTerm,Tap 1 Parque Cibernético,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Parque Cibernético.ElmTerm,P.MADERA TVS-1/1C/69/1xF - 559 AAAC,TypTow,3.299999952316284,1,0.6629999876022339,0.38500234484672546,1.3969346284866333,1.6463581323623657,5.086814880371094,13.149813652038574,6.424355983734131,0.0,,1.0,,,,,,
69 kV Boca Chica – SPM_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Boca Chica – SPM_a.ElmLne,Tap 1 Catalina,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Catalina.ElmTerm,3,ZBCHIF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Boca Chica.ElmSite\ZBCHIF.ElmSubstat\3.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,11.829999923706055,1,0.6629999876022339,1.378763198852539,5.046082019805908,6.198998928070068,17.916982650756836,46.455387115478516,24.2336483001709,-3.283484574153077e-16,,1.0,,,,,,
69 kV Palamara – Generadora Palamara,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Palamara – Generadora Palamara.ElmLne,R2,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\R2.ElmTerm,1,ZGPALF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZGPALF.ElmSubstat\1.ElmTerm,P.MADERA TVS-1/1C/69/2xF - 559 AAAC,TypTow,0.009999999776482582,1,1.3259999752044678,0.0005876237410120666,0.002793672727420926,0.004409913904964924,0.013975128531455994,0.06046171858906746,0.02336101420223713,-2.2204459996194763e-18,,1.0,,,,,,
69 kV Bayona – Palamara_d,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Bayona – Palamara_d.ElmLne,L4,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\L4.ElmTerm,Tap Productos Diversos,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Productos Diversos.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,3.450000047683716,1,0.6629999876022339,0.4020906984806061,1.4715962409973145,1.8078230619430542,5.225155830383301,13.547852516174316,7.067294120788574,-9.575673719740873e-17,,1.0,,,,,,
69 kV Novoplast – Palamara,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast – Palamara.ElmLne,R5,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\R5.ElmTerm,69 kV Novoplast,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Novoplast.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,5.275000095367432,1,0.6629999876022339,0.6147908568382263,2.250049352645874,2.7641353607177734,7.989187717437744,20.71446990966797,10.805789947509766,-1.4641066401942048e-16,,1.0,,,,,,
69 kV INCA km 22 – Palamara_d,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV INCA km 22 – Palamara_d.ElmLne,L3,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\L3.ElmTerm,Terminal(4),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Terminal(4).ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,2.049999952316284,1,0.6629999876022339,0.23892344534397125,0.8744267225265503,1.0742137432098389,3.1048026084899902,8.050172805786133,4.199406623840332,-5.689892868855029e-17,,1.0,,,,,,
69 kV Palamara – Bco Nacional Vivienda_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Palamara – Bco Nacional Vivienda_a.ElmLne,L2,ZPALAF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Palamara.ElmSite\ZPALAF.ElmSubstat\L2.ElmTerm,Tap Acueducto La Isabela,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Acueducto La Isabela.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,3.2200000286102295,1,0.6629999876022339,0.3752846419811249,1.3734898567199707,1.687301516532898,4.876811981201172,12.644661903381348,6.5961408615112305,-8.937295427641849e-17,,1.0,,,,,,
69 kV Timbeque – Timbeque 2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Timbeque – Timbeque 2.ElmLne,4,ZTIMBF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZTIMBF.ElmSubstat\4.ElmTerm,1,ZTIM2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Timbeque 2.ElmSite\ZTIM2F.ElmSubstat\1.ElmTerm,P.MADERA TVS-1/1C/69/2xF - 559 AAAC,TypTow,0.20000000298023224,1,1.1999999284744263,0.011752475053071976,0.05587345361709595,0.08819828182458878,0.2795025706291199,1.2092344760894775,0.4672203063964844,-4.440892164675075e-17,,1.0,,,,,,
69 kV La Cuarenta – Timbeque 2_c,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV La Cuarenta – Timbeque 2_c.ElmLne,Tap Textiles Titán,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Textiles Titán.ElmTerm,3,ZTIM2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Timbeque 2.ElmSite\ZTIM2F.ElmSubstat\3.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,1.100000023841858,1,0.6629999876022339,0.12820284068584442,0.4692046046257019,0.5764073729515076,1.6659917831420898,4.319604873657227,2.253340005874634,-3.0531133838936295e-17,,1.0,,,,,,
69 kV Estrella del Mar 3 – Timbeque 2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Estrella del Mar 3 – Timbeque 2.ElmLne,R4,ZEMA3F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\ZEMA3F.ElmSubstat\R4.ElmTerm,2,ZTIM2F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Timbeque 2.ElmSite\ZTIM2F.ElmSubstat\2.ElmTerm,P.MADERA TVS-1/1C/69/2xF - ACCC GDANSK,TypTow,0.18000000715255737,1,1.4199999570846558,0.010577227920293808,0.05028611049056053,0.07937845587730408,0.2515523433685303,1.0883110761642456,0.4204982817173004,-3.996803047469241e-17,,1.0,,,,,,
69 kV Estrella del Mar 3 – Timbeque,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Estrella del Mar 3 – Timbeque.ElmLne,3,ZTIMBF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZTIMBF.ElmSubstat\3.ElmTerm,L4,ZEMA3F,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\ZEMA3F.ElmSubstat\L4.ElmTerm,P.MADERA TVS-1/1C/69/2xF - 559 AAAC,TypTow,0.3499999940395355,1,1.3259999752044678,0.020566832274198532,0.09777854382991791,0.1543469876050949,0.48912951350212097,2.1161601543426514,0.8176354765892029,-7.771561040027198e-17,,1.0,,,,,,
69 kV La Cuarenta – Timbeque 2_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV La Cuarenta – Timbeque 2_b.ElmLne,Tap Industrias Nacionales,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Industrias Nacionales.ElmTerm,Tap Textiles Titán,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Textiles Titán.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,1.649999976158142,1,0.6629999876022339,0.19230423867702484,0.7038068771362305,0.864611029624939,2.4989874362945557,6.47940731048584,3.3800101280212402,-4.579669910404322e-17,,1.0,,,,,,
69 kV Metropolitano – Listín Diario_a,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Metropolitano – Listín Diario_a.ElmLne,R1,WMETRF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Metropolitano.ElmSite\WMETRF.ElmSubstat\R1.ElmTerm,Tap CODETEL,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CODETEL.ElmTerm,P.CONCRETO TVS-1/1C/69/1xF - 559 AAAC,TypTow,0.019999999552965164,1,0.6629999876022339,0.0023333474528044462,0.008466270752251148,0.009977927431464195,0.030829181894659996,0.07969584316015244,0.03893548995256424,0.0,,1.0,,,,,,
69 kV Herrera – Metropolitano_a,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Herrera – Metropolitano_a.ElmLne,Tap 1 Herrera,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Herrera.ElmTerm,L1,WMETRF,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Metropolitano.ElmSite\WMETRF.ElmSubstat\L1.ElmTerm,P.MADERA TP-IG 55 P/69 - 477 ACSR,TypTow,8.25,1,0.6589999794960022,0.9729251861572266,3.6179685592651367,4.301498889923096,12.480132102966309,31.954303741455078,16.73056983947754,6.29704621779581e-16,,1.0,,,,,,
69 kV Boca Chica – Mata de Palma_h,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Boca Chica – Mata de Palma_h.ElmLne,Tap Mata de Palma,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Mata de Palma.ElmTerm,69 kV Mata de Palma,Mata de Palma,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Mata de Palma.ElmSite\69 kV Mata de Palma.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,15.694999694824219,1,0.6629999876022339,1.829221248626709,6.694696426391602,8.224285125732422,23.770671844482422,61.63290786743164,32.151065826416016,-4.3562375081696633e-16,,1.0,,,,,,
69 kV Derivación Productos Diversos,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Productos Diversos.ElmLne,Tap Productos Diversos,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Productos Diversos.ElmTerm,69 kV Productos Diversos,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Productos Diversos.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.009999999776482582,1,0.6629999876022339,0.0011654802365228534,0.004265496041625738,0.005240066908299923,0.01514537911862135,0.039269134402275085,0.020484909415245056,-2.7755574995243454e-19,,1.0,,,,,,
69 kV Derivación Cabayona,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Cabayona.ElmLne,Tap 2 Cabayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 Cabayona.ElmTerm,69 kV Caballona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Caballona.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.03799999877810478,1,0.6629999876022339,0.004431192297488451,0.016428720206022263,0.019762804731726646,0.05724838003516197,0.14718346297740936,0.07706201821565628,2.9004575327192133e-18,,1.0,,,,,,
69 kV Derivación Ind Papel SIDO,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Ind Papel SIDO.ElmLne,Tap Industria Papel SIDO,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Industria Papel SIDO.ElmTerm,69 kV Industria Papel SIDO,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Industria Papel SIDO.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.15600000321865082,1,0.6629999876022339,0.018181493505835533,0.06654174625873566,0.08174504339694977,0.23626792430877686,0.6125985383987427,0.3195646107196808,-4.329869885373617e-18,,1.0,,,,,,
69 kV INCA km 22 – Palamara_c,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV INCA km 22 – Palamara_c.ElmLne,Tap Parque Industrial Duarte,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Industrial Duarte.ElmTerm,Tap Industria Papel SIDO,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Industria Papel SIDO.ElmTerm,P.MADERA TP-IG 50 P/69 - 559 AAAC,TypTow,0.017000000923871994,1,0.6629999876022339,0.001981316599994898,0.007251344155520201,0.008908114396035671,0.0257471464574337,0.06675753742456436,0.034824348986148834,-4.718448111082905e-19,,1.0,,,,,,
69 kV Derivación CORVI PVC,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación CORVI PVC.ElmLne,69 kV CORVI PVC,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CORVI PVC.ElmTerm,Tap CORVI PVC,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CORVI PVC.ElmTerm,P.MADERA TP-IG 55 P/69 - 4/0 AAAC,TypTow,0.10199999809265137,1,0.3799999952316284,0.031337495893239975,0.04832812026143074,0.07249076664447784,0.15789668262004852,0.3617872893810272,0.19735167920589447,-5.66213731970918e-18,,1.0,,,,,,
69 kV Cítricos Nacionales – INCA km 22_b,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Cítricos Nacionales – INCA km 22_b.ElmLne,Tap Parque Caribbean Glass,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Parque Caribbean Glass.ElmTerm,Tap Cítricos Nacionales,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Cítricos Nacionales.ElmTerm,P.MADERA/69 TH-1G- 4/0 AAAC,TypTow,16.799999237060547,1,0.3799999952316284,5.1680169105529785,8.516311645507812,13.040045738220215,21.537559509277344,55.84303283691406,38.773712158203125,1.8651745966669683e-15,,1.0,,,,,,
69 kV Derivación Alambres Domicanos,0,SUR CERCANO,SUR,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Alambres Domicanos.ElmLne,69 kV Alambres Dominicanos,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\69 kV Alambres Dominicanos.ElmTerm,Tap Alambres Dominicano,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Alambres Dominicano.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.014999999664723873,1,0.6629999876022339,0.0017491549951955676,0.006485021207481623,0.007801107130944729,0.02259804494678974,0.05809873342514038,0.03041921742260456,1.1449174362420498e-18,,1.0,,,,,,
69 kV Bayona – CAASD Bayona_b,0,SUR CERCANO,SUR,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Bayona – CAASD Bayona_b.ElmLne,Tap CAASD Bayona,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CAASD Bayona.ElmTerm,69 kV CAASD Bayona 1,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV CAASD Bayona 1.ElmTerm,P.MADERA TP-IG 55 P/69 - 559 AAAC,TypTow,0.0010000000474974513,1,0.6629999876022339,0.00011661033931886777,0.00043233478209003806,0.0005200738669373095,0.0015065365005284548,0.003873249050229788,0.002027947921305895,7.632783899173774e-20,,1.0,,,,,,
69 kV Derivación Carrefour,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Derivación Carrefour.ElmLne,69 kV Carrefour(1),,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\69 kV Carrefour(1).ElmTerm,Tap Carrefour,,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Carrefour.ElmTerm,P.MADERA TP-IG 55 P/69 - 477 ACSR,TypTow,0.004999999888241291,1,0.6589999794960022,0.0005896516377106309,0.002192708197981119,0.002606969093903899,0.0075637162663042545,0.019366243854165077,0.010139739140868187,3.8163916264694603e-19,,1.0,,,,,,
