nombre,ruta,outserv,iUsage,systype,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom,phtech,uknom
69 kV Consuelo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Consuelo.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV ZF San Pedro Chentec,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro Chentec.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV ZF San Pedro AES,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV ZF San Pedro AES.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Asociación Industrial ZF SPM,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Asociación Industrial ZF SPM.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV San Pedro TG,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV San Pedro TG.ElmTerm,1,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV César Iglesias,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV César Iglesias.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Destilería Brugal,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Destilería Brugal.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Harinas del Higuamo,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Harinas del Higuamo.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Guavaberry,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Guavaberry.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Cayacoa,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Cayacoa.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Sierra Prieta,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Sierra Prieta.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
69 kV Yamasá,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\69 kV Yamasá.ElmTerm,0,0,0,ESTE CERCANO,ESTE,ESTE 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Campamento 16 Agosto,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Campamento 16 Agosto.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap 1 Cabayona,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 1 Cabayona.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Petroquímica,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Petroquímica.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Malla,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Malla.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
WCINAF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\WCINAF(6).ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
69 kV Cítricos Nacionales,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\69 kV Cítricos Nacionales.ElmTerm,0,0,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,Barra 69 kV,0.0,0,69.0
WCINAF(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\WCINAF(3).ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
WCINAF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\WCINAF(4).ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\1.ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\1(1).ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZCINAF.ElmSubstat\1(2).ElmTerm,0,2,0,SUR CERCANO,SUR,CENTRAL 69 kV,ZCINAF,,0.0,0,69.0
Tap Villa Altagracia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Villa Altagracia.ElmTerm,0,0,0,SUR CERCANO,SUR,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Ciudad Satélite,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Ciudad Satélite.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Oleoducto FALCONDO,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Oleoducto FALCONDO.ElmTerm,0,0,0,SUR CERCANO,SUR,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap CAASD Bayona,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CAASD Bayona.ElmTerm,0,0,0,SUR CERCANO,SUR,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Bohemia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Bohemia.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Haché,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Haché.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap CODETEL,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap CODETEL.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Acueducto Oriental,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Acueducto Oriental.ElmTerm,0,1,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Invivienda,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Invivienda.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Gomas Y Plásticos,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Gomas Y Plásticos.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Megacentro,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Megacentro.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Grupo Alaska,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Grupo Alaska.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Tap Tamara,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap Tamara.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
WDESPF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\WDESPF(5).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
WDESPF(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\WDESPF(2).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
69 kV Despacho,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\69 kV Despacho.ElmTerm,0,0,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,Barra 69 kV,0.0,0,69.0
WDESPF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\WDESPF(6).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\1.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\1(1).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\1(2).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\2.ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
2(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\2(1).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
2(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZDESPF.ElmSubstat\2(2).ElmTerm,0,2,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 69 kV,ZDESPF,,0.0,0,69.0
69 kV La Caleta,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\69 kV La Caleta.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,Barra 69 kV,0.0,0,69.0
WLCALF(11),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(11).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WLCALF(10),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(10).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WLCALF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(6).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WLCALF(12),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(12).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WLCALF(9),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(9).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WLCALF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\WLCALF(5).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\1(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCALF.ElmSubstat\1(2).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZLCALF,,0.0,0,69.0
WEMARF(9),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(9).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(8),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(8).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(5).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(7),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(7).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(6),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(6).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(4).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(11),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(11).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(10),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(10).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WEMARF(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZEMARF.ElmSubstat\WEMARF(1).ElmTerm,0,2,0,,CENTRAL,CENTRAL 69 kV,ZEMARF,,0.0,0,69.0
WZAMEF(4),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\WZAMEF(4).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
WZAMEF(5),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\WZAMEF(5).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
69 kV ZF Las Américas,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\69 kV ZF Las Américas.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,Barra 69 kV,0.0,0,69.0
WZAMEF(3),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\WZAMEF(3).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\1(1).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
1(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZZAMEF.ElmSubstat\1(2).ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZZAMEF,,0.0,0,69.0
Tap 2 Kilómetro 24,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Tap 2 Kilómetro 24.ElmTerm,1,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,,Barra 69 kV,0.0,0,69.0
Terminal Gen Palamara Grupo 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\Terminal Gen Palamara Grupo 1.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,Barra 13.8 kV,0.0,0,13.800000190734863
Terminal Gen Palamara Grupo 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\Terminal Gen Palamara Grupo 2.ElmTerm,0,0,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,Barra 13.8 kV,0.0,0,13.800000190734863
L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\L1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
L2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\L2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
L3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\L3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
L4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\L4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
R1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\R1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
R2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\R2.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
R3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\R3.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
R4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\R4.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
T.L1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\Diésel Palamara.ElmSite\ZPAL1K.ElmSubstat\T.L1.1.ElmTerm,0,2,0,SANTO DOMINGO,CENTRAL,CENTRAL 69 kV,ZPAL1K,,0.0,0,13.800000190734863
