nombre,ruta,outserv,iUsage,systype,cpZone,cpArea,cpGrid,cpSubstat,typ_id,Inom,phtech,uknom
T1.4(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZGUANE.ElmSubstat\T1.4(2).ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZGUANE,,0.0,0,69.0
5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZGUANE.ElmSubstat\5.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZGUANE,,0.0,0,69.0
T1.3(2),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZGUANE.ElmSubstat\T1.3(2).ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZGUANE,,0.0,0,69.0
Terminal POWERSHIP AZUA KPS26 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm,0,0,0,SUR MEDIO,SUR,SUR 138 kV,,Barra 11 kV,0.0,0,11.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\3.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\4.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
138 kV Powership Azua KPS26,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\138 kV Powership Azua KPS26.ElmTerm,0,0,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,Barra 138 kV,0.0,0,138.0
T1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T1.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T1.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T2.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T2.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T2.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T3.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T3.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T3.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T4.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T4.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T4.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T5.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T5.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
5,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\5.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
T5.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\ZPAK2E.ElmSubstat\T5.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK2E,,0.0,0,138.0
Terminal POWERSHIP AZUA KPS26 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm,0,0,0,SUR MEDIO,SUR,SUR 138 kV,,Barra 11 kV,0.0,0,11.0
Terminal Powership Azua KPS60,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm,0,0,0,SUR MEDIO,SUR,SUR 138 kV,,Barra 15 kV,0.0,0,15.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\3.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\4.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
138 kV Powership Azua KPS60,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\138 kV Powership Azua KPS60.ElmTerm,0,0,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,Barra 138 kV,0.0,0,138.0
T1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T1.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T1.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T2.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T2.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T2.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T3.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T3.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T3.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T4.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T4.1.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
T4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\ZPAK6E.ElmSubstat\T4.2.ElmTerm,0,2,0,SUR MEDIO,SUR,SUR 138 kV,ZPAK6E,,0.0,0,138.0
138 kV Palenque Sec A,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\138 kV Palenque Sec A.ElmTerm,0,0,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,Barra 138 kV,0.0,0,138.0
138 kV Palenque Sec B,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\138 kV Palenque Sec B.ElmTerm,0,0,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,Barra 138 kV,0.0,0,138.0
L1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\L1.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
L2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\L2.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
L3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\L3.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
L4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\L4.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
R1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R1.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
R2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R2.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
R3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R3.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
R4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\R4.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T00,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T00.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T01,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T01.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T02,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T02.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T03,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T03.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T04,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T04.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T05,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T05.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T06,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T06.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T07,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T07.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T10,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T10.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T11,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T11.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T12,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T12.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T13,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T13.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T14,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T14.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T15,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T15.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T16,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T16.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
T17,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\T17.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
Terminal 138 kV Palenque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\ZPALEE.ElmSubstat\Terminal 138 kV Palenque.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZPALEE,,0.0,0,138.0
Terminal Palenque 1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm,0,0,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 4.16 kV,0.0,0,4.159999847412109
Terminal Palenque 2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm,0,0,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 4.16 kV,0.0,0,4.159999847412109
Tap 1 Palenque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap 1 Palenque.ElmTerm,0,1,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 138 kV,0.0,0,138.0
Tap 2 Palenque,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap 2 Palenque.ElmTerm,0,1,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 138 kV,0.0,0,138.0
Tap 2 SCN,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap 2 SCN.ElmTerm,0,1,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 138 kV,0.0,0,138.0
Tap 1 Valdesia,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap 1 Valdesia.ElmTerm,0,1,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 138 kV,0.0,0,138.0
Tap 1 SCN,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap 1 SCN.ElmTerm,0,1,0,SUR CERCANO,SUR,SUR 138 kV,,Barra 138 kV,0.0,0,138.0
138 kV San Cristóbal Norte,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\138 kV San Cristóbal Norte.ElmTerm,0,0,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,Barra 138 kV,0.0,0,138.0
1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\1.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\2.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\3.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\4.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.1.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.2.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.3.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.4.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T2.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T2.1.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T2.2.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T2.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T2.3.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T2.4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T2.4.ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
5(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\5(1).ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.3(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.3(1).ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
T1.4(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\ZSCNOE.ElmSubstat\T1.4(1).ElmTerm,0,2,0,SUR CERCANO,SUR,SUR 138 kV,ZSCNOE,,0.0,0,138.0
