nombre,ruta,cpZone,cpArea,cpGrid,cpSubstat
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T9.ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T9.ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\6.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\6.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(1).ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(1).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(1).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(1).ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(1).ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(2).ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(2).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(2).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(2).ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(2).ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\7.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\7.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(3).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(3).ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(3).ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\8.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\8.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(3).ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(3).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\9.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\9.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(4).ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(4).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(4).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(4).ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(4).ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\10.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\10.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\10.ElmTerm\Cub_2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(5).ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T2(5).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(5).ElmTerm\Cubicle_S0.1.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(5).ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\ZITABE.ElmSubstat\T3(5).ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITABE
WXAGUE,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap Aguacate.ElmTerm\WXAGUE.StaCubic,SUR CERCANO,SUR,SUR 138 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Tap Aguacate.ElmTerm\Cub_2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\1.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\3.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.4.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.4.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.3.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.3.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\Terminal San Lorenzo.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Feld_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\Terminal San Lorenzo.ElmTerm\Feld_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Feld_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\Terminal San Lorenzo.ElmTerm\Feld_2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Feld_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\Terminal San Lorenzo.ElmTerm\Feld_3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.3.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.3.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.4.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T1.4.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGK.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\1.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\4.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\3.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\2.ElmTerm\Cubicle_S0.1.0.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.0.1.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.1.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.2.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.3.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.4.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.2(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B1.ElmTerm\Cubicle_S0.1.2(1).StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B2.ElmTerm\Cubicle_S0.0.2.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
Cubicle_S0.1.3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo TG.ElmSite\ZITAGE.ElmSubstat\138 kV Itabo TG B2.ElmTerm\Cubicle_S0.1.3.StaCubic,SUR CERCANO,SUR,SUR 138 kV,ZITAGE
