loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 1.ElmTerm\Cub_16.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 1.ElmTerm\Cub_17.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_13.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_10.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_11.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_12.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_14.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_15.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_16.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\Terminal PVDC 2.ElmTerm\Cub_17.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,Expansión 345 kV,,,1,cbk
G3PCATA1-Q1,G3PCATA1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm\Cub_1.StaCubic\G3PCATA1-Q1.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
G3PCATA2-Q1,G3PCATA2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm\Cub_1.StaCubic\G3PCATA2-Q1.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Punta Catalina.ElmSite\Terminal Punta Catalina 2.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,Expansión 345 kV,,,1,cbk
G4SESTE3-Q1,G4SESTE3-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\WSES3K.StaCubic\G4SESTE3-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
ZSES3K-D1-Q1,ZSES3K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\WSES3K(1).StaCubic\ZSES3K-D1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 3.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G4SESTE1-Q1,G4SESTE1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm\WSES1K.StaCubic\G4SESTE1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G4SESTE2-Q1,G4SESTE2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\WSES2K.StaCubic\G4SESTE2-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
ZSES2K-D1-Q1,ZSES2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\WSES2K(1).StaCubic\ZSES2K-D1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\Terminal Sultana del Este 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
ZCES3K-D1-Q1,ZCES3K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm\WCES3K(1).StaCubic\ZCES3K-D1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G3CESPM3-Q1,G3CESPM3-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm\WCES3K.StaCubic\G3CESPM3-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
WSPM2E_WCES3K-T1-Q2,WSPM2E_WCES3K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 3.ElmTerm\WCES3K(2).StaCubic\WSPM2E_WCES3K-T1-Q2.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
ZCES2K-D1-Q1,ZCES2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm\WCES2K(1).StaCubic\ZCES2K-D1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G3CESPM2-Q1,G3CESPM2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm\WCES2K.StaCubic\G3CESPM2-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
WSPM2E_WCES2K-T1-Q2,WSPM2E_WCES2K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 2.ElmTerm\WCES2K(2).StaCubic\WSPM2E_WCES2K-T1-Q2.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
ZCES1K-D1-Q1,ZCES1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K(1).StaCubic\ZCES1K-D1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G3CESPM1-Q1,G3CESPM1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K.StaCubic\G3CESPM1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
WSPM2E_WCES1K-T1-Q2,WSPM2E_WCES1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal CESPM 1.ElmTerm\WCES1K(2).StaCubic\WSPM2E_WCES1K-T1-Q2.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TG.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TG.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TG.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TV.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\SPM 2.ElmSite\Terminal ENERGAS 4 TV.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal PF Cumayasa 1.ElmTerm\Cub_1(1).StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal Cumayasa 4.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal Cumayasa 4.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cumayasa.ElmSite\Terminal Cumayasa 4.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
G4LOPPL1-Q1,G4LOPPL1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_2.StaCubic\G4LOPPL1-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
G4LOPPL2-Q1,G4LOPPL2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_3.StaCubic\G4LOPPL2-Q1.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\Terminal Los Orígenes.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Terminal Parque Solar El Soco.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Terminal Parque Solar El Soco.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\El Soco.ElmSite\Terminal Parque Solar El Soco.ElmTerm\Cub_1(1).StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 1.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 1.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 2.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 3.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 3.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Cotoperí.ElmSite\Terminal PF Cotoperí 3.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE PROFUNDO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal 2.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Coastal.ElmSite\Terminal Coastal 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,ESTE CERCANO,ESTE,ESTE 138 kV,,,1,dct
G3CEMON2-Q1,G3CEMON2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm\WCEMOK(1).StaCubic\G3CEMON2-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
G3CEMON1-Q1,G3CEMON1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm\WCEMOK.StaCubic\G3CEMON1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZCEMOK-D1-Q1,ZCEMOK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm\WCEMOK(2).StaCubic\ZCEMOK-D1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Contra Embalse Monción.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
ZMONCK-D1-Q1,ZMONCK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\WMONCK(4).StaCubic\ZMONCK-D1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
G3MONCI2-Q1,G3MONCI2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\WMONCK(1).StaCubic\G3MONCI2-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
G3MONCI1-Q1,G3MONCI1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\WMONCK.StaCubic\G3MONCI1-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\Cub_14.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Monción.ElmSite\Terminal Monción.ElmTerm\Cub_15.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 138 kV,,,1,cbk
