loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
KPF ACUEDUCTO SOSÚA 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Acueducto de Sosúa.ElmTerm\Cub_3.StaCubic\KPF ACUEDUCTO SOSÚA 2.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Acueducto de Sosúa.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF GUAZUMAL,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Gurabo.ElmTerm\WXZGUF.StaCubic\KPF GUAZUMAL.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Gurabo.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF CEMENTOS CIBAO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Parque Industrial.ElmTerm\Cub_2.StaCubic\KPF CEMENTOS CIBAO.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF MAIMÓN,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Maimón.ElmTerm\Cub_1.StaCubic\KPF MAIMÓN.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF EL CHIVO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap El Chivo.ElmTerm\Cub_5.StaCubic\KPF EL CHIVO.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Grupo Ramos.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CODAL,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CODAL.ElmTerm\Cub_5.StaCubic\KPF CODAL.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
ZPIN2K-D1-Q1,ZPIN2K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K(1).StaCubic\ZPIN2K-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3PINAL2-Q1,G3PINAL2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K.StaCubic\G3PINAL2-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WPINAF_WPIN2K-T1-Q2,WPINAF_WPIN2K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm\WPIN2K(2).StaCubic\WPINAF_WPIN2K-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3PINAL1-Q1,G3PINAL1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\WPIN1K.StaCubic\G3PINAL1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WPINAF_WPIN1K-T1-Q2,WPINAF_WPIN1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\WPIN1K(1).StaCubic\WPINAF_WPIN1K-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3RBLAN2-Q1,G3RBLAN2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm\Cub_2.StaCubic\G3RBLAN2-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WRBLAF_WRBL2K-T1-Q2,WRBLAF_WRBL2K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm\Cub_4.StaCubic\WRBLAF_WRBL2K-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. B.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
ZRINCK-D1-Q1,ZRINCK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK(2).StaCubic\ZRINCK-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3RINCON-Q1,G3RINCON-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK.StaCubic\G3RINCON-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WRINCF_WRINCK-T1-Q2,WRINCF_WRINCK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\Cub_5.StaCubic\WRINCF_WRINCK-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF LA CUMBRE DE BONAO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Cumbre Bonao.ElmTerm\Cub_2.StaCubic\KPF LA CUMBRE DE BONAO.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF PIEDRA BLANCA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Cumbre Bonao.ElmTerm\Cub_3.StaCubic\KPF PIEDRA BLANCA.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WNAGUF_WRJCRK-T1-Q2,WNAGUF_WRJCRK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK(1).StaCubic\WNAGUF_WRJCRK-T1-Q2.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
ZRJCRK-D1-Q1,ZRJCRK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK(2).StaCubic\ZRJCRK-D1-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
G3RJCRUZ-Q1,G3RJCRUZ-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm\WRJCRK.StaCubic\G3RJCRUZ-Q1.StaSwitch,CIBAO NORESTE,NORTE,NORTE 69 kV,,,1,cbk
KPF JIMENOA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Jimenoa.ElmTerm\Cub_4.StaCubic\KPF JIMENOA.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
ZESALK-D1-Q1,ZESALK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\WESALK(2).StaCubic\ZESALK-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3ESALTO-Q1,G3ESALTO-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\WESALK.StaCubic\G3ESALTO-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
KPF CRUCE DE TAVERA 3,ZXCTAF_ZZLVEF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\WXCTAF(1).StaCubic\KPF CRUCE DE TAVERA 3.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CRUCE DE TAVERA 2,ZXCTAF_ZMOCAF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\WXCTAF(2).StaCubic\KPF CRUCE DE TAVERA 2.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CRUCE DE TAVERA 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cruce Tavera.ElmTerm\Cub_4.StaCubic\KPF CRUCE DE TAVERA 1.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
ZAVA1K-D1-Q1,ZAVA1K-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(2).StaCubic\ZAVA1K-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3AVARG1-Q1,G3AVARG1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K.StaCubic\G3AVARG1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3AVARG2-Q1,G3AVARG2-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(1).StaCubic\G3AVARG2-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WBPERF_WAVA1K-T1-Q2,WBPERF_WAVA1K-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm\WAVA1K(3).StaCubic\WBPERF_WAVA1K-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF LAS MARIAS,ZXBPEF_ZXRINF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Bonao Per.ElmTerm\WXBPEF(2).StaCubic\KPF LAS MARIAS.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,0,cbk
KPF MIRANDA 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Rincón.ElmTerm\WXRINF(1).StaCubic\KPF MIRANDA 2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Rincón.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
G3JIMENO-Q1,G3JIMENO-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(1).StaCubic\G3JIMENO-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WJIMEF_WJIMEK-T1-Q2,WJIMEF_WJIMEK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(2).StaCubic\WJIMEF_WJIMEK-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
ZJIMEK-D1-Q1,ZJIMEK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm\WJIMEK(3).StaCubic\ZJIMEK-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\69 kV Jimenoa.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
KPF HOSPITAL JUAN BOSCH,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Hospital Juan Bosch.ElmTerm\WXHJBF.StaCubic\KPF HOSPITAL JUAN BOSCH.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF CENOVI,ZXCENF_ZXACAF-L1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CENOVI.ElmTerm\WXCENF(1).StaCubic\KPF CENOVI.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
ZHATIK-D1-Q1,ZHATIK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\WHATIK(3).StaCubic\ZHATIK-D1-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3HATILL-Q1,G3HATILL-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\WHATIK.StaCubic\G3HATILL-Q1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
WHATIF_WHATIK-T1-Q2,WHATIF_WHATIK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm\Cub_4.StaCubic\WHATIF_WHATIK-T1-Q2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF PEDRO GARCIA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Pedro García.ElmTerm\Cub_1.StaCubic\KPF PEDRO GARCIA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap CORMIDOM.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
G3BDEREC-Q1,G3BDEREC-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_2.StaCubic\G3BDEREC-Q1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\69 kV Brazo Derecho.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Imbert.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF LA VEGA PER 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_2.StaCubic\KPF LA VEGA PER 2.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF LA VEGA PER 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_4.StaCubic\KPF LA VEGA PER 1.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF LA VEGA PER 3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap La Vega Per.ElmTerm\Cub_5.StaCubic\KPF LA VEGA PER 3.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF Ferretería Ochoa,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Ferretería Ochoa.ElmTerm\Cub_1.StaCubic\KPF Ferretería Ochoa.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF SAJOMA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap PIMCO.ElmTerm\Cub_3.StaCubic\KPF SAJOMA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF ZF PISANO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Pisano.ElmTerm\Cub_2.StaCubic\KPF ZF PISANO.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF S/E QUINIGÜA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Quinigua.ElmTerm\Cub_2.StaCubic\KPF S/E QUINIGÜA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF QUINIGUA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Quinigua.ElmTerm\Cub_3.StaCubic\KPF QUINIGUA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF COTUÍ LADO HATILLO,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cotuí.ElmTerm\Cub_1.StaCubic\KPF COTUÍ LADO HATILLO.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,dct
KPF COTUÍ LADO PIMENTEL,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cotuí.ElmTerm\Cub_3.StaCubic\KPF COTUÍ LADO PIMENTEL.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF ENTRADA JARABACOA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF La Vega.ElmTerm\Cub_3.StaCubic\KPF ENTRADA JARABACOA.StaSwitch,CIBAO SUR,NORTE,NORTE 69 kV,,,1,cbk
KPF SOSUA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Sosúa.ElmTerm\Cub_2.StaCubic\KPF SOSUA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CABARETE,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Cabarete.ElmTerm\Cub_2.StaCubic\KPF CABARETE.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF DERIVACIÓN LICEY,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Licey.ElmTerm\Cub_2.StaCubic\KPF DERIVACIÓN LICEY.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF CARRETERA LICEY,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap ZF Licey.ElmTerm\Cub_3.StaCubic\KPF CARRETERA LICEY.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF VILLA OLGA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Villa Olga.ElmTerm\Cub_1.StaCubic\KPF VILLA OLGA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF  UNIÓN MÉDICA,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Villa Olga.ElmTerm\Cub_3.StaCubic\KPF  UNIÓN MÉDICA.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,dct
KPF TERNERIA BERMUDEZ,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Ochoa.ElmTerm\Cub_1.StaCubic\KPF TERNERIA BERMUDEZ.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
