branch_id,branch_base_id,branch_parallel_index,from_bus,to_bus,circuit_id,branch_type,r_pu,x_pu,fmax_mw,in_service_base,closure_flag,series_parameter_status,thermal_limit_status,closure_flag_is_binary,operational_status,closure_semantics_hint,pypsa_v1_component,pypsa_v1_include,tap_ratio_hint,pypsa_v1_mapping_reason,from_bus_in_buses,to_bus_in_buses,source_sheet,source_row_number
WXCTAF__WXLPEF__L1,WXCTAF__WXLPEF__L1,1,WXCTAF,WXLPEF,L1,line,0.0055569,0.02033749,72.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,344
WXCU4K__WCUMBE__T1,WXCU4K__WCUMBE__T1,1,WXCU4K,WCUMBE,T1,transformer,0.005917,0.192217,65.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,849
WXDBRF__WXHHIF__L1,WXDBRF__WXHHIF__L1,1,WXDBRF,WXHHIF,L1,line,0.00149,0.00553,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,720
WXDISF__WDISDF__L1,WXDISF__WDISDF__L1,1,WXDISF,WDISDF,L1,line,0.003919,0.014529,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,163
WXDISF__WZFALF__L1,WXDISF__WZFALF__L1,1,WXDISF,WZFALF,L1,line,0.005119,0.018979,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,164
WXDROF__WDRODF__L1,WXDROF__WDRODF__L1,1,WXDROF,WDRODF,L1,line,0.01714,0.06357,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,584
WXDROF__WLMFAF__L1,WXDROF__WLMFAF__L1,1,WXDROF,WLMFAF,L1,line,0.03992,0.14802,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,583
WXDURF__WDURAF__L1,WXDURF__WDURAF__L1,1,WXDURF,WDURAF,L1,line,0.035379,0.131563,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,19
WXDURF__WPFLEF__L1,WXDURF__WPFLEF__L1,1,WXDURF,WPFLEF,L1,line,0.00074,0.00276,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,18
WXDURF__WXHE1F__L1,WXDURF__WXHE1F__L1,1,WXDURF,WXHE1F,L1,line,0.00235315,0.00875056,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,13
WXEANF__WBALDF__L1,WXEANF__WBALDF__L1,1,WXEANF,WBALDF,L1,line,0.01168,0.01801,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,487
WXECHF__WECHIF__L1,WXECHF__WECHIF__L1,1,WXECHF,WECHIF,L1,line,0.00345,0.01263,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,305
WXES2K__WESP1E__T1,WXES2K__WESP1E__T1,1,WXES2K,WESP1E,T1,transformer,0.006667,0.141443,75.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,823
WXES3K__WESP1E__T1,WXES3K__WESP1E__T1,1,WXES3K,WESP1E,T1,transformer,0.006667,0.141443,75.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,824
WXES3K__WXES2K__L1,WXES3K__WXES2K__L1,1,WXES3K,WXES2K,L1,line,0.0,0.0001,75.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,826
WXESPF__WZFESF__L1,WXESPF__WZFESF__L1,1,WXESPF,WZFESF,L1,line,0.00667,0.01204,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,457
WXGALF__WGALAF__L1,WXGALF__WGALAF__L1,1,WXGALF,WGALAF,L1,line,0.00209725,0.00323433,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,244
WXGALF__WXGPLF__L1,WXGALF__WXGPLF__L1,1,WXGALF,WXGPLF,L1,line,0.00293914,0.01089691,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,245
WXGAVF__WCAYAF__L1,WXGAVF__WCAYAF__L1,1,WXGAVF,WCAYAF,L1,line,0.0061,0.0224,73.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,731
WXGAVF__WGUAVF__L1,WXGAVF__WGUAVF__L1,1,WXGAVF,WGUAVF,L1,line,0.0061,0.0224,73.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,732
WXGBOF__WGBOJF__L1,WXGBOF__WGBOJF__L1,1,WXGBOF,WGBOJF,L1,line,2.448e-05,8.959e-05,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,256
WXGOYF__WGOYAF__L1,WXGOYF__WGOYAF__L1,1,WXGOYF,WGOYAF,L1,line,0.01807,0.02733,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,547
WXGOYF__WXAISF__L1,WXGOYF__WXAISF__L1,1,WXGOYF,WXAISF,L1,line,0.000275,0.000926,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,548
WXGOYF__WXYAGF__L1,WXGOYF__WXYAGF__L1,1,WXGOYF,WXYAGF,L1,line,0.030554,0.102772,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,550
WXGPLF__WXINVF__L1,WXGPLF__WXINVF__L1,1,WXGPLF,WXINVF,L1,line,0.0037474,0.01389355,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,247
WXGRMF__WXZFBF__L1,WXGRMF__WXZFBF__L1,1,WXGRMF,WXZFBF,L1,line,0.00208,0.00761,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,80
WXGRSF__WGRSFF__L1,WXGRSF__WGRSFF__L1,1,WXGRSF,WGRSFF,L1,line,0.002,0.00298,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,309
WXGRSF__WXCDLF__L1,WXGRSF__WXCDLF__L1,1,WXGRSF,WXCDLF,L1,line,0.00813,0.03015,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,310
WXHACF__WBPOPF__L1,WXHACF__WBPOPF__L1,1,WXHACF,WBPOPF,L1,line,0.00737,0.01115,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,22
WXHACF__WGHACF__L1,WXHACF__WGHACF__L1,1,WXHACF,WGHACF,L1,line,0.0038,0.00566,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,24
WXHE1F__WMETRF__L1,WXHE1F__WMETRF__L1,1,WXHE1F,WMETRF,L1,line,0.02044,0.07599,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,16
WXHHIF__WXCNAF__L1,WXHHIF__WXCNAF__L1,1,WXHHIF,WXCNAF,L1,line,0.0452,0.0697,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,721
WXHJBF__WHJBOF__L1,WXHJBF__WHJBOF__L1,1,WXHJBF,WHJBOF,L1,line,0.00129,0.00195,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,348
WXHJBF__WXIDAF__L1,WXHJBF__WXIDAF__L1,1,WXHJBF,WXIDAF,L1,line,0.003843,0.014066,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,349
WXHMSF__WHMSAF__L1,WXHMSF__WHMSAF__L1,1,WXHMSF,WHMSAF,L1,line,0.0009,0.00137,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,375
WXHMSF__WVOLGF__L1,WXHMSF__WVOLGF__L1,1,WXHMSF,WVOLGF,L1,line,0.00879,0.0327,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,372
WXHNUF__WHNUEF__L1,WXHNUF__WHNUEF__L1,1,WXHNUF,WHNUEF,L1,line,0.003872,0.005971,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,175
WXIBAF__WBARAF__L1,WXIBAF__WBARAF__L1,1,WXIBAF,WBARAF,L1,line,0.00215,0.00351,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,626
WXIBAF__WIBARF__L1,WXIBAF__WIBARF__L1,1,WXIBAF,WIBARF,L1,line,0.0019,0.0031,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,625
WXICAF__WICAEF__L1,WXICAF__WICAEF__L1,1,WXICAF,WICAEF,L1,line,0.0038,0.00566,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,554
WXICAF__WXPGMF__L1,WXICAF__WXPGMF__L1,1,WXICAF,WXPGMF,L1,line,0.02408508,0.081014,68.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,555
WXIDAF__WIDALF__L1,WXIDAF__WIDALF__L1,1,WXIDAF,WIDALF,L1,line,0.000441,0.001599,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,350
WXIDAF__WLVEGF__L1,WXIDAF__WLVEGF__L1,1,WXIDAF,WLVEGF,L1,line,0.015128,0.055368,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,351
WXIDUF__WPIDUF__L1,WXIDUF__WPIDUF__L1,1,WXIDUF,WPIDUF,L1,line,1.7e-05,6.3e-05,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,281
WXIDUF__WXCSAF__L1,WXIDUF__WXCSAF__L1,1,WXIDUF,WXCSAF,L1,line,0.001398,0.005116,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,279
WXIDUF__WXIPSF__L1,WXIDUF__WXIPSF__L1,1,WXIDUF,WXIPSF,L1,line,4.2e-05,0.000152,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,280
WXIISF__WIISAF__L1,WXIISF__WIISAF__L1,1,WXIISF,WIISAF,L1,line,0.001613,0.002488,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,240
WXIISF__WMULTF__L1,WXIISF__WMULTF__L1,1,WXIISF,WMULTF,L1,line,0.001291,0.001952,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,241
WXIMBF__WIMBEF__L1,WXIMBF__WIMBEF__L1,1,WXIMBF,WIMBEF,L1,line,0.007446,0.013435,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,406
WXIMBF__WNAVAF__L1,WXIMBF__WNAVAF__L1,1,WXIMBF,WNAVAF,L1,line,0.078262,0.255396,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,442
WXINAF__WXIISF__L1,WXINAF__WXIISF__L1,1,WXINAF,WXIISF,L1,line,0.012906,0.019904,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,239
WXINAF__WXTTIF__L1,WXINAF__WXTTIF__L1,1,WXINAF,WXTTIF,L1,line,0.00403916,0.01478275,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,236
WXINDF__WGVEGF__L1,WXINDF__WGVEGF__L1,1,WXINDF,WGVEGF,L1,line,0.00548,0.02007,65.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,378
WXINVF__WXZHAF__L1,WXINVF__WXZHAF__L1,1,WXINVF,WXZHAF,L1,line,0.008776,0.013534,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,52
WXINVF__WZFSIF__L1,WXINVF__WZFSIF__L1,1,WXINVF,WZFSIF,L1,line,0.03574997,0.055132959999999995,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,51
WXIPRF__WXAPFF__L1,WXIPRF__WXAPFF__L1,1,WXIPRF,WXAPFF,L1,line,0.00363,0.00632,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,483
WXIPSF__WIPSIF__L1,WXIPSF__WIPSIF__L1,1,WXIPSF,WIPSIF,L1,line,0.000382,0.001398,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,104
WXJIMF__WJARAF__L1,WXJIMF__WJARAF__L1,1,WXJIMF,WJARAF,L1,line,0.00388,0.00639,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,438
WXJIMF__WPBAJF__L1,WXJIMF__WPBAJF__L1,1,WXJIMF,WPBAJF,L1,line,0.03042,0.05287,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,440
WXJINF__WSALIF__L1,WXJINF__WSALIF__L1,1,WXJINF,WSALIF,L1,line,0.162424,0.250487,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,532
WXKINF__WCCABF__L1,WXKINF__WCCABF__L1,1,WXKINF,WCCABF,L1,line,0.03226533,0.04975901,45.3606,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,585
WXKINF__WKINDF__L1,WXKINF__WKINDF__L1,1,WXKINF,WKINDF,L1,line,0.00668297,0.02445874,79.14231,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,587
WXKINF__WSALIF__L1,WXKINF__WSALIF__L1,1,WXKINF,WSALIF,L1,line,0.1144129,0.1764454,45.3606,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,586
WXKVEF__WXLCAF__L1,WXKVEF__WXLCAF__L1,1,WXKVEF,WXLCAF,L1,line,0.01093,0.040003,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,147
WXLADF__WCCARF__L1,WXLADF__WCCARF__L1,1,WXLADF,WCCARF,L1,line,0.00062,0.00227,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,191
WXLALF__WLALFF__L1,WXLALF__WLALFF__L1,1,WXLALF,WLALFF,L1,line,0.000122,0.000454,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,111
WXLALF__WXNOVF__L1,WXLALF__WXNOVF__L1,1,WXLALF,WXNOVF,L1,line,0.001536,0.005711,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,112
WXLC1E__WCC21E__L2,WXLC1E__WCC21E__L2,1,WXLC1E,WCC21E,L2,line,0.033744,0.13836,159.71706,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,607
WXLC1E__WPEBPE__L2,WXLC1E__WPEBPE__L2,1,WXLC1E,WPEBPE,L2,line,0.037086,0.151304,158.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,608
WXLCAF__WXPC2F__L1,WXLCAF__WXPC2F__L1,1,WXLCAF,WXPC2F,L1,line,0.009103,0.03477,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,178
WXLCBF__WBON2F__L1,WXLCBF__WBON2F__L1,1,WXLCBF,WBON2F,L1,line,0.03089343,0.1130657,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,328
WXLCBF__WXRARF__L1,WXLCBF__WXRARF__L1,1,WXLCBF,WXRARF,L1,line,0.007227,0.011146,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,294
WXLFAF__WXBMAF__L1,WXLFAF__WXBMAF__L1,1,WXLFAF,WXBMAF,L1,line,0.00347,0.01143,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,562
WXLPAF__WLPARF__L1,WXLPAF__WLPARF__L1,1,WXLPAF,WLPARF,L1,line,0.001254,0.004589,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,86
WXLPAF__WXMPAF__L1,WXLPAF__WXMPAF__L1,1,WXLPAF,WXMPAF,L1,line,0.01727,0.063207,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,87
WXLPEF__WLPENF__L1,WXLPEF__WLPENF__L1,1,WXLPEF,WLPENF,L1,line,0.00018504,0.00067723,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,345
WXLPEF__WZFVEF__L1,WXLPEF__WZFVEF__L1,1,WXLPEF,WZFVEF,L1,line,0.02545893,0.09317614,71.7069,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,346
WXLULF__WLUCIF__L1,WXLULF__WLUCIF__L1,1,WXLULF,WLUCIF,L1,line,0.009062,0.033599,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,557
WXLULF__WXICAF__L1,WXLULF__WXICAF__L1,1,WXLULF,WXICAF,L1,line,0.022984,0.077311,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,559
WXMAGF__WKQA1F__L1,WXMAGF__WKQA1F__L1,1,WXMAGF,WKQA1F,L1,line,0.16262,0.25079,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,595
WXMAGF__WMAGUF__L1,WXMAGF__WMAGUF__L1,1,WXMAGF,WMAGUF,L1,line,7e-05,0.00027,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,593
WXMAIF__WXCORF__L1,WXMAIF__WXCORF__L1,1,WXMAIF,WXCORF,L1,line,0.00758872,0.02777365,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,325
WXMAIF__WXLCBF__L1,WXMAIF__WXLCBF__L1,1,WXMAIF,WXLCBF,L1,line,0.02061,0.07544,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,323
WXMALF__WGMALF__L1,WXMALF__WGMALF__L1,1,WXMALF,WGMALF,L1,line,0.007098,0.010947,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,234
WXMALF__WXPETF__L1,WXMALF__WXPETF__L1,1,WXMALF,WXPETF,L1,line,0.000306,0.001135,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,235
WXMARF__WMARAF__L1,WXMARF__WMARAF__L1,1,WXMARF,WMARAF,L1,line,0.01318,0.047842,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,189
WXMEGF__WMEGAF__L1,WXMEGF__WMEGAF__L1,1,WXMEGF,WMEGAF,L1,line,0.00539,0.01956,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,47
WXMETE__WMETEE__L1,WXMETE__WMETEE__L1,1,WXMETE,WMETEE,L1,line,2.4e-05,0.0001,158.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,195
WXMETE__WPAL1E__L1,WXMETE__WPAL1E__L1,1,WXMETE,WPAL1E,L1,line,0.01544,0.057031,136.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,194
WXMETF__WXGBOF__L1,WXMETF__WXGBOF__L1,1,WXMETF,WXGBOF,L1,line,0.000171,0.000627,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,31
WXMOZF__WMOZAF__L1,WXMOZF__WMOZAF__L1,1,WXMOZF,WMOZAF,L1,line,0.00225,0.00824,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,249
WXMOZF__WTMBBF__L1,WXMOZF__WTMBBF__L1,1,WXMOZF,WTMBBF,L1,line,0.002083,0.007558,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,248
WXMPAF__WMPALF__L1,WXMPAF__WMPALF__L1,1,WXMPAF,WMPALF,L1,line,0.05947352,0.21766481,79.14231000000001,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,84
WXMPAF__WZFGIF__L1,WXMPAF__WZFGIF__L1,1,WXMPAF,WZFGIF,L1,line,0.00122399,0.00447962,79.14231,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,83
WXMPGK__WMPL1D__T1,WXMPGK__WMPL1D__T1,1,WXMPGK,WMPL1D,T1,transformer,0.000448011930731145,0.0319600041689611,644.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,transformer,True,,standard_branch,True,True,e_datred,807
WXMPSF__WMPLAF__L1,WXMPSF__WMPLAF__L1,1,WXMPSF,WMPLAF,L1,line,0.000244,0.0001,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,170
WXMPSF__WMPSOF__L1,WXMPSF__WMPSOF__L1,1,WXMPSF,WMPSOF,L1,line,0.00040188,0.00145817,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,171
WXMV2F__WMVIEF__L1,WXMV2F__WMVIEF__L1,1,WXMV2F,WMVIEF,L1,line,0.000195,0.000797,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,633
WXMV2F__WXGOYF__L1,WXMV2F__WXGOYF__L1,1,WXMV2F,WXGOYF,L1,line,0.01153,0.03879,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,544
WXMV2F__WXSODF__L1,WXMV2F__WXSODF__L1,1,WXMV2F,WXSODF,L1,line,0.000832,0.003046,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,545
WXNAGF__WNAGUF__L1,WXNAGF__WNAGUF__L1,1,WXNAGF,WNAGUF,L1,line,2e-05,9e-05,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,317
WXNAGF__WPAYIF__L1,WXNAGF__WPAYIF__L1,1,WXNAGF,WPAYIF,L1,line,0.05548,0.20568,79.0,0,1,series_parameter_present,positive_thermal_limit,True,out_of_service,binary_switch_state,line,False,,out_of_service_base_case,True,True,e_datred,319
WXNOVF__WNOVOF__L1,WXNOVF__WNOVOF__L1,1,WXNOVF,WNOVOF,L1,line,0.00281,0.01004,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,121
WXNOVF__WPLASF__L1,WXNOVF__WPLASF__L1,1,WXNOVF,WPLASF,L1,line,0.00062,0.00229,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,120
WXOC2F__WFOCHF__L1,WXOC2F__WFOCHF__L1,1,WXOC2F,WFOCHF,L1,line,0.01129,0.01708,45.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,392
WXOFAF__WOFALF__L1,WXOFAF__WOFALF__L1,1,WXOFAF,WOFALF,L1,line,0.00819,0.008258,35.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,255
WXOLVF__WFOLAF__L1,WXOLVF__WFOLAF__L1,1,WXOLVF,WFOLAF,L1,line,0.00524,0.00945,43.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,399
WXOLVF__WQUINF__L1,WXOLVF__WQUINF__L1,1,WXOLVF,WQUINF,L1,line,0.01654,0.05565,68.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,401
WXPC2F__WXPCIF__L1,WXPC2F__WXPCIF__L1,1,WXPC2F,WXPCIF,L1,line,0.002941,0.01067,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,179
WXPCGF__WPCGLF__L1,WXPCGF__WPCGLF__L1,1,WXPCGF,WPCGLF,L1,line,0.00011,0.000403,79.0,1,1,series_parameter_present,positive_thermal_limit,True,closed,binary_switch_state,line,True,,standard_branch,True,True,e_datred,287
