load_id_raw,resolved_bus_id,resolution_method,bus_candidate_count,bus_candidates,active_bus_candidates,metadata_bus_candidates,smc_row_count,smc_load_id_examples,load_name_examples,load_type_examples
ZLISAF-D1,WLISAF,unique_bus_in_demanda_smc,1,['WLISAF'],[],[],1,['1820ISAB'],['LA ISABELA'],['Declarado']
ZLLAGF-D1,WLLAGF,unique_bus_in_demanda_smc,1,['WLLAGF'],[],[],1,['2102-LLAGF-T01'],['LAS LAGUNAS'],['Declarado']
ZLMFAF-D1,WLMFAF,unique_bus_in_demanda_smc,1,['WLMFAF'],['WLMFAF'],['WLMFAF'],1,['3150-LMFAF-T01'],['LAS MATAS DE FARFÁN'],['Declarado']
ZLMINE-D1,WLMINE,unique_bus_in_demanda_smc,1,['WLMINE'],['WLMINE'],['WLMINE'],3,"['1180-GRSSK-C01', '1180-LMINE-T01', '1180-LMINE-T02']",['LOS MINA 138'],['Declarado']
ZLM21E-D1,WLMINE,unique_bus_in_demanda_smc,1,['WLMINE'],['WLMINE'],['WLMINE'],2,"['1180-GRSVK-C06', '1180-GRSVK-F01']",['LOS MINA 138'],['Declarado']
ZLMINF-D1,WLMINF,unique_bus_in_demanda_smc,1,['WLMINF'],['WLMINF'],['WLMINF'],1,['1170-LMINF-T01'],['LOS MINA 69'],['Declarado']
WLPARF-D1,WLPARF,unique_bus_in_demanda_smc,1,['WLPARF'],['WLPARF'],['WLPARF'],1,['1366-LPARF-T01'],['69 kV LAS PARRAS'],['Declarado']
ZLPENF-D1,WLPENF,unique_bus_in_demanda_smc,1,['WLPENF'],['WLPENF'],['WLPENF'],1,['2172-LPENF-T01'],['BARRA LA PENDA'],['Declarado']
ZLPRAE-D2,WLPRAE,unique_bus_in_demanda_smc,1,['WLPRAE'],['WLPRAE'],['WLPRAE'],2,"['1400-GRCHK-C21', '1400-GRCHK-F01']",['LOS PRADOS'],['Declarado']
ZLPRAE-D1,WLPRAE,unique_bus_in_demanda_smc,1,['WLPRAE'],['WLPRAE'],['WLPRAE'],3,"['1400-LPRAE-F02', '1400-LPRAE-T01', '1400-LPRAE-T02']",['LOS PRADOS'],['Declarado']
ZLPRAE-D3,WLPRAE,unique_bus_in_demanda_smc,1,['WLPRAE'],['WLPRAE'],['WLPRAE'],1,['1400-LPRAE-T03'],['LOS PRADOS'],['Declarado']
ZLROME-D1,WLROME,unique_bus_in_demanda_smc,1,['WLROME'],['WLROME'],['WLROME'],5,"['4520-GRSRK-C04', '4520-GRSRK-F03', '4520-LROME-F01', '4520-LROME-T01', '4520-ZRO2K-C01']",['LA ROMANA 138'],"['Declarado', 'Proyectado']"
WLROME-D2,WLROME,unique_bus_in_demanda_smc,1,['WLROME'],['WLROME'],['WLROME'],1,['4520-LROME-T02'],['LA ROMANA 138'],['Declarado']
ZLROME-D2,WLROME,unique_bus_in_demanda_smc,1,['WLROME'],[],['WLROME'],1,['4520-ZRO2K-F01'],['LA ROMANA 138'],['Proyectado']
ZLRMAF-D1,WLRPUF,unique_bus_in_demanda_smc,1,['WLRPUF'],['WLRPUF'],['WLRPUF'],1,['4510-LRMNF-T01'],['LA ROMANA PUEBLO'],['Declarado']
ZLRMAF-D2,WLRPUF,unique_bus_in_demanda_smc,1,['WLRPUF'],['WLRPUF'],['WLRPUF'],1,['4510-LRMNF-T02'],['LA ROMANA PUEBLO'],['Declarado']
ZLRMAF-D3,WLRPUF,unique_bus_in_demanda_smc,1,['WLRPUF'],['WLRPUF'],['WLRPUF'],1,['4510-LRMNF-T03'],['LA ROMANA PUEBLO'],['Declarado']
ZLUPEF-D1,WLUPEF,unique_bus_in_demanda_smc,1,['WLUPEF'],['WLUPEF'],['WLUPEF'],1,['2365-LUPEF-T01'],['LUPERÓN'],['Declarado']
ZLVEGF-D1,WLVEGF,unique_bus_in_demanda_smc,1,['WLVEGF'],['WLVEGF'],['WLVEGF'],1,['2220-LVEGF-T02'],['LA VEGA'],['Declarado']
ZLVPEF-D1,WLVPEF,unique_bus_in_demanda_smc,1,['WLVPEF'],['WLVPEF'],['WLVPEF'],2,"['2050-FGAMK-C06', '2050-LVPEF-T01']",['LA VEGA PER'],['Declarado']
ZMAIMF-D1,WMAIMF,unique_bus_in_demanda_smc,1,['WMAIMF'],['WMAIMF'],['WMAIMF'],1,['2100-MAIMF-T01'],['MAIMÓN'],['Declarado']
ZMATAE-D2,WMATAE,unique_bus_in_demanda_smc,1,['WMATAE'],['WMATAE'],['WMATAE'],4,"['1430-CNDOK-C06', '1430-CNDOK-F01', '1431-BEPEK-C04', '1431-CNDTK-C05']",['MATADERO 138'],"['Declarado', 'Proyectado']"
ZMATAE-D1,WMATAE,unique_bus_in_demanda_smc,1,['WMATAE'],['WMATAE'],['WMATAE'],3,"['1431-MATAE-F01', '1431-MATAE-T01', '1431-MATAE-T02']",['MATADERO 138'],"['Declarado', 'Proyectado']"
ZMEGAF-D1,WMEGAF,unique_bus_in_demanda_smc,1,['WMEGAF'],['WMEGAF'],['WMEGAF'],1,['1175-MEGAF-T01'],['MEGACENTRO'],['Declarado']
ZMERCF-D1,WMERCF,unique_bus_in_demanda_smc,1,['WMERCF'],['WMERCF'],['WMERCF'],1,['1532-MERCF-T01'],['MERCASID'],['Declarado']
ZMETAK-D1,WMETAK,unique_bus_in_demanda_smc,1,['WMETAK'],['WMETAK'],['WMETAK'],1,['1470-METAE-T01'],['METALDOM'],['Proyectado']
ZMETRF-D2,WMETBF,unique_bus_in_demanda_smc,1,['WMETBF'],['WMETBF'],['WMETBF'],1,['1122-METRF-T02'],['METROPOLITANO B'],['Declarado']
ZMETRF-D1,WMETRF,unique_bus_in_demanda_smc,1,['WMETRF'],['WMETRF'],['WMETRF'],6,"['1122-CEDIK-C06', '1122-CEDIK-F02', '1122-METRF-T01', '1122-PAHOK-C06', '1122-PAHOK-F06', '1122-PHPSK-C01']",['METROPOLITANO'],"['Declarado', 'Proyectado']"
ZMLTPF-D1,WMLTPF,unique_bus_in_demanda_smc,1,['WMLTPF'],['WMLTPF'],['WMLTPF'],3,"['1683-MLTPF-F02', '1683-MLTPF-T01', '1683-TENVK-C01']",['MULTIPARQUES'],"['Declarado', 'Proyectado']"
ZMLTPF-D2,WMLTPF,unique_bus_in_demanda_smc,1,['WMLTPF'],[],['WMLTPF'],1,['1683-TENVK-F01'],['MULTIPARQUES'],['Proyectado']
ZMOCAE-D1,WMOCAE,unique_bus_in_demanda_smc,1,['WMOCAE'],['WMOCAE'],['WMOCAE'],1,['2780-MNUEE-T01'],['MOCA 138'],['Declarado']
ZMOCAF-D1,WMOCAF,unique_bus_in_demanda_smc,1,['WMOCAF'],['WMOCAF'],['WMOCAF'],1,['2410-MOCAF-T01'],['MOCA'],['Declarado']
ZMONTE-D1,WMONTE,unique_bus_in_demanda_smc,1,['WMONTE'],['WMONTE'],['WMONTE'],3,"['2760-HFFCK-C01', '2760-HFFCK-F01', '2760-MONTE-T01']",['MONTECRISTI'],"['Declarado', 'Proyectado']"
ZMOZAF-D1,WMOZAF,unique_bus_in_demanda_smc,1,['WMOZAF'],['WMOZAF'],['WMOZAF'],1,['1545-MOZAF-T01'],['MOLINOS DEL OZAMA'],['Proyectado']
ZMPLAF-D1,WMPLAF,unique_bus_in_demanda_smc,1,['WMPLAF'],['WMPLAF'],['WMPLAF'],1,['1440-MPLAF-T01'],['MONTE PLATA'],['Declarado']
ZMPLAF-D2,WMPLAF,unique_bus_in_demanda_smc,1,['WMPLAF'],['WMPLAF'],['WMPLAF'],1,['1440-MPLAF-T02'],['MONTE PLATA'],['Declarado']
ZMULTF-D3,WMULTF,unique_bus_in_demanda_smc,1,['WMULTF'],[],['WMULTF'],1,['1535-MULTF-F02'],['MULTIFORM'],['Declarado']
ZMULTF-D1,WMULTF,unique_bus_in_demanda_smc,1,['WMULTF'],['WMULTF'],['WMULTF'],3,"['1535-MULTF-T01', '1535-MULTK-C11', '1535-RCARK-C01']",['MULTIFORM'],"['Declarado', 'Proyectado']"
ZMULTF-D2,WMULTF,unique_bus_in_demanda_smc,1,['WMULTF'],[],['WMULTF'],1,['1535-MULTK-F01'],['MULTIFORM'],['Declarado']
ZMVCIF-D1,WMVCIF,unique_bus_in_demanda_smc,1,['WMVCIF'],['WMVCIF'],['WMVCIF'],1,['2212-MVCIF-T01'],['MOLINOS VALLE CIBAO'],['Proyectado']
ZMVIEF-D1,WMVIEF,unique_bus_in_demanda_smc,1,['WMVIEF'],['WMVIEF'],['WMVIEF'],3,"['1670-QDOMK-C01', '1670-QDOMK-F02', '3090-MVIEF-T01']",['MADRE VIEJA'],['Declarado']
ZMVIEF-D2,WMVIEF,unique_bus_in_demanda_smc,1,['WMVIEF'],['WMVIEF'],['WMVIEF'],1,['3090-MVIEF-T02'],['MADRE VIEJA'],['Declarado']
ZNAGUF-D1,WNAGUF,unique_bus_in_demanda_smc,1,['WNAGUF'],['WNAGUF'],['WNAGUF'],1,['2083-NAGUF-T01'],['NAGUA'],['Declarado']
ZNAVAF-D1,WNAVAF,unique_bus_in_demanda_smc,1,['WNAVAF'],['WNAVAF'],['WNAVAF'],1,['2351-NPUEF-T01'],['NAVARRETE'],['Declarado']
ZNEYBF-D1,WNEYBF,unique_bus_in_demanda_smc,1,['WNEYBF'],['WNEYBF'],['WNEYBF'],1,['3050-NEYBF-T01'],['NEYBA'],['Declarado']
ZNIBAE-D2,WNIBAE,unique_bus_in_demanda_smc,1,['WNIBAE'],['WNIBAE'],['WNIBAE'],5,"['2820-FODCK-C01', '2820-FOLCK-C15', '2820-NIBAE-T02', '2820-PSANK-C02', '2820-PSANK-F02']",['NIBAJE 138'],"['Declarado', 'Proyectado']"
ZNIBAE-D1,WNIBAE,unique_bus_in_demanda_smc,1,['WNIBAE'],['WNIBAE'],['WNIBAE'],1,['2820-NIBAE-T01'],['NIBAJE 138'],['Declarado']
ZNOVOF-D1,WNOVOF,unique_bus_in_demanda_smc,1,['WNOVOF'],['WNOVOF'],['WNOVOF'],1,['1249-NOVOF-T01'],['NOVOPLAST'],['Proyectado']
ZOCHOF-D1,WOCHOF,unique_bus_in_demanda_smc,1,['WOCHOF'],[],[],1,['2620OCHO01'],['OCHOA'],['Proyectado']
ZOFALF-D1,WOFALF,unique_bus_in_demanda_smc,1,['WOFALF'],['WOFALF'],['WOFALF'],1,['1690-OFALF-T01'],['OLEODUCTO FALCONBRID'],['Declarado']
ZOJIVF-D1,WOJIVF,unique_bus_in_demanda_smc,1,['WOJIVF'],['WOJIVF'],['WOJIVF'],5,"['1671-CHAIK-C01', '1671-OJIVF-F01', '1671-OJIVF-T01', '1671-OJIVK-C01', '1671-OJIVK-F02']",['OJIVA'],"['Declarado', 'Proyectado']"
ZPALAF-D1,WPALAF,unique_bus_in_demanda_smc,1,['WPALAF'],['WPALAF'],['WPALAF'],8,"['1230-LCUAK-C02', '1230-LCUAK-F01', '1230-LSUEK-C01', '1230-PALAF-F03', '1230-PALMK-C02', '1230-PALMK-F02', '1230-PLMRF-T01', '1230-ZFPEK-C02']",['PALAMARA'],['Declarado']
ZPAQ1K-D1,WPAQ1K,unique_bus_in_demanda_smc,1,['WPAQ1K'],['WPAQ1K'],['WPAQ1K'],4,"['3340-DOMIE-F01', '3340-DOMIE-T01', '3340-DOMIE-T02']",['PALENQUE 4.2 - BARRA 1'],['Declarado']
ZPARAE-D1,WPARAE,unique_bus_in_demanda_smc,1,['WPARAE'],['WPARAE'],['WPARAE'],8,"['1490-ACARK-C02', '1490-CCIKK-C01', '1490-PARAE-F01', '1490-PARAE-T01', '1490-PARAE-T02', '1490-PARAE-T03', '1490-PRICK-C03', '1490-PRICK-F01']",['PARAISO'],['Declarado']
ZPAYIF-D1,WPAYIF,unique_bus_in_demanda_smc,1,['WPAYIF'],['WPAYIF'],['WPAYIF'],1,['2084-PAYIF-T01'],['PAYITA'],['Declarado']
ZPBAJF-D1,WPBAJF,unique_bus_in_demanda_smc,1,['WPBAJF'],['WPBAJF'],['WPBAJF'],1,['2507-PBAJF-T01'],['PASO BAJITO'],['Declarado']
ZPCATL-D1,WPCATE,unique_bus_in_demanda_smc,1,['WPCATE'],['WPCATE'],['WPCATE'],1,['3351-SEPCE-T01'],['PUNTA CATALINA 138'],['Proyectado']
ZPCGLF-D1,WPCGLF,unique_bus_in_demanda_smc,1,['WPCGLF'],['WPCGLF'],['WPCGLF'],1,['1961-PCGLF-T01'],['BARRA PARQUE CARIBBEAN GLASS'],['Proyectado']
ZPCIBF-D1,WPCIBF,unique_bus_in_demanda_smc,1,['WPCIBF'],['WPCIBF'],['WPCIBF'],2,"['1730-PCC1K-C01', '1730-PCIBF-T01']",['PARQUE CIBERNÉTICO'],"['Declarado', 'Proyectado']"
ZPIZDF-D1,WPDISF,unique_bus_in_demanda_smc,1,['WPDISF'],['WPDISF'],['WPDISF'],1,['3281-PIZAF-T01'],['PIZARRETE DISTRIBUCIÓN'],['Declarado']
ZPDIVF-D1,WPDIVF,unique_bus_in_demanda_smc,1,['WPDIVF'],['WPDIVF'],['WPDIVF'],4,"['1303-KINNF-F01', '1303-KINNF-T01', '1303-PDIVK-C02', '1303-PDIVK-F02']",['PRODUCTOS DIVERSOS'],['Declarado']
ZPDORF-D1,WPDORF,unique_bus_in_demanda_smc,1,['WPDORF'],['WPDORF'],['WPDORF'],1,['2430-PDORF-T01'],['PLAYA DORADA'],['Declarado']
WPEBPE-D1,WPEBPE,unique_bus_in_demanda_smc,1,['WPEBPE'],['WPEBPE'],['WPEBPE'],1,['3333-PEDEE-T01'],['138 kV PEDERNALES BP'],['Declarado']
ZPFLEF-D1,WPFLEF,unique_bus_in_demanda_smc,1,['WPFLEF'],['WPFLEF'],['WPFLEF'],1,['1221-PFLEF-T01'],['PLÁSTICOS FLEXIBLES'],['Proyectado']
ZPGARF-D1,WPGARF,unique_bus_in_demanda_smc,1,['WPGARF'],['WPGARF'],['WPGARF'],1,['2435-PGARF-T01'],['PEDRO GARCIA'],['Declarado']
ZPHAIF-D1,WPHAIF,unique_bus_in_demanda_smc,1,['WPHAIF'],['WPHAIF'],['WPHAIF'],1,['1210-PHAIF-T01'],['PUERTO DE HAINA'],['Declarado']
ZPIDUF-D1,WPIDUF,unique_bus_in_demanda_smc,1,['WPIDUF'],['WPIDUF'],['WPIDUF'],1,['1957-PIDUF-T01'],['BARRA 69 KV PARQUE INDUSTRIAL DUARTE'],['Proyectado']
ZLAFZF-D3,WPIISF,unique_bus_in_demanda_smc,1,['WPIISF'],[],['WPIISF'],1,['3081-LAFZF-F01'],['PIISA'],['Proyectado']
ZLAFZF-D1,WPIISF,unique_bus_in_demanda_smc,1,['WPIISF'],['WPIISF'],['WPIISF'],1,['3081-LAFZF-T01'],['PIISA'],['Proyectado']
ZLAFZF-D2,WPIISF,unique_bus_in_demanda_smc,1,['WPIISF'],[],['WPIISF'],1,['3081-LAFZK-F02'],['PIISA'],['Proyectado']
ZPIMCF-D1,WPIMCF,unique_bus_in_demanda_smc,1,['WPIMCF'],['WPIMCF'],['WPIMCF'],1,['2733-PIMCF-T01'],['PIMCO'],['Declarado']
ZPIMEF-D1,WPIMEF,unique_bus_in_demanda_smc,1,['WPIMEF'],['WPIMEF'],['WPIMEF'],1,['2070-PMTLF-T01'],['PIMENTEL'],['Declarado']
ZPLASF-D1,WPLASF,unique_bus_in_demanda_smc,1,['WPLASF'],['WPLASF'],['WPLASF'],1,['1248-PLASF-T01'],['PLASTIFAR'],['Proyectado']
ZPLCCF-D1,WPLCCF,unique_bus_in_demanda_smc,1,['WPLCCF'],['WPLCCF'],['WPLCCF'],1,['1969-PLCCF-T01'],['69 kV PARQUE LOGISTICO CCN'],['Declarado']
ZPLINF-D1,WPLINF,unique_bus_in_demanda_smc,1,['WPLINF'],['WPLINF'],['WPLINF'],1,['3302-PLINF-T01'],['PRODUCTOS LINDA'],['Declarado']
ZPP22E-D1,WPP22E,unique_bus_in_demanda_smc,1,['WPP22E'],['WPP22E'],['WPP22E'],3,"['2870-OWORK-C01', '2870-PPL2E-F01', '2870-PPL2E-T01']",['PUERTO PLATA 2 138 - BARRA 2'],"['Declarado', 'Proyectado']"
ZPP22E-D2,WPP22E,unique_bus_in_demanda_smc,1,['WPP22E'],[],['WPP22E'],1,['2870-OWORK-F01'],['PUERTO PLATA 2 138 - BARRA 2'],['Proyectado']
ZPPELF-D1,WPPELF,unique_bus_in_demanda_smc,1,['WPPELF'],['WPPELF'],['WPPELF'],1,['2390-PPELF-T01'],['PPE PLAYA DORADA'],['Declarado']
ZPPLAF-D1,WPPLAF,unique_bus_in_demanda_smc,1,['WPPLAF'],['WPPLAF'],['WPPLAF'],1,['2383-PPLAF-T01'],['PUERTO PLATA 69 - BARRA A'],['Declarado']
ZPPLBF-D1,WPPLBF,unique_bus_in_demanda_smc,1,['WPPLBF'],[],[],1,['2370PPLA'],['PUERTO PLATA 69 B'],['Declarado']
ZPPLIF-D1,WPPLIF,unique_bus_in_demanda_smc,1,['WPPLIF'],['WPPLIF'],['WPPLIF'],1,['2660-PPLIF-T01'],['PORTELA PASTA LINDA'],['Declarado']
ZPPRIF-D1,WPPRIF,unique_bus_in_demanda_smc,1,['WPPRIF'],['WPPRIF'],['WPPRIF'],1,['2303-PPRIF-T01'],['PASTAS PRINCESA'],['Declarado']
ZPSCEN-D1,WPSCEF,unique_bus_in_demanda_smc,1,['WPSCEF'],['WPSCEF'],['WPSCEF'],1,['2374-PSCEF-T01'],['69 kV PLAZA SANTIAGO CENTER'],['Proyectado']
ZPVDCD-D1,WPVIEE,unique_bus_in_demanda_smc,1,['WPVIEE'],['WPVIEE'],['WPVIEE'],1,['2460-APVDE-F01'],['PUEBLO VIEJO'],['Declarado']
ZQCORF-D1,WQCORF,unique_bus_in_demanda_smc,1,['WQCORF'],['WQCORF'],['WQCORF'],1,['3231-QCORF-T01'],['QUITA CORAZA'],['Declarado']
ZQUINF-D1,WQUINF,unique_bus_in_demanda_smc,1,['WQUINF'],['WQUINF'],['WQUINF'],1,['2610-QUINF-T01'],['QUINIGUA'],['Declarado']
ZRARRF-D1,WRARRF,unique_bus_in_demanda_smc,1,['WRARRF'],['WRARRF'],['WRARRF'],1,['1972-RARRF-T01'],['69 kV RANCHO ARRIBA'],['Declarado']
ZRCHAF-D1,WRCHAF,unique_bus_in_demanda_smc,1,['WRCHAF'],['WRCHAF'],['WRCHAF'],1,['4530-RCHAF-T01'],['RÍO CHAVÓN'],['Declarado']
ZREFIF-D1,WREFIF,unique_bus_in_demanda_smc,1,['WREFIF'],['WREFIF'],['WREFIF'],1,['1140-REFIF-T01'],['REFIDOMSA'],['Proyectado']
ZRNUEF-D1,WRNUEF,unique_bus_in_demanda_smc,1,['WRNUEF'],['WRNUEF'],['WRNUEF'],1,['2155-RINCF-T01'],['RINCÓN NUEVA'],['Declarado']
ZRPELF-D1,WRPELF,unique_bus_in_demanda_smc,1,['WRPELF'],['WRPELF'],['WRPELF'],1,['4120-RPELK-T01'],['RANCHO PELIGRO'],['Declarado']
ZRSJUE-D1,WRSJUE,unique_bus_in_demanda_smc,1,['WRSJUE'],['WRSJUE'],['WRSJUE'],1,['2088-RSJUE-T01'],['RIO SAN JUAN 138 kV'],['Declarado']
ZRSJUF-D1,WRSJUF,unique_bus_in_demanda_smc,1,['WRSJUF'],[],[],1,['2087-RSJNF-T01'],['RÍO SAN JUAN'],['Declarado']
