name,bus0,bus1,v_nom_bus0_kv,v_nom_bus1_kv,voltage_pair_status,r_pu_hint,x_pu_hint,s_nom_mva_hint,source_branch_id,source_branch_type,source_row_number,notes
WKQAZE__WMRI2E__L1,WKQAZE,WMRI2E,138.0,138.0,same_voltage_ok,0.0047422,0.02886977,315.0,WKQAZE__WMRI2E__L1,line,679,standard_branch
WKQAZE__WPCATE__L1,WKQAZE,WPCATE,138.0,138.0,same_voltage_ok,0.02469431,0.14012858,316.56924,WKQAZE__WPCATE__L1,line,667,standard_branch
WKQAZE__WVILAE__L1,WKQAZE,WVILAE,138.0,138.0,same_voltage_ok,0.019524,0.081551,158.0,WKQAZE__WVILAE__L1,line,677,standard_branch
WKQAZE__WXCC1E__L1,WKQAZE,WXCC1E,138.0,138.0,same_voltage_ok,0.040618,0.150228,136.0,WKQAZE__WXCC1E__L1,line,610,standard_branch
WKQAZE__WXLC1E__L2,WKQAZE,WXLC1E,138.0,138.0,same_voltage_ok,0.07458200000000001,0.288747,136.0,WKQAZE__WXLC1E__L2,line,609,standard_branch
WKVEIF__WXGRMF__L1,WKVEIF,WXGRMF,69.0,69.0,same_voltage_ok,0.00208,0.00761,79.0,WKVEIF__WXGRMF__L1,line,79,standard_branch
WKVEIF__WXKVEF__L1,WKVEIF,WXKVEF,69.0,69.0,same_voltage_ok,0.0015,0.0054,79.0,WKVEIF__WXKVEF__L1,line,176,standard_branch
WLCALF__WXLCAF__L1,WLCALF,WXLCAF,69.0,69.0,same_voltage_ok,0.01093,0.040003,79.0,WLCALF__WXLCAF__L1,line,177,standard_branch
WLCALF__WXZAMF__L1,WLCALF,WXZAMF,69.0,69.0,same_voltage_ok,0.00708189,0.02569578,79.0,WLCALF__WXZAMF__L1,line,180,standard_branch
WLCUAF__WXINAF__L1,WLCUAF,WXINAF,69.0,69.0,same_voltage_ok,0.006732,0.024638,79.0,WLCUAF__WXINAF__L1,line,42,standard_branch
WLGALE__WCANAE__L1,WLGALE,WCANAE,138.0,138.0,same_voltage_ok,0.006,0.0244,158.0,WLGALE__WCANAE__L1,line,389,standard_branch
WLGALE__WZFSAE__L1,WLGALE,WZFSAE,138.0,138.0,same_voltage_ok,0.0035,0.0142,158.0,WLGALE__WZFSAE__L1,line,390,standard_branch
WLGUZE__WNAV2E__L1,WLGUZE,WNAV2E,138.0,138.0,same_voltage_ok,0.01245119,0.07065465,317.0,WLGUZE__WNAV2E__L1,line,503,standard_branch
WLISAE__WAHO2E__L1,WLISAE,WAHO2E,138.0,138.0,same_voltage_ok,0.00091489,0.00556973,317.0,WLISAE__WAHO2E__L1,line,69,standard_branch
WLMFAF__WEPINF__L1,WLMFAF,WEPINF,69.0,69.0,same_voltage_ok,0.04311,0.15982,68.0,WLMFAF__WEPINF__L1,line,568,standard_branch
WLMI5E__WLMINE__L1,WLMI5E,WLMINE,138.0,138.0,same_voltage_ok,0.00010408,0.00039756,158.0,WLMI5E__WLMINE__L1,line,6,standard_branch
WLMI6E__WLMINE__L1,WLMI6E,WLMINE,138.0,138.0,same_voltage_ok,0.00012857,0.0004911,158.0,WLMI6E__WLMINE__L1,line,8,standard_branch
WLMI7E__WLMINE__L1,WLMI7E,WLMINE,138.0,138.0,same_voltage_ok,3e-05,0.000138,474.0,WLMI7E__WLMINE__L1,line,10,standard_branch
WLMINE__WHNS1E__L1,WLMINE,WHNS1E,138.0,138.0,same_voltage_ok,0.00426934,0.01744658,158.0,WLMINE__WHNS1E__L1,line,56,standard_branch
WLMINE__WHNS1E__L2,WLMINE,WHNS1E,138.0,138.0,same_voltage_ok,0.00426934,0.01744658,158.0,WLMINE__WHNS1E__L2,line,57,standard_branch
WLMINE__WHNS1E__L3,WLMINE,WHNS1E,138.0,138.0,same_voltage_ok,0.0028704,0.01452456,317.0,WLMINE__WHNS1E__L3,line,71,standard_branch
WLMINE__WLISAE__L1,WLMINE,WLISAE,138.0,138.0,same_voltage_ok,0.00297149,0.0150361,317.0,WLMINE__WLISAE__L1,line,70,standard_branch
WLMINE__WTIM2E__L1,WLMINE,WTIM2E,138.0,138.0,same_voltage_ok,0.00103849,0.00525488,317.0,WLMINE__WTIM2E__L1,line,55,standard_branch
WLMINE__WVDU1E__L1,WLMINE,WVDU1E,138.0,138.0,same_voltage_ok,0.00093127,0.00471234,315.0,WLMINE__WVDU1E__L1,line,58,standard_branch
WLMINF__WTMBBF__L1,WLMINF,WTMBBF,69.0,69.0,same_voltage_ok,0.015486,0.056193,79.0,WLMINF__WTMBBF__L1,line,44,standard_branch
WLMINF__WVDUAF__L1,WLMINF,WVDUAF,69.0,69.0,same_voltage_ok,0.00611,0.024071,79.0,WLMINF__WVDUAF__L1,line,45,standard_branch
WLMINF__WXMEGF__L1,WLMINF,WXMEGF,69.0,69.0,same_voltage_ok,0.00127,0.00467,79.0,WLMINF__WXMEGF__L1,line,46,standard_branch
WLORIE__WSPMBE__L1,WLORIE,WSPMBE,138.0,138.0,same_voltage_ok,0.00055586,0.00226754,158.0,WLORIE__WSPMBE__L1,line,750,standard_branch
WLROME__WCOTAE__L1,WLROME,WCOTAE,138.0,138.0,same_voltage_ok,0.00944,0.040493,158.0,WLROME__WCOTAE__L1,line,754,standard_branch
WLROMF__WBVISF__L1,WLROMF,WBVISF,69.0,69.0,same_voltage_ok,0.013953,0.051068,79.0,WLROMF__WBVISF__L1,line,742,standard_branch
WLRPUF__WLROMF__L1,WLRPUF,WLROMF,69.0,69.0,same_voltage_ok,0.01549,0.02343,45.0,WLRPUF__WLROMF__L1,line,751,standard_branch
WLVEGF__WCVEGF__L1,WLVEGF,WCVEGF,69.0,69.0,same_voltage_ok,0.0702,0.0828,79.0,WLVEGF__WCVEGF__L1,line,380,standard_branch
WLVEGF__WXINDF__L1,WLVEGF,WXINDF,69.0,69.0,same_voltage_ok,0.00389,0.01425,65.0,WLVEGF__WXINDF__L1,line,379,standard_branch
WLVEGF__WXJIMF__L1,WLVEGF,WXJIMF,69.0,69.0,same_voltage_ok,0.12261,0.18908,45.0,WLVEGF__WXJIMF__L1,line,381,standard_branch
WLVPEF__WLVEGF__L1,WLVPEF,WLVEGF,69.0,69.0,same_voltage_ok,0.005337,0.019531,79.0,WLVPEF__WLVEGF__L1,line,303,standard_branch
WLVPEF__WXAHMF__L1,WLVPEF,WXAHMF,69.0,69.0,same_voltage_ok,0.033854,0.106375,45.0,WLVPEF__WXAHMF__L1,line,300,standard_branch
WMAIMF__WXMAIF__L1,WMAIMF,WXMAIF,69.0,69.0,same_voltage_ok,0.02061194,0.07543684,79.0,WMAIMF__WXMAIF__L1,line,324,standard_branch
WMARTF__WDJAOF__L1,WMARTF,WDJAOF,69.0,69.0,same_voltage_ok,0.025214,0.09228,79.0,WMARTF__WDJAOF__L1,line,848,standard_branch
WMAT1E__WRSJUE__L1,WMAT1E,WRSJUE,138.0,69.0,line_voltage_mismatch,0.01955,0.07974,158.0,WMAT1E__WRSJUE__L1,line,520,standard_branch
WMATAE__WHAINE__L1,WMATAE,WHAINE,138.0,138.0,same_voltage_ok,0.00558305,0.0227751,158.0,WMATAE__WHAINE__L1,line,222,standard_branch
WMATAE__WMATBE__L1,WMATAE,WMATBE,138.0,138.0,same_voltage_ok,0.0,1e-06,150.0,WMATAE__WMATBE__L1,line,220,standard_branch
WMATBE__WHAINE__L2,WMATBE,WHAINE,138.0,138.0,same_voltage_ok,0.00558305,0.0227751,158.0,WMATBE__WHAINE__L2,line,221,standard_branch
WMERCF__WGPETF__L1,WMERCF,WGPETF,69.0,69.0,same_voltage_ok,1e-05,0.0001,79.0,WMERCF__WGPETF__L1,line,233,standard_branch
WMETAE__WMATAE__L1,WMETAE,WMATAE,138.0,138.0,same_voltage_ok,0.00030613,0.00116928,158.0,WMETAE__WMATAE__L1,line,253,standard_branch
WMETRF__WMETBF__L1,WMETRF,WMETBF,69.0,69.0,same_voltage_ok,0.0,0.0001,72.0,WMETRF__WMETBF__L1,line,17,standard_branch
WMIR1E__WGUERE__L1,WMIR1E,WGUERE,138.0,138.0,same_voltage_ok,0.000612,0.007605,656.1181664151665,WMIR1E__WGUERE__L1,line,838,standard_branch
WMIR1E__WGUERE__L2,WMIR1E,WGUERE,138.0,138.0,same_voltage_ok,0.000612,0.007605,656.1181664151665,WMIR1E__WGUERE__L2,line,839,standard_branch
WMIR1E__WMP2AE__L1,WMIR1E,WMP2AE,138.0,138.0,same_voltage_ok,0.002598,0.032306,656.0,WMIR1E__WMP2AE__L1,line,841,standard_branch
WMIR1E__WMP2BE__L2,WMIR1E,WMP2BE,138.0,138.0,same_voltage_ok,0.002598,0.032306,656.0,WMIR1E__WMP2BE__L2,line,842,standard_branch
WMOCAE__WSALCE__L1,WMOCAE,WSALCE,138.0,138.0,same_voltage_ok,0.00732,0.0299,158.0,WMOCAE__WSALCE__L1,line,423,standard_branch
WMONCE__WSRODE__L1,WMONCE,WSRODE,138.0,138.0,same_voltage_ok,0.021925,0.094048,158.0,WMONCE__WSRODE__L1,line,479,standard_branch
WMONTE__WDAJAE__L1,WMONTE,WDAJAE,138.0,138.0,same_voltage_ok,0.0239,0.1024,158.0,WMONTE__WDAJAE__L1,line,478,standard_branch
WMONTE__WGUAYE__L1,WMONTE,WGUAYE,138.0,138.0,same_voltage_ok,0.01878995,0.07665043,158.0,WMONTE__WGUAYE__L1,line,404,standard_branch
WMP2AE__WMP2BE__L1,WMP2AE,WMP2BE,138.0,138.0,same_voltage_ok,0.0,0.0001,656.0,WMP2AE__WMP2BE__L1,line,843,standard_branch
WMPALF__WXLPAF__L1,WMPALF,WXLPAF,69.0,69.0,same_voltage_ok,0.02115,0.077408,79.0,WMPALF__WXLPAF__L1,line,85,standard_branch
WMPL1D__WMPL2D__L1,WMPL1D,WMPL2D,,,missing_bus_v_nom,0.0,0.0001,3252.0,WMPL1D__WMPL2D__L1,line,808,standard_branch
WMPL2D__WGU1AD__L1,WMPL2D,WGU1AD,,345.0,missing_bus_v_nom,0.000821,0.009486,1626.0,WMPL2D__WGU1AD__L1,line,809,standard_branch
WMPL2D__WGU1AD__L2,WMPL2D,WGU1AD,,345.0,missing_bus_v_nom,0.000821,0.009486,1626.0,WMPL2D__WGU1AD__L2,line,810,standard_branch
WMTFNE__WKQAZE__L1,WMTFNE,WKQAZE,138.0,138.0,same_voltage_ok,0.03730303,0.14041833,135.60432,WMTFNE__WKQAZE__L1,line,654,standard_branch
WMTFNE__WMTFNK__L1,WMTFNE,WMTFNK,138.0,138.0,same_voltage_ok,0.00527273,0.28,55.0,WMTFNE__WMTFNK__L1,line,655,standard_branch
WMVCIF__WXMVAF__L1,WMVCIF,WXMVAF,69.0,69.0,same_voltage_ok,0.00756,0.01363,43.0,WMVCIF__WXMVAF__L1,line,377,standard_branch
WMVCIF__WZFLIF__L1,WMVCIF,WZFLIF,69.0,69.0,same_voltage_ok,0.00132,0.00239,43.0,WMVCIF__WZFLIF__L1,line,376,standard_branch
WNAG2E__WPAYBE__L1,WNAG2E,WPAYBE,138.0,138.0,same_voltage_ok,0.011752,0.047943,158.0,WNAG2E__WPAYBE__L1,line,516,standard_branch
WNAG2E__WSANCE__L1,WNAG2E,WSANCE,138.0,138.0,same_voltage_ok,0.02285,0.09834,158.0,WNAG2E__WSANCE__L1,line,510,standard_branch
WNAG2F__WNAGUF__L1,WNAG2F,WNAGUF,69.0,69.0,same_voltage_ok,0.001028,0.003763,79.0,WNAG2F__WNAGUF__L1,line,318,standard_branch
WNAG2F__WPAYIF__L1,WNAG2F,WPAYIF,69.0,69.0,same_voltage_ok,0.056505,0.209493,79.0,WNAG2F__WPAYIF__L1,line,320,standard_branch
WNARAD__WGU1AD__L1,WNARAD,WGU1AD,345.0,345.0,same_voltage_ok,0.001955,0.022599,1626.0,WNARAD__WGU1AD__L1,line,811,standard_branch
WNARAD__WGU1AD__L2,WNARAD,WGU1AD,345.0,345.0,same_voltage_ok,0.001955,0.022599,1626.0,WNARAD__WGU1AD__L2,line,812,standard_branch
WNARAE__WCANAE__L1,WNARAE,WCANAE,138.0,138.0,same_voltage_ok,0.00499288,0.0283389,317.0,WNARAE__WCANAE__L1,line,793,standard_branch
WNARAE__WCANAE__L2,WNARAE,WCANAE,138.0,138.0,same_voltage_ok,0.00499288,0.0283389,317.0,WNARAE__WCANAE__L2,line,794,standard_branch
WNARAE__WZFSAE__L1,WNARAE,WZFSAE,138.0,138.0,same_voltage_ok,0.00306,0.01736,317.0,WNARAE__WZFSAE__L1,line,795,standard_branch
WNARAE__WZFSAE__L2,WNARAE,WZFSAE,138.0,138.0,same_voltage_ok,0.00306,0.01736,317.0,WNARAE__WZFSAE__L2,line,796,standard_branch
WNAV2E__WNARAE__L1,WNAV2E,WNARAE,138.0,138.0,same_voltage_ok,0.00843033,0.04783818,317.0,WNAV2E__WNARAE__L1,line,405,standard_branch
WNAV2E__WVMAOE__L1,WNAV2E,WVMAOE,138.0,138.0,same_voltage_ok,0.02253988,0.09194763,158.0,WNAV2E__WVMAOE__L1,line,402,standard_branch
WNAVAF__WXOLVF__L1,WNAVAF,WXOLVF,69.0,69.0,same_voltage_ok,0.01954332,0.06573707,68.0,WNAVAF__WXOLVF__L1,line,398,standard_branch
WNAVAF__WXPPLF__L1,WNAVAF,WXPPLF,69.0,69.0,same_voltage_ok,0.00419,0.00756,43.0,WNAVAF__WXPPLF__L1,line,400,standard_branch
WNEYBF__WDUVEF__L1,WNEYBF,WDUVEF,69.0,69.0,same_voltage_ok,0.126028,0.194359,45.0,WNEYBF__WDUVEF__L1,line,529,standard_branch
WNOVOF__WPALBF__L1,WNOVOF,WPALBF,69.0,69.0,same_voltage_ok,0.012899,0.046777,79.0,WNOVOF__WPALBF__L1,line,122,standard_branch
WPAK0E__WKQAZE__L1,WPAK0E,WKQAZE,138.0,138.0,same_voltage_ok,0.004668,0.026494,316.56924,WPAK0E__WKQAZE__L1,line,685,standard_branch
WPAK2E__WMRI2E__L1,WPAK2E,WMRI2E,138.0,138.0,same_voltage_ok,0.00048300000000000003,0.002739,316.56924,WPAK2E__WMRI2E__L1,line,684,standard_branch
WPAK2E__WPAK6E__L1,WPAK2E,WPAK6E,138.0,138.0,same_voltage_ok,1e-05,3e-05,202.0,WPAK2E__WPAK6E__L1,line,688,standard_branch
WPAL1E__WAHO1E__L1,WPAL1E,WAHO1E,138.0,138.0,same_voltage_ok,0.00379442,0.02153152,317.0,WPAL1E__WAHO1E__L1,line,65,standard_branch
WPAL1E__WBON2E__L1,WPAL1E,WBON2E,138.0,138.0,same_voltage_ok,0.0398,0.1471,136.0,WPAL1E__WBON2E__L1,line,212,standard_branch
WPAL1E__WBON2E__L2,WPAL1E,WBON2E,138.0,138.0,same_voltage_ok,0.0398,0.1471,136.0,WPAL1E__WBON2E__L2,line,213,standard_branch
WPAL1E__WSCNOE__L1,WPAL1E,WSCNOE,138.0,138.0,same_voltage_ok,0.01512375,0.05593581,136.0,WPAL1E__WSCNOE__L1,line,217,standard_branch
WPAL1E__WVMELE__L1,WPAL1E,WVMELE,138.0,138.0,same_voltage_ok,0.01001392,0.03703687,136.0,WPAL1E__WVMELE__L1,line,64,standard_branch
WPALAF__WGPALF__L1,WPALAF,WGPALF,69.0,69.0,same_voltage_ok,1.234e-05,5.868e-05,143.0,WPALAF__WGPALF__L1,line,101,standard_branch
WPALAF__WPDIVF__L1,WPALAF,WPDIVF,69.0,69.0,same_voltage_ok,0.00847,0.030999,79.0,WPALAF__WPDIVF__L1,line,103,standard_branch
WPALAF__WXALIF__L1,WPALAF,WXALIF,69.0,69.0,same_voltage_ok,0.00591186,0.02163658,79.0,WPALAF__WXALIF__L1,line,102,standard_branch
WPALAF__WXPLCF__L1,WPALAF,WXPLCF,69.0,69.0,same_voltage_ok,0.005018,0.018366,79.0,WPALAF__WXPLCF__L1,line,105,standard_branch
WPALBF__WXBA2F__L1,WPALBF,WXBA2F,69.0,69.0,same_voltage_ok,0.00048959,0.00179185,136.0,WPALBF__WXBA2F__L1,line,157,standard_branch
WPALEE__WJSAUE__L1,WPALEE,WJSAUE,138.0,138.0,same_voltage_ok,0.01209367,0.06864195,317.0,WPALEE__WJSAUE__L1,line,814,standard_branch
WPALEE__WPALBE__L1,WPALEE,WPALBE,138.0,138.0,same_voltage_ok,0.0,0.0001,158.0,WPALEE__WPALBE__L1,line,815,standard_branch
WPAYAE__WMAT1E__L1,WPAYAE,WMAT1E,138.0,138.0,same_voltage_ok,0.0035670000000000003,0.014551999999999999,158.0,WPAYAE__WMAT1E__L1,line,519,standard_branch
WPAYBE__WPAYAE__L1,WPAYBE,WPAYAE,138.0,138.0,same_voltage_ok,0.0,0.0001,158.0,WPAYBE__WPAYAE__L1,line,517,standard_branch
WPBAJF__WERIOF__L1,WPBAJF,WERIOF,69.0,69.0,same_voltage_ok,0.1458,0.25336,43.0,WPBAJF__WERIOF__L1,line,441,standard_branch
WPCATE__WPALEE__L1,WPCATE,WPALEE,138.0,138.0,same_voltage_ok,0.00513697,0.02915486,316.56924,WPCATE__WPALEE__L1,line,666,standard_branch
WPDORF__WXAPPF__L1,WPDORF,WXAPPF,69.0,69.0,same_voltage_ok,0.02896,0.10599,79.0,WPDORF__WXAPPF__L1,line,436,standard_branch
WPDORF__WXPGAF__L1,WPDORF,WXPGAF,69.0,69.0,same_voltage_ok,0.08273,0.14927,40.0,WPDORF__WXPGAF__L1,line,430,standard_branch
WPERAE__WPERBE__L1,WPERAE,WPERBE,138.0,138.0,same_voltage_ok,0.0,0.0001,656.0,WPERAE__WPERBE__L1,line,663,standard_branch
WPFLEF__WTORGF__L1,WPFLEF,WTORGF,69.0,69.0,same_voltage_ok,0.00149,0.00553,79.0,WPFLEF__WTORGF__L1,line,136,standard_branch
WPIMCF__WSJMAF__L1,WPIMCF,WSJMAF,69.0,69.0,same_voltage_ok,0.18069,0.27865,45.0,WPIMCF__WSJMAF__L1,line,491,standard_branch
WPIMEE__WNAG2E__L1,WPIMEE,WNAG2E,138.0,138.0,same_voltage_ok,0.0244,0.1049,158.0,WPIMEE__WNAG2E__L1,line,498,standard_branch
WPIMEF__WAPERF__L1,WPIMEF,WAPERF,69.0,69.0,same_voltage_ok,0.04507,0.16709,79.0,WPIMEF__WAPERF__L1,line,313,standard_branch
WPIMEF__WCOTUF__L1,WPIMEF,WCOTUF,69.0,69.0,same_voltage_ok,0.05739,0.15538000000000002,45.0,WPIMEF__WCOTUF__L1,line,314,standard_branch
WPIZAE__WBAYAE__L1,WPIZAE,WBAYAE,138.0,138.0,same_voltage_ok,0.017997,0.066586,136.0,WPIZAE__WBAYAE__L1,line,643,standard_branch
WPIZAE__WCALBE__L1,WPIZAE,WCALBE,138.0,138.0,same_voltage_ok,0.006670000000000001,0.03774,316.56924000000004,WPIZAE__WCALBE__L1,line,657,standard_branch
WPIZAE__WJSAUE__L1,WPIZAE,WJSAUE,138.0,138.0,same_voltage_ok,0.01120951,0.06362361,316.9445131754137,WPIZAE__WJSAUE__L1,line,650,standard_branch
WPIZAE__WMTFNE__L1,WPIZAE,WMTFNE,138.0,138.0,same_voltage_ok,0.02770064,0.10490354,135.60431999999997,WPIZAE__WMTFNE__L1,line,653,standard_branch
WPIZAE__WVALBE__L1,WPIZAE,WVALBE,138.0,138.0,same_voltage_ok,0.005054,0.029924,315.0,WPIZAE__WVALBE__L1,line,527,standard_branch
WPIZBF__WPIZAF__L1,WPIZBF,WPIZAF,69.0,69.0,same_voltage_ok,0.0,0.0001,150.0,WPIZBF__WPIZAF__L1,line,629,standard_branch
WPIZBF__WXPGMF__L1,WPIZBF,WXPGMF,69.0,69.0,same_voltage_ok,2.753e-05,9.259e-05,68.0,WPIZBF__WXPGMF__L1,line,560,standard_branch
WPLINF__WAIAZF__L1,WPLINF,WAIAZF,69.0,69.0,same_voltage_ok,0.00082,0.00299,68.0,WPLINF__WAIAZF__L1,line,572,standard_branch
WPLM1E__WKQAZE__L1,WPLM1E,WKQAZE,138.0,138.0,same_voltage_ok,0.03658726,0.15280771,158.28462000000002,WPLM1E__WKQAZE__L1,line,672,standard_branch
WPLM1E__WSJU2E__L2,WPLM1E,WSJU2E,138.0,138.0,same_voltage_ok,0.01971025,0.08231578,158.28462000000002,WPLM1E__WSJU2E__L2,line,673,standard_branch
WPP22E__WLGUZE__L1,WPP22E,WLGUZE,138.0,138.0,same_voltage_ok,0.00526016,0.02984894,316.56924,WPP22E__WLGUZE__L1,line,502,standard_branch
WPP22E__WNARAE__L1,WPP22E,WNARAE,138.0,138.0,same_voltage_ok,0.02002778,0.11364823,317.0,WPP22E__WNARAE__L1,line,506,standard_branch
WPPL2F__WIMB2F__L1,WPPL2F,WIMB2F,69.0,69.0,same_voltage_ok,0.05767,0.194202,68.0,WPPL2F__WIMB2F__L1,line,507,standard_branch
WPPLAF__WPPLBF__L1,WPPLAF,WPPLBF,69.0,69.0,same_voltage_ok,0.0,0.001,79.0,WPPLAF__WPPLBF__L1,line,408,standard_branch
WPVIEE__WBON3C__L1,WPVIEE,WBON3C,138.0,,missing_bus_v_nom,0.00331048,0.02783781,478.0,WPVIEE__WBON3C__L1,line,780,standard_branch
WQ1SPK__WQUISD__L1,WQ1SPK,WQUISD,13.8,230.0,line_voltage_mismatch,0.00444444,0.2,90.0,WQ1SPK__WQUISD__L1,line,790,standard_branch
WQU11D__WPVIEE__L1,WQU11D,WPVIEE,230.0,138.0,line_voltage_mismatch,0.012242,0.102944,478.0,WQU11D__WPVIEE__L1,line,785,standard_branch
WQU21D__WBON3C__L1,WQU21D,WBON3C,230.0,,missing_bus_v_nom,0.01478132,0.12429591,478.0,WQU21D__WBON3C__L1,line,781,standard_branch
WQU21D__WQU11D__L1,WQU21D,WQU11D,230.0,230.0,same_voltage_ok,0.0,0.0001,478.0,WQU21D__WQU11D__L1,line,788,standard_branch
WQUINF__WXAQUF__L1,WQUINF,WXAQUF,69.0,69.0,same_voltage_ok,0.00127,0.00466,79.0,WQUINF__WXAQUF__L1,line,452,standard_branch
WREFIF__WXTREFF__L1,WREFIF,WXTREFF,69.0,69.0,same_voltage_ok,4.4e-05,0.000161,79.0,WREFIF__WXTREFF__L1,line,28,standard_branch
WRINCF__WRNUEF__L1,WRINCF,WRNUEF,69.0,69.0,same_voltage_ok,0.00331443,0.00638845,43.0,WRINCF__WRNUEF__L1,line,339,standard_branch
WRNUEF__WFANTF__L1,WRNUEF,WFANTF,69.0,69.0,same_voltage_ok,0.11378,0.00237,79.0,WRNUEF__WFANTF__L1,line,340,standard_branch
WRNUEF__WXRINF__L1,WRNUEF,WXRINF,69.0,69.0,same_voltage_ok,0.01817,0.03503,43.0,WRNUEF__WXRINF__L1,line,341,standard_branch
WSAJ1E__WNARAE__L1,WSAJ1E,WNARAE,138.0,138.0,same_voltage_ok,0.002735,0.0244,437.412110943444,WSAJ1E__WNARAE__L1,line,833,standard_branch
WSAJ1E__WNARAE__L2,WSAJ1E,WNARAE,138.0,138.0,same_voltage_ok,0.002735,0.0244,437.412110943444,WSAJ1E__WNARAE__L2,line,834,standard_branch
WSALCE__WSFMAE__L1,WSALCE,WSFMAE,138.0,138.0,same_voltage_ok,0.01343,0.05481,158.0,WSALCE__WSFMAE__L1,line,425,standard_branch
WSANCE__WSAMAE__L1,WSANCE,WSAMAE,138.0,138.0,same_voltage_ok,0.0198,0.08523,158.0,WSANCE__WSAMAE__L1,line,511,standard_branch
WSANTE__WPIZAE__L1,WSANTE,WPIZAE,138.0,138.0,same_voltage_ok,0.00035739,0.00202854,316.9445131754137,WSANTE__WPIZAE__L1,line,646,standard_branch
WSCNOE__WPAL1E__L2,WSCNOE,WPAL1E,138.0,138.0,same_voltage_ok,0.015123,0.055936,136.0,WSCNOE__WPAL1E__L2,line,216,standard_branch
WSFELE__WPP22E__L1,WSFELE,WPP22E,138.0,138.0,same_voltage_ok,0.00108426,0.00443724,158.0,WSFELE__WPP22E__L1,line,449,standard_branch
WSFELE__WPP22E__L2,WSFELE,WPP22E,138.0,138.0,same_voltage_ok,0.00123654,0.00506045,158.28462,WSFELE__WPP22E__L2,line,450,standard_branch
WSFMAE__WPIMEE__L1,WSFMAE,WPIMEE,138.0,138.0,same_voltage_ok,0.0152,0.0656,158.0,WSFMAE__WPIMEE__L1,line,493,standard_branch
WSFMAF__WXECHF__L1,WSFMAF,WXECHF,69.0,69.0,same_voltage_ok,0.00436,0.01616,79.0,WSFMAF__WXECHF__L1,line,304,standard_branch
WSFMAF__WXGRSF__L1,WSFMAF,WXGRSF,69.0,69.0,same_voltage_ok,0.013282,0.048191,79.0,WSFMAF__WXGRSF__L1,line,308,standard_branch
WSJU2F__WVALLF__L1,WSJU2F,WVALLF,69.0,69.0,same_voltage_ok,0.06437413,0.2335737,79.0,WSJU2F__WVALLF__L1,line,575,standard_branch
WSJU2F__WXDROF__L1,WSJU2F,WXDROF,69.0,69.0,same_voltage_ok,0.04618,0.17099,79.0,WSJU2F__WXDROF__L1,line,581,standard_branch
WSJU2F__WXGU2F__L1,WSJU2F,WXGU2F,69.0,69.0,same_voltage_ok,0.09899734,0.15268784000000002,45.0,WSJU2F__WXGU2F__L1,line,577,standard_branch
WSJUAF__WSABAF__L1,WSJUAF,WSABAF,69.0,69.0,same_voltage_ok,0.19241000000000003,0.25887,37.04856677389829,WSJUAF__WSABAF__L1,line,580,standard_branch
WSJUAF__WSJU2F__L1,WSJUAF,WSJU2F,69.0,69.0,same_voltage_ok,0.009756,0.03568,79.0,WSJUAF__WSJU2F__L1,line,582,standard_branch
WSLCOE__WCC21E__L2,WSLCOE,WCC21E,138.0,138.0,same_voltage_ok,0.03390145,0.1382952,159.71706,WSLCOE__WCC21E__L2,line,605,standard_branch
WSLCOE__WXLC1E__L2,WSLCOE,WXLC1E,138.0,138.0,same_voltage_ok,6e-06,2.5e-05,159.71706,WSLCOE__WXLC1E__L2,line,606,standard_branch
WSPBEE__WSPM2E__L1,WSPBEE,WSPM2E,138.0,138.0,same_voltage_ok,0.00130862,0.007941700000000001,316.56924,WSPBEE__WSPM2E__L1,line,716,standard_branch
WSPBEE__WXSESE__L1,WSPBEE,WXSESE,138.0,138.0,same_voltage_ok,0.0007059999999999999,0.004275,158.0,WSPBEE__WXSESE__L1,line,713,standard_branch
WSPM2E__WENE4E__L1,WSPM2E,WENE4E,138.0,138.0,same_voltage_ok,3e-06,6.6e-05,681.0,WSPM2E__WENE4E__L1,line,768,standard_branch
WSPM2E__WESOCE__L1,WSPM2E,WESOCE,138.0,138.0,same_voltage_ok,0.0046960299999999995,0.02002534,158.0,WSPM2E__WESOCE__L1,line,770,standard_branch
WSPM2E__WLORIE__L1,WSPM2E,WLORIE,138.0,138.0,same_voltage_ok,0.00314581,0.0128328,136.0,WSPM2E__WLORIE__L1,line,748,standard_branch
WSPMAE__WSPM2E__L1,WSPMAE,WSPM2E,138.0,138.0,same_voltage_ok,0.00328631,0.01340592,136.0,WSPMAE__WSPM2E__L1,line,710,standard_branch
WSPMAF__WXCIGF__L1,WSPMAF,WXCIGF,69.0,69.0,same_voltage_ok,0.0005,0.00184,79.0,WSPMAF__WXCIGF__L1,line,718,standard_branch
WSPMAF__WXZSPF__L1,WSPMAF,WXZSPF,69.0,69.0,same_voltage_ok,0.004775,0.007364,45.0,WSPMAF__WXZSPF__L1,line,722,standard_branch
WSPMBE__WCOAPE__L1,WSPMBE,WCOAPE,138.0,138.0,same_voltage_ok,0.008721,0.035755,158.0,WSPMBE__WCOAPE__L1,line,700,standard_branch
WSPMBE__WCUMAE__L1,WSPMBE,WCUMAE,138.0,138.0,same_voltage_ok,0.01924,0.07852,158.28462,WSPMBE__WCUMAE__L1,line,704,standard_branch
