loc_name,for_name,outserv,zona,area,red,ruta,typ_id,barra_con,barra_con_for,barra_con_kV,barra_con_id,categoria,num_unidades,P_desp_MW,Q_desp_Mvar,U_consigna_pu,modo_control,ref_slack,Q_min_pu,Q_max_pu,P_max_MW,P_min_MW
Los Mina 6,G3LMINA6,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Los Mina 6.ElmSym,Los Mina 6,Terminal Los Mina 6,WLMI6K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm,Others,1,101.09124755859375,0.0,1.0,constv,0,-1.0,1.0,105.0,0.0
AES Andrés TV,G5AANDRV,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\AES Andrés TV.ElmSym,AES Andrés TV,Terminal AES Andrés Vapor,WAANVK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm,Others,1,100.80999755859375,0.0,1.0,constv,0,-0.39985159039497375,0.43991100788116455,121.31999969482422,0.0
AES Andrés TG,G5AANDRG,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\AES Andrés TG.ElmSym,AES Andrés TG,Terminal AES Andrés Gas,WAANGK,18.0,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Gas.ElmTerm,Others,1,195.69000244140625,0.0,1.0,constv,0,-0.2972516119480133,0.4344446063041687,196.8000030517578,0.0
METALDOM,G3METALD,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\METALDOM.ElmSym,METALDOM,Terminal METALDOM,WMETAK,13.199999809265137,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\Terminal METALDOM.ElmTerm,Diesel,4,9.729999542236328,0.0,0.9900000095367432,constv,0,-1.0,1.0,10.503999710083008,0.0
Los Mina 5,G3LMINA5,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 5.ElmSite\Los Mina 5.ElmSym,Los Mina 5,Terminal Los Mina 5,WLMI5K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 5.ElmSite\Terminal Los Mina 5.ElmTerm,Others,1,101.09124755859375,0.0,1.0,constv,0,-1.0,1.0,105.0,0.0
EDM2 Grupo 1,G4EMAR21,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 Grupo 1.ElmSym,Estrella del Mar 2 Motor,L1,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\ZEDM2K.ElmSubstat\L1.ElmTerm,Others,3,18.14324951171875,0.0,1.0,constq,0,-1.0,1.0,18.14324951171875,0.0
EDM2 Grupo 2,G4EMAR22,0,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 Grupo 2.ElmSym,Estrella del Mar 2 Motor,R1,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\ZEDM2K.ElmSubstat\R1.ElmTerm,Others,3,15.920080184936523,0.0,1.0,constq,0,-1.0,1.0,18.14324951171875,0.0
EDM2 TV,G4EMAR23,1,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\EDM2 TV.ElmSym,Estrella del Mar 2 TV,R4,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\ZEDM2K.ElmSubstat\R4.ElmTerm,Others,1,1.000000013351432e-10,0.0,1.0,constq,0,-1.0,1.0,8.800000190734863,0.0
Los Mina 7,G3LMINA7,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\Los Mina 7.ElmSym,Los Mina 7 TV,Terminal Los Mina 7,WLMI7K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\Terminal Los Mina 7.ElmTerm,Gas,1,108.86750030517578,52.72693634033203,1.0,constv,0,-1.0,1.0,324.0,0.0
SIBA Grupo 1,G4SIBA1,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 1.ElmSym,SIBA 16.7 MVA,Terminal SIBA Grupo 1,WXSI1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 1.ElmTerm,Gas,2,0.5699999928474426,0.27606356143951416,1.0,constv,0,-1.0,1.0,16.700000762939453,0.0
SIBA Grupo 2,G4SIBA2,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 2.ElmSym,SIBA 16.7 MVA,Terminal SIBA Grupo 2,WXSI2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 2.ElmTerm,Gas,2,16.700000762939453,8.08818244934082,1.0,constv,0,-1.0,1.0,16.700000762939453,0.0
SIBA Grupo 3,G4SIBA3,1,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 3.ElmSym,SIBA 16.7 MVA,Terminal SIBA Grupo 3,WXSI3K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 3.ElmTerm,Gas,2,1.000000013351432e-10,0.0,1.0,constv,0,-1.0,1.0,16.700000762939453,0.0
SIBA Grupo 4,G4SIBA4,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 4.ElmSym,SIBA 16.7 MVA,Terminal SIBA Grupo 4,WXSI4K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 4.ElmTerm,Gas,2,16.700000762939453,8.08818244934082,1.0,constv,0,-1.0,1.0,16.700000762939453,0.0
SIBA Grupo 6,G4SIBA6,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 6.ElmSym,SIBA 31.25 MVA,Terminal SIBA Grupo 6,WXSI6K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 6.ElmTerm,Gas,2,25.0,12.108054161071777,1.0,constv,0,-1.0,1.0,25.0,0.0
SIBA Grupo 5,G4SIBA5,0,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\SIBA Grupo 5.ElmSym,SIBA 16.7 MVA,Terminal SIBA Grupo 5,WXSI5K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm,Others,2,16.700000762939453,8.08818244934082,1.0,constv,0,-1.0,1.0,16.700000762939453,0.0
Pinalito 2,G3PINAL2,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Pinalito 2.ElmSym,Pinalito,Terminal Pinalito 2,WPIN2K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 2.ElmTerm,Hydro,1,24.25,14.550185203552246,1.0490000247955322,constv,0,-1.0,1.0,26.668760299682617,0.0
Pinalito 1,G3PINAL1,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Pinalito 1.ElmSym,Pinalito,Terminal Pinalito 1,WPIN1K,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Terminal Pinalito 1.ElmTerm,Hydro,1,1.000000013351432e-10,5.933650792933065e-11,1.0490000247955322,constv,0,-1.0,1.0,26.668760299682617,0.0
Río Blanco 2,G3RBLAN2,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Río Blanco 2.ElmSym,Río Blanco,Terminal Río Blanco Secc. C,WRBLCK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. C.ElmTerm,Hydro,1,12.130000114440918,7.278094291687012,1.0490000247955322,constv,0,-1.0,1.0,13.28125,0.0
Río Blanco 1,G3RBLAN1,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Río Blanco 1.ElmSym,Río Blanco,Terminal Río Blanco Secc. A,WRBLAK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Terminal Río Blanco Secc. A.ElmTerm,Hydro,1,1.000000013351432e-10,5.933650792933065e-11,1.0490000247955322,constv,0,-1.0,1.0,13.28125,0.0
Rincón,G3RINCON,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Rincón.ElmSym,Rincón,Terminal Rincón,WRINCK,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm,Hydro,1,1.000000013351432e-10,6.00007751816456e-11,1.0,constv,0,-1.0,1.0,10.104000091552734,0.0
Rosa Julia De La Cruz,G3RJCRUZ,1,CIBAO NORESTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Rosa Julia De La Cruz.ElmSym,Rosa Julia De La Cruz,Terminal Rosa Julia De La Cruz,WRJCRK,4.159999847412109,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\Terminal Rosa Julia De La Cruz.ElmTerm,Hydro,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,0.8999999761581421,0.0
El Salto,G3ESALTO,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\El Salto.ElmSym,El Salto,Terminal El Salto,WESALK,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\Terminal El Salto.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,0,-1.0,1.0,0.7200000286102295,0.0
La Vega Grupo 1,G4LVEGA1,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\La Vega Grupo 1.ElmSym,La Vega Grupo 1,R2,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZLVEGK.ElmSubstat\R2.ElmTerm,Diesel,3,18.42799949645996,0.0,1.0,constq,0,-1.0,1.0,18.42799949645996,0.0
La Vega Grupo 2,G4LVEGA2,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\La Vega Grupo 2.ElmSym,La Vega Grupo 2,L2,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZLVEGK.ElmSubstat\L2.ElmTerm,Diesel,2,6.478000164031982,0.0,1.0,constv,0,-1.0,1.0,18.42799949645996,0.0
Aniana Vargas 1,G3AVARG1,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Aniana Vargas 1.ElmSym,Aniana Vargas,Terminal Aniana Vargas,WAVA1K,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm,Hydro,1,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,0,-1.0,1.0,0.299699991941452,0.0
Aniana Vargas 2,G3AVARG2,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Aniana Vargas 2.ElmSym,Aniana Vargas,Terminal Aniana Vargas,WAVA1K,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\Terminal Aniana Vargas.ElmTerm,Hydro,1,0.10000000149011612,0.0328684076666832,1.0,constq,0,-1.0,1.0,0.299699991941452,0.0
Jimenoa,G3JIMENO,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Jimenoa.ElmSym,Jimenoa,Terminal Jimenoa,WJIMEK,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\Terminal Jimenoa.ElmTerm,Hydro,1,5.820000171661377,0.0,1.0,constv,0,-1.0,1.0,8.819999694824219,0.0
Hatillo 1,G3HATILL,0,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Hatillo 1.ElmSym,Hatillo 1,Terminal Hatillo 1,WHATIK,12.5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Terminal Hatillo 1.ElmTerm,Hydro,1,7.760000228881836,4.809216022491455,1.0,constv,0,-1.0,1.0,8.100000381469727,0.0
Hatillo 2,G3HATIL2,1,CIBAO SUR,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\Hatillo 2.ElmSym,Hatillo 2,2,,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\ZHAT2K.ElmSubstat\2.ElmTerm,Hydro,1,1.000000013351432e-10,6.00007751816456e-11,1.0,constq,0,-1.0,1.0,10.399999618530273,0.0
Brazo Derecho,G3BDEREC,1,CIBAO NOROESTE,NORTE,NORTE 69 kV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Brazo Derecho.ElmSym,Brazo Derecho,Terminal Brazo Derecho,WBDERK,13.800000190734863,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\Terminal Brazo Derecho.ElmTerm,Hydro,1,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,0,-1.0,1.0,3.0,0.0
